alpha,alpha_err, alpha2, alpha2_err
49.266666666666666,0.016666666666666666,0 ,0
49.61666666666667,0.016666666666666666,0 ,0
50.35,0.016666666666666666,0 ,0
50.86666666666667,0.016666666666666666,0 ,0
51.166666666666664,0.016666666666666666,0 ,0
52.0,0.016666666666666666,0 ,0
52.9,0.016666666666666666,0 ,0
