lambda, err_lambda, n, err_n
404.66,0.01,51.3,0.06,59.89,0.06
435.83,0.01,50.4,0.06,59.89,0.06
467.81,0.01,49.6,0.06,59.89,0.06
479.99,0.01,49.4,0.06,59.89,0.06
508.58,0.01,49.0,0.06,59.89,0.06
546.08,0.01,48.55,0.06,59.89,0.06
643.85,0.01,47.75,0.06,59.89,0.06
576.96,0.01,48.2,0.06,59.89,0.06
579.06,0.01,48.16,0.06,59.89,0.06
