#H_Fe	err_H_Fe	B[mT]	err_B[mT]
-3120 140 -950 30
-3120 140 -950 30
-3030 140 -940 30
-2820 140 -930 30
-2620 130 -920 30
-2370 130 -900 30
-2150 130 -880 30
-1950 120 -860 30
-1750 120 -840 30
-1570 110 -812 24
-1360 110 -780 23
-1280 110 -754 23
-1190 100 -733 22
-1090 100 -709 21
-990 100 -686 21
-910 90 -662 20
-860 90 -644 19
-810 90 -627 19
-740 80 -609 18
-680 80 -590 18
-580 80 -566 17
-490 70 -540 16
-390 70 -508 15
-300 60 -472 14
-200 60 -433 13
-130 50 -395 12
-50 50 -354 11
40 40 -305 9
100 30 -253 8
170 30 -199 6
219 20 -151 5
255 14 -110 3
259 11 -80.5 2.4
227 9 -67.0 2.0
202 8 -61.5 1.8
192 8 -58.5 1.8
190 8 -57.0 1.7
187 7 -56.0 1.7
187 7 -55.0 1.7
185 7 -54.5 1.6
182 7 -54.5 1.6
177 7 -54.0 1.6
180 7 -54.0 1.6
183 7 -54.0 1.6
179 7 -53.5 1.6
172 7 -53.5 1.6
175 7 -53.5 1.6
175 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
177 7 -54.0 1.6
179 7 -53.5 1.6
182 7 -53.5 1.6
182 7 -53.5 1.6
175 7 -53.5 1.6
172 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
179 7 -53.5 1.6
223 7 -49.0 1.5
268 5 -36.0 1.1
307 4 -17.5 0.5
331 4 4.50 0.14
382 7 34.5 1.0
406 11 62.0 1.9
448 14 90 3
510 19 123 4
565 24 159 5
590 30 186 6
620 30 213 6
670 40 241 7
720 40 272 8
740 40 296 9
780 50 320 10
850 50 348 10
940 60 386 12
1030 60 424 13
1110 70 463 14
1190 70 500 15
1270 80 534 16
1370 80 570 17
1500 90 610 18
1680 90 655 20
1890 100 706 21
2120 110 758 23
2320 120 807 24
2510 120 850 30
2720 130 880 30
2930 140 920 30
3010 140 940 30
3040 140 950 30
3070 140 950 30
3070 140 960 30
3080 140 960 30
3080 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3080 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3090 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3080 140 960 30
3080 140 960 30
3070 140 960 30
3080 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3080 140 960 30
3080 140 960 30
3080 140 960 30
3080 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3070 140 960 30
3080 140 960 30
3070 140 960 30
2940 140 950 30
2720 140 940 30
2530 140 930 30
2300 130 910 30
2070 130 890 30
1870 120 870 30
1690 120 850 30
1540 120 821 25
1400 110 797 24
1260 110 771 23
1160 100 745 22
1030 100 719 22
950 100 694 21
860 90 670 20
770 90 645 19
670 90 620 19
610 80 597 18
520 80 571 17
450 70 544 16
340 70 513 15
250 70 480 14
150 60 440 13
90 50 405 12
-0 50 360 11
-90 40 309 9
-140 30 261 8
-220 30 207 6
-270 20 155 5
-297 15 115 3
-292 12 88 3
-255 10 76.5 2.3
-239 10 71.5 2.1
-230 9 69.0 2.1
-225 9 67.5 2.0
-225 9 66.5 2.0
-219 9 65.5 2.0
-219 9 65.5 2.0
-217 9 65.0 2.0
-217 9 65.0 2.0
-214 9 65.0 2.0
-215 9 64.5 1.9
-212 9 64.5 1.9
-215 9 64.5 1.9
-212 9 64.5 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-212 9 64.5 1.9
-214 9 64.0 1.9
-214 9 64.0 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-214 9 64.0 1.9
-218 9 64.5 1.9
-221 9 64.5 1.9
-217 9 64.0 1.9
-210 9 64.0 1.9
-215 9 64.5 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-218 9 64.5 1.9
-221 9 64.5 1.9
-214 9 64.0 1.9
-214 9 64.0 1.9
-217 9 64.0 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-214 9 64.0 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-214 9 64.0 1.9
-218 9 64.5 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-215 9 64.5 1.9
-214 9 64.0 1.9
-215 9 64.5 1.9
-221 9 64.5 1.9
-214 9 64.0 1.9
