#H err_H B err_B
-0.0023205000 0.0000696000 -1825988.0645902422 15348.1054095043
-0.0023025000 0.0000691000 -1819698.8164726107 15295.4889508590
-0.0022860000 0.0000686000 -1817602.4354675072 15277.9506137049
-0.0022635000 0.0000679000 -1812361.4203938432 15234.1046648603
-0.0022470000 0.0000674000 -1803975.7312126390 15163.9518533167
-0.0022305000 0.0000669000 -1793493.6059727345 15076.2629176064
-0.0022215000 0.0000666000 -1792445.4179726189 15067.4943646959
-0.0022125000 0.0000664000 -1786156.1398257529 15014.8823141511
-0.0021960000 0.0000659000 -1781963.3227619492 14979.8084078039
-0.0021795000 0.0000654000 -1774625.8516100950 14918.4297004368
-0.0021600000 0.0000648000 -1764143.7363799356 14830.7478964165
-0.0021405000 0.0000642000 -1758902.7112965265 14786.9082395564
-0.0021255000 0.0000638000 -1745275.9269636995 14672.9272223908
-0.0021150000 0.0000635000 -1742131.3079097560 14646.6247482876
-0.0021030000 0.0000631000 -1737938.4758313349 14611.5551055021
-0.0020835000 0.0000625000 -1730601.0146892257 14550.1842384164
-0.0020685000 0.0000621000 -1722215.3205031492 14480.0475559501
-0.0020400000 0.0000612000 -1711733.2353022243 14392.3794946293
-0.0020325000 0.0000610000 -1700202.8620037353 14295.9472529434
-0.0020205000 0.0000606000 -1694961.8118959640 14252.1158135236
-0.0020085000 0.0000603000 -1687624.3257294928 14190.7528976347
-0.0020010000 0.0000600000 -1683431.4786364543 14155.6890445655
-0.0019845000 0.0000595000 -1678190.4435433005 14111.8601008238
-0.0019635000 0.0000589000 -1668756.5513473635 14032.9696672969
-0.0019470000 0.0000584000 -1662467.2982248596 13980.3774945694
-0.0019275000 0.0000578000 -1648840.5289066497 13866.4311877471
-0.0019125000 0.0000574000 -1640454.8347205732 13796.3131335894
-0.0019005000 0.0000570000 -1634165.5665834518 13743.7259700182
-0.0018870000 0.0000566000 -1628924.5214805533 13699.9043300699
-0.0018765000 0.0000563000 -1622635.2483385596 13647.3192934007
-0.0018690000 0.0000561000 -1616345.9651868211 13594.7353754661
-0.0018555000 0.0000557000 -1611104.9200839223 13550.9165746683
-0.0018345000 0.0000550000 -1602719.2459173354 13480.8082542392
-0.0018180000 0.0000545000 -1591188.9026480811 13384.4125969297
-0.0017850000 0.0000535000 -1577562.1783737228 13270.4963640040
-0.0017520000 0.0000526000 -1559742.5819819644 13121.5379879832
-0.0017325000 0.0000520000 -1546115.8126637547 13007.6357905372
-0.0017100000 0.0000513000 -1532489.0533552896 12893.7401961790
-0.0016950000 0.0000508000 -1523055.1411398631 12814.8932944595
-0.0016785000 0.0000504000 -1511524.7978706085 12718.5292516434
-0.0016800000 0.0000504000 -1508380.1387776858 12692.2488435950
-0.0016725000 0.0000502000 -1505235.5097139976 12665.9690601555
-0.0016725000 0.0000502000 -1503139.0736552973 12648.4492738919
-0.0016665000 0.0000500000 -1499994.4395867367 12622.1700766412
-0.0016215000 0.0000486000 -1483223.1012633077 12482.0211958368
-0.0015570000 0.0000467000 -1451776.7755923187 12219.2719179664
-0.0015180000 0.0000455000 -1423475.0189265490 11982.8327810441
-0.0015105000 0.0000453000 -1409848.2095693599 11869.0041019342
-0.0015090000 0.0000453000 -1405655.3424568318 11833.9815854661
-0.0015015000 0.0000450000 -1401462.4953637936 11798.9600558123
-0.0014895000 0.0000447000 -1395173.2272266722 11746.4293350714
-0.0014625000 0.0000439000 -1381546.4829328246 11632.6193044787
-0.0014385000 0.0000432000 -1366871.5105998819 11510.0647167028
-0.0014145000 0.0000424000 -1352196.5382669391 11387.5210422430
-0.0014010000 0.0000420000 -1340666.1849879399 11291.2444648764
-0.0013905000 0.0000417000 -1333328.6938165962 11229.9813092321
-0.0013815000 0.0000414000 -1325991.1976403799 11168.7210491706
-0.0013665000 0.0000410000 -1317605.5034543034 11098.7131138509
-0.0013575000 0.0000407000 -1309219.7892487370 11028.7089857672
-0.0013485000 0.0000405000 -1302930.5111018710 10976.2086062753
-0.0013395000 0.0000402000 -1297689.4509843551 10932.4600958986
-0.0013305000 0.0000399000 -1292448.3908668389 10888.7132098658
-0.0013185000 0.0000396000 -1285110.9047003677 10827.4703191031
-0.0013140000 0.0000394000 -1278821.6115388842 10774.9788579739
-0.0012960000 0.0000389000 -1270435.9273625526 10704.9943839042
-0.0012900000 0.0000387000 -1264146.6392059417 10652.5087214260
-0.0012810000 0.0000384000 -1258905.5790884257 10608.7727105307
-0.0012765000 0.0000383000 -1254712.7219856426 10573.7851054771
-0.0012600000 0.0000378000 -1244230.5967457381 10486.3212910041
-0.0012495000 0.0000375000 -1238989.5416330944 10442.5921959001
-0.0012405000 0.0000372000 -1232700.2634862284 10390.1196439048
-0.0012345000 0.0000370000 -1227459.1933589675 10346.3945551941
-0.0012240000 0.0000367000 -1220121.7021876238 10285.1827143276
-0.0012135000 0.0000364000 -1213832.4290456302 10232.7185044910
-0.0012075000 0.0000362000 -1208591.3589183693 10189.0004302256
-0.0012030000 0.0000361000 -1203350.2837862361 10145.2843207264
-0.0011895000 0.0000357000 -1198109.2386833373 10101.5704942003
-0.0011820000 0.0000355000 -1190771.7375022487 10040.3742850921
-0.0011745000 0.0000352000 -1185530.6723798604 9996.6652787388
-0.0011655000 0.0000350000 -1179241.3942329944 9944.2172780019
-0.0011535000 0.0000346000 -1171903.9080665230 9883.0319172373
-0.0011370000 0.0000341000 -1161421.7828266185 9795.6317368006
-0.0011265000 0.0000338000 -1154084.2916552748 9734.4569413317
-0.0011205000 0.0000336000 -1147795.0034986639 9682.0249051693
-0.0011085000 0.0000333000 -1140457.5173321925 9620.8585953324
-0.0011055000 0.0000332000 -1136264.6552245370 9585.9084026994
-0.0010995000 0.0000330000 -1132071.8031266262 9550.9598355888
-0.0010920000 0.0000328000 -1127878.9560335879 9516.0128692743
-0.0010830000 0.0000325000 -1121589.6778867219 9463.5953183061
-0.0010740000 0.0000322000 -1116348.6177692059 9419.9168196091
-0.0010620000 0.0000319000 -1106914.6955440342 9341.3018278629
-0.0010575000 0.0000317000 -1102721.8384412513 9306.3645037744
-0.0010530000 0.0000316000 -1098528.9813384681 9271.4288649715
-0.0010455000 0.0000314000 -1094336.1342454297 9236.4950139570
-0.0010410000 0.0000312000 -1089095.0591132964 9192.8299911037
-0.0010350000 0.0000310000 -1085950.4250447359 9166.6323779933
-0.0010275000 0.0000308000 -1080709.3599223476 9122.9718286118
-0.0010185000 0.0000306000 -1074420.0817754813 9070.5828626872
-0.0010110000 0.0000303000 -1070227.2346824431 9035.6591979078
-0.0009930000 0.0000298000 -1059745.1144474111 8948.3581181042
-0.0009810000 0.0000294000 -1048214.7561635394 8852.3404131808
-0.0009705000 0.0000291000 -1040877.2649921956 8791.2459971187
-0.0009690000 0.0000291000 -1036684.3978796676 8756.3375180431
-0.0009645000 0.0000289000 -1033539.7588062346 8730.1575788931
-0.0009375000 0.0000281000 -1019913.0145123869 8616.7247881192
-0.0009195000 0.0000276000 -1005238.0221599545 8494.5912001478
-0.0009120000 0.0000274000 -996852.3029495158 8424.8126161546
-0.0009090000 0.0000273000 -992659.4408418601 8389.9266967604
-0.0009045000 0.0000271000 -988466.5837390771 8355.0431190638
-0.0009000000 0.0000270000 -984273.7266362939 8320.1618703630
-0.0008970000 0.0000269000 -981129.0825579885 8294.0024695072
-0.0008925000 0.0000268000 -976936.2254552053 8259.1253676219
-0.0008790000 0.0000264000 -971695.1803523066 8215.5326029550
-0.0008670000 0.0000260000 -961213.0400977849 8128.3582018858
-0.0008610000 0.0000258000 -954923.7519411740 8076.0610839220
-0.0008490000 0.0000255000 -948634.4838040528 8023.7699347918
-0.0008355000 0.0000251000 -938152.3485544035 7936.6310449902
-0.0008160000 0.0000245000 -925573.7972655438 7832.0869369346
-0.0007995000 0.0000240000 -910898.7999082390 7710.1508766257
-0.0007830000 0.0000235000 -898320.2386096343 7605.6631548113
-0.0007725000 0.0000232000 -890982.7474382906 7544.7247684147
-0.0007560000 0.0000227000 -878404.1861396860 7440.2815900434
-0.0007515000 0.0000225000 -871066.6749488526 7379.3698894954
-0.0007410000 0.0000222000 -863729.1837775088 7318.4687078219
-0.0007275000 0.0000218000 -852198.8304985095 7222.7883143893
-0.0007230000 0.0000217000 -846957.7553663763 7179.3061294552
-0.0007125000 0.0000214000 -836475.6101069822 7092.3591140369
-0.0006960000 0.0000209000 -825993.4848670778 7005.4360647264
-0.0006810000 0.0000204000 -813414.9185636007 6901.1609551134
-0.0006660000 0.0000200000 -801884.5702894739 6805.6081128239
-0.0006435000 0.0000193000 -785113.1568929586 6666.6807449414
-0.0006345000 0.0000190000 -773582.7885993419 6571.2102865048
-0.0006240000 0.0000187000 -764148.8613692980 6493.1250408624
-0.0006150000 0.0000184000 -755763.1471637316 6423.7369869100
-0.0006015000 0.0000180000 -746329.2299434325 6345.7000567165
-0.0005925000 0.0000178000 -736895.2977085161 6267.6899175789
-0.0005835000 0.0000175000 -729557.8015323000 6207.0346777847
-0.0005715000 0.0000171000 -719075.6612777783 6120.4146179686
-0.0005595000 0.0000168000 -707545.3029939065 6025.1753577736
-0.0005475000 0.0000164000 -697063.1627393849 5938.6349465603
-0.0005415000 0.0000162000 -690773.8745827740 5886.7300131296
-0.0005310000 0.0000159000 -680291.7293233798 5800.2552987822
-0.0005235000 0.0000157000 -672954.2281422913 5739.7487774362
-0.0005145000 0.0000154000 -664568.5139367250 5670.6254607576
-0.0004995000 0.0000150000 -653038.1656625981 5575.6298588029
-0.0004935000 0.0000148000 -645700.6594766370 5515.2086867136
-0.0004845000 0.0000145000 -636266.7272417207 5437.5609141548
-0.0004740000 0.0000142000 -626832.8000116766 5359.9559633878
-0.0004650000 0.0000140000 -617398.8677767602 5282.3956375837
-0.0004500000 0.0000135000 -604820.3014732832 5179.0549009485
-0.0004425000 0.0000133000 -595386.3642334944 5101.6067280662
-0.0004290000 0.0000129000 -583856.0109544951 5007.0185593536
-0.0004080000 0.0000122000 -566036.3745237573 4860.9995751274
-0.0004005000 0.0000120000 -555554.2192546183 4775.2045351115
-0.0003945000 0.0000118000 -548216.7130686573 4715.1941796402
-0.0003870000 0.0000116000 -540879.2118875687 4655.2235525880
-0.0003780000 0.0000113000 -532493.4976820024 4586.7362985886
-0.0003735000 0.0000112000 -527252.4225498691 4543.9601718718
-0.0003615000 0.0000108000 -515722.0642659973 4449.9333033499
-0.0003570000 0.0000107000 -508384.5530751639 4390.1581892474
-0.0003450000 0.0000103000 -501047.0669086925 4330.4324512806
-0.0003360000 0.0000101000 -490564.9166444261 4245.1991606237
-0.0003270000 0.0000098000 -480082.7663801595 4160.0768807214
-0.0003165000 0.0000095000 -470648.8391501156 4083.5675457250
-0.0003075000 0.0000092000 -463311.3429738994 4024.1298529802
-0.0002970000 0.0000089000 -450732.7616558051 3922.3866872236
-0.0002835000 0.0000085000 -439202.4083768058 3829.2999081719
-0.0002790000 0.0000084000 -430816.6791566222 3761.7144869040
-0.0002670000 0.0000080000 -420334.5389021005 3677.3771255767
-0.0002625000 0.0000079000 -411948.8096819170 3610.0295041809
-0.0002550000 0.0000076000 -405659.5265301784 3559.5943548038
-0.0002505000 0.0000075000 -400418.4513980452 3517.6166662169
-0.0002430000 0.0000073000 -392032.7321876065 3450.5545512187
-0.0002340000 0.0000070000 -384695.2360113903 3391.9835250052
-0.0002250000 0.0000067000 -374213.0857471238 3308.4968857236
-0.0002100000 0.0000063000 -361634.5194436468 3208.6242630742
-0.0002010000 0.0000060000 -350104.1511500302 3117.3987745550
-0.0001920000 0.0000058000 -341718.4369444639 3051.2644444063
-0.0001890000 0.0000057000 -335429.1387781081 3001.7884802838
-0.0001830000 0.0000055000 -329139.8506214971 2952.4256169464
-0.0001785000 0.0000054000 -322850.5574600138 2903.1815015879
-0.0001755000 0.0000053000 -318657.6953523582 2870.4211039846
-0.0001725000 0.0000052000 -316561.2693034029 2854.0623612535
-0.0001695000 0.0000051000 -313416.6252250974 2829.5516759084
-0.0001680000 0.0000050000 -310271.9761419195 2805.0746809758
-0.0001620000 0.0000049000 -306079.1240440088 2772.4928032383
-0.0001575000 0.0000047000 -300838.0489118755 2731.8552879607
-0.0001500000 0.0000045000 -294548.7657601371 2683.2281812888
-0.0001485000 0.0000045000 -289307.6806182589 2642.8259881925
-0.0001440000 0.0000043000 -286163.0415448259 2618.6396273560
-0.0001410000 0.0000042000 -281970.1794371703 2586.4574699981
-0.0001215000 0.0000036000 -268343.4101189605 2482.4237197505
-0.0001155000 0.0000035000 -258909.4678742992 2410.9432144729
-0.0001095000 0.0000033000 -253668.3977470384 2371.4412625813
-0.0001080000 0.0000032000 -249475.5306345104 2339.9538458205
-0.0001035000 0.0000031000 -244234.4555023772 2300.7442645436
-0.0001005000 0.0000030000 -242138.0294534218 2285.1087694482
-0.0000945000 0.0000028000 -235848.7412968109 2238.3753537420
-0.0000900000 0.0000027000 -231655.8841940277 2207.3701492265
-0.0000810000 0.0000024000 -222221.9519591113 2138.0785920387
-0.0000720000 0.0000022000 -212788.0197241949 2069.4912688299
-0.0000675000 0.0000020000 -204402.2905040114 2009.1742059619
-0.0000540000 0.0000016000 -193920.1552543621 1934.7281648260
-0.0000510000 0.0000015000 -188679.0751173565 1897.9366835633
-0.0000390000 0.0000012000 -178196.9348628348 1825.3041188206
-0.0000345000 0.0000010000 -174004.0777600516 1796.6331104898
-0.0000330000 0.0000010000 -169811.2106475237 1768.1963084880
-0.0000285000 0.0000009000 -163521.9174860403 1726.0057252309
-0.0000240000 0.0000007000 -161425.4964419574 1712.0722613357
-0.0000105000 0.0000003000 -149895.1431629580 1636.6935026253
-0.0000105000 0.0000003000 -145702.2710455576 1609.8478146852
0.0000000000 0.0000000000 -139412.9979035640 1570.1952617005
0.0000000000 0.0000000000 -135220.1257861635 1544.1951807655
0.0000000000 0.0000000000 -133123.6897274633 1531.3323422244
0.0000000000 0.0000000000 -133123.6897274633 1531.3323422244
0.0000000000 0.0000000000 -132075.4716981132 1524.9362387723
-0.0000015000 0.0000000000 -132075.4666932408 1524.9362082901
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000015000 0.0000000000 -131027.2586736355 1518.5641065932
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
-0.0000015000 0.0000000000 -129979.0306345406 1512.2161269806
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
-0.0000015000 0.0000000000 -131027.2486638907 1518.5640458588
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000015000 0.0000000000 -129979.0406442854 1512.2161874820
0.0000000000 0.0000000000 -129979.0356394130 1512.2161572313
0.0000000000 0.0000000000 -131027.2536687631 1518.5640762259
0.0000060000 0.0000002000 -128930.8376295526 1505.8929089077
0.0000180000 0.0000005000 -121593.3514630813 1462.3435577623
0.0000165000 0.0000005000 -119496.9103995086 1450.1401239423
0.0000300000 0.0000009000 -109014.7751498594 1390.8514897775
0.0000420000 0.0000013000 -95387.9808072874 1318.5597383052
0.0000510000 0.0000015000 -84905.8305430209 1267.1633728993
0.0000570000 0.0000017000 -77568.3243570599 1233.6408811872
0.0000600000 0.0000018000 -72327.2442200542 1211.0428745580
0.0000630000 0.0000019000 -70230.8181710988 1202.3346565997
0.0000660000 0.0000020000 -66037.9560634433 1185.5085222437
0.0000765000 0.0000023000 -57652.2468627494 1154.3360450863
0.0000765000 0.0000023000 -53459.3747453490 1140.0574186898
0.0000795000 0.0000024000 -52411.1667257437 1136.6297212390
0.0000870000 0.0000026000 -48218.3196327054 1123.5021700310
0.0000930000 0.0000028000 -42977.2495054446 1108.4432662106
0.0000975000 0.0000029000 -36687.9563439612 1092.4345014723
0.0000990000 0.0000030000 -32495.0892314333 1083.0580957926
0.0001050000 0.0000031000 -28302.2371335225 1074.7507117828
0.0001065000 0.0000032000 -24109.3700209945 1067.5372463849
0.0001095000 0.0000033000 -22012.9439720392 1064.3478384732
0.0001110000 0.0000033000 -18868.2948888613 1060.0924920277
0.0001230000 0.0000037000 -10482.5906930398 1051.8974322093
0.0001425000 0.0000043000 6288.8327132203 1049.5437964936
0.0001500000 0.0000045000 16770.9879823592 1057.6104501990
0.0001560000 0.0000047000 24108.4941683203 1067.5358556725
0.0001620000 0.0000049000 30397.7823249312 1078.7674173477
0.0001695000 0.0000051000 37735.2835060198 1094.9403280504
0.0001770000 0.0000053000 46121.0027164585 1117.2929384054
0.0001830000 0.0000055000 52410.2908730695 1136.6268817068
0.0001950000 0.0000059000 62892.4311275911 1173.4187792807
0.0002085000 0.0000063000 76519.2204652907 1229.0249032635
0.0002235000 0.0000067000 90146.0047981178 1292.3654082747
0.0002325000 0.0000070000 100628.1550623843 1345.6709521342
0.0002415000 0.0000072000 110062.0872973007 1396.6396752195
0.0002430000 0.0000073000 115303.1724391788 1426.0653152980
0.0002460000 0.0000074000 120544.2525761845 1456.2229825820
0.0002505000 0.0000075000 123688.8916496175 1474.6502777958
0.0002550000 0.0000076000 127881.7487524007 1499.5891787869
0.0002625000 0.0000079000 134171.0319041392 1537.7467148020
0.0002670000 0.0000080000 139412.1070362724 1570.1897003769
0.0002730000 0.0000082000 145701.3951928834 1609.8422411979
0.0002790000 0.0000084000 150942.4653201442 1643.4481565307
0.0002790000 0.0000084000 154087.1194081945 1663.8432455962
0.0002805000 0.0000084000 156183.5504620223 1677.5324818514
0.0002820000 0.0000085000 158279.9815158501 1691.2936562593
0.0002880000 0.0000086000 161424.6155844107 1712.0664218991
0.0002880000 0.0000086000 163521.0516431109 1725.9999577252
0.0002925000 0.0000088000 167713.9087458940 1754.0634873976
0.0002955000 0.0000089000 172954.9888828997 1789.4955825430
0.0003015000 0.0000090000 177147.8409808104 1818.1089822381
0.0003090000 0.0000093000 183437.1241325490 1861.4497152274
0.0003135000 0.0000094000 188678.1992646822 1897.9305616339
0.0003180000 0.0000095000 193919.2743968155 1934.7219572143
0.0003210000 0.0000096000 197063.9184751209 1956.9385708280
0.0003315000 0.0000099000 204401.4096464647 2009.1679052652
0.0003405000 0.0000102000 213835.3418813811 2077.0686696386
0.0003480000 0.0000104000 220124.6250331196 2122.7671467090
0.0003510000 0.0000105000 226413.9231994754 2168.7853791001
0.0003555000 0.0000107000 231654.9983316086 2207.3636126555
0.0003675000 0.0000110000 240040.7025274301 2269.4950355286
0.0003765000 0.0000113000 248426.4167329964 2332.0916733326
0.0003870000 0.0000116000 258908.5619923904 2410.9363746053
0.0003975000 0.0000119000 269390.7072517845 2490.3874917623
0.0004020000 0.0000121000 277776.4364719681 2554.3470931600
0.0004080000 0.0000122000 281969.2885698788 2586.4506414896
0.0004140000 0.0000124000 288258.5767264898 2634.7523591930
0.0004185000 0.0000126000 292451.4338292729 2667.0469151684
0.0004215000 0.0000126000 298740.7319956287 2715.6223152953
0.0004275000 0.0000128000 302933.5840935394 2748.0911220083
0.0004290000 0.0000129000 307126.4512060674 2780.6255044632
0.0004350000 0.0000130000 310271.0852746280 2805.0677526819
0.0004380000 0.0000131000 314463.9473822836 2837.7112456416
0.0004410000 0.0000132000 318656.8094899391 2870.4141894878
0.0004470000 0.0000134000 323897.8796172000 2911.3733609799
0.0004485000 0.0000135000 325994.3106710277 2927.7813420198
0.0004485000 0.0000135000 328090.7467297280 2944.2028937345
0.0004515000 0.0000135000 329138.9547493332 2952.4185949061
0.0004560000 0.0000137000 333331.8118521164 2985.3143111561
0.0004620000 0.0000139000 338572.8819793772 3026.5055554744
0.0004695000 0.0000141000 343813.9471017656 3067.7733340936
0.0004725000 0.0000142000 349055.0272387713 3109.1147556981
0.0004755000 0.0000143000 352199.6713170767 3133.9536587547
0.0004755000 0.0000143000 355344.3254051271 3158.8174653449
0.0004815000 0.0000144000 357440.7414443376 3175.4066814263
0.0004860000 0.0000146000 362681.8165764708 3216.9260417446
0.0004935000 0.0000148000 368971.0997282093 3266.8331725173
0.0005085000 0.0000153000 381549.6660316864 3366.9065717946
0.0005175000 0.0000155000 390983.5982666027 3442.1735912886
0.0005265000 0.0000158000 399369.3124721691 3509.2195320701
0.0005340000 0.0000160000 407755.0316826078 3576.3912866965
0.0005385000 0.0000162000 412996.1068147410 3618.4343961032
0.0005490000 0.0000165000 421381.8160154349 3685.7958377545
0.0005580000 0.0000167000 428719.3121916511 3744.8263464244
0.0005625000 0.0000169000 436056.8233824845 3803.9362067152
0.0005685000 0.0000171000 441297.8935097454 3846.2039459429
0.0005730000 0.0000172000 447587.1866712287 3896.9744430355
0.0005835000 0.0000175000 455972.8958719225 3964.7483207131
0.0005895000 0.0000177000 461213.9659991834 4007.1515746027
0.0005895000 0.0000177000 465406.8381165838 4041.0981092219
0.0005925000 0.0000178000 468551.4821948893 4066.5714659230
0.0005955000 0.0000179000 471696.1262731947 4092.0561847865
0.0006015000 0.0000180000 475888.9783711055 4126.0530663918
