['[\'[\\\'[\\\\\\\'["[\\\\\\\\\\\\\\', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'B_er', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'I\\\\\\', '\'\\\'"\\\\\\\'err_I\\\\\\\']",', '\'"\\\'l_Fe\\\']",\',', '"\'err_l_Fe\']",', "'d']", 'err_d']
-2.7030 -0.0811 -906.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7060 -0.0812 -905.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -910.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -906.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7030 -0.0811 -909.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7030 -0.0811 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -909.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7030 -0.0811 -910.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -906.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7030 -0.0811 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7060 -0.0812 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7045 -0.0811 -910.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7060 -0.0812 -908.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7060 -0.0812 -910.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7075 -0.0812 -908.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7240 -0.0817 -913.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7435 -0.0823 -916.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7540 -0.0826 -918.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7690 -0.0831 -919.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7750 -0.0832 -918.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7825 -0.0835 -923.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7900 -0.0837 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7975 -0.0839 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8020 -0.0841 -928.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8035 -0.0841 -929.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8020 -0.0841 -924.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8035 -0.0841 -924.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -929.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -924.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8035 -0.0841 -929.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -927.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -927.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -926.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -927.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -924.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8065 -0.0842 -927.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8065 -0.0842 -925.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -929.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -925.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8035 -0.0841 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -926.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -924.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -929.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -929.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -929.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -926.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -925.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8050 -0.0842 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8065 -0.0842 -928.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8260 -0.0848 -928.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8440 -0.0853 -930.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8530 -0.0856 -934.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8575 -0.0857 -938.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8605 -0.0858 -935.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8650 -0.0859 -935.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8755 -0.0863 -936.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8845 -0.0865 -938.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8965 -0.0869 -940.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9070 -0.0872 -947.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9085 -0.0873 -944.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9100 -0.0873 -946.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9130 -0.0874 -946.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9160 -0.0875 -948.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9385 -0.0882 -948.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9580 -0.0887 -953.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9625 -0.0889 -952.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9730 -0.0892 -954.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9805 -0.0894 -955.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9880 -0.0896 -959.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9895 -0.0897 -958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9820 -0.0895 -961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9700 -0.0891 -960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9535 -0.0886 -955.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9250 -0.0877 -953.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9235 -0.0877 -951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9265 -0.0878 -953.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9310 -0.0879 -952.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9340 -0.0880 -952.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9325 -0.0880 -957.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9325 -0.0880 -954.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9340 -0.0880 -953.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9340 -0.0880 -957.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9340 -0.0880 -955.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9340 -0.0880 -955.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9355 -0.0881 -954.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9265 -0.0878 -957.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.9010 -0.0870 -951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8770 -0.0863 -952.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8575 -0.0857 -945.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8425 -0.0853 -948.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8260 -0.0848 -946.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.8080 -0.0842 -944.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7930 -0.0838 -942.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7720 -0.0832 -937.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7540 -0.0826 -935.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7420 -0.0823 -938.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7330 -0.0820 -937.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.7105 -0.0813 -933.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.6835 -0.0805 -927.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.6625 -0.0799 -926.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.6340 -0.0790 -925.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.6145 -0.0784 -921.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5980 -0.0779 -915.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5785 -0.0774 -913.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5590 -0.0768 -913.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5455 -0.0764 -912.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5275 -0.0758 -906.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5140 -0.0754 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.5080 -0.0752 -906.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4990 -0.0750 -902.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4795 -0.0744 -902.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4525 -0.0736 -896.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4390 -0.0732 -892.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4255 -0.0728 -889.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.4150 -0.0725 -887.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3955 -0.0719 -889.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3760 -0.0713 -885.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3580 -0.0707 -881.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3370 -0.0701 -873.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3205 -0.0696 -871.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.3025 -0.0691 -868.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2860 -0.0686 -867.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2635 -0.0679 -864.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2470 -0.0674 -860.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2305 -0.0669 -855.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2215 -0.0666 -855.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.2125 -0.0664 -852.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1960 -0.0659 -850.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1795 -0.0654 -846.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1600 -0.0648 -841.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1405 -0.0642 -839.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1255 -0.0638 -832.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1150 -0.0635 -831.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.1030 -0.0631 -829.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0835 -0.0625 -825.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0685 -0.0621 -821.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0400 -0.0612 -816.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0325 -0.0610 -811.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0205 -0.0606 -808.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0085 -0.0603 -805.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-2.0010 -0.0600 -803.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9845 -0.0595 -800.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9635 -0.0589 -796.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9470 -0.0584 -793.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9275 -0.0578 -786.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9125 -0.0574 -782.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.9005 -0.0570 -779.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8870 -0.0566 -777.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8765 -0.0563 -774.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8690 -0.0561 -771.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8555 -0.0557 -768.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8345 -0.0550 -764.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.8180 -0.0545 -759.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.7850 -0.0535 -752.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.7520 -0.0526 -744.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.7325 -0.0520 -737.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.7100 -0.0513 -731.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6950 -0.0508 -726.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6785 -0.0504 -721.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6800 -0.0504 -719.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6725 -0.0502 -718.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6725 -0.0502 -717.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6665 -0.0500 -715.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.6215 -0.0486 -707.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.5570 -0.0467 -692.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.5180 -0.0455 -679.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.5105 -0.0453 -672.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.5090 -0.0453 -670.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.5015 -0.0450 -668.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.4895 -0.0447 -665.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.4625 -0.0439 -659.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.4385 -0.0432 -652.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.4145 -0.0424 -645.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.4010 -0.0420 -639.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3905 -0.0417 -636.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3815 -0.0414 -632.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3665 -0.0410 -628.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3575 -0.0407 -624.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3485 -0.0405 -621.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3395 -0.0402 -619.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3305 -0.0399 -616.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3185 -0.0396 -613.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.3140 -0.0394 -610.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2960 -0.0389 -606.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2900 -0.0387 -603.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2810 -0.0384 -600.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2765 -0.0383 -598.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2600 -0.0378 -593.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2495 -0.0375 -591.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2405 -0.0372 -588.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2345 -0.0370 -585.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2240 -0.0367 -582.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2135 -0.0364 -579.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2075 -0.0362 -576.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.2030 -0.0361 -574.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1895 -0.0357 -571.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1820 -0.0355 -568.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1745 -0.0352 -565.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1655 -0.0350 -562.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1535 -0.0346 -559.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1370 -0.0341 -554.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1265 -0.0338 -550.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1205 -0.0336 -547.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1085 -0.0333 -544.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.1055 -0.0332 -542.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0995 -0.0330 -540.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0920 -0.0328 -538.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0830 -0.0325 -535.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0740 -0.0322 -532.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0620 -0.0319 -528.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0575 -0.0317 -526.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0530 -0.0316 -524.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0455 -0.0314 -522.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0410 -0.0312 -519.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0350 -0.0310 -518.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0275 -0.0308 -515.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0185 -0.0306 -512.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-1.0110 -0.0303 -510.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9930 -0.0298 -505.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9810 -0.0294 -500.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9705 -0.0291 -496.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9690 -0.0291 -494.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9645 -0.0289 -493.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9375 -0.0281 -486.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9195 -0.0276 -479.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9120 -0.0274 -475.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9090 -0.0273 -473.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9045 -0.0271 -471.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.9000 -0.0270 -469.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8970 -0.0269 -468.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8925 -0.0268 -466.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8790 -0.0264 -463.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8670 -0.0260 -458.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8610 -0.0258 -455.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8490 -0.0255 -452.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8355 -0.0251 -447.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.8160 -0.0245 -441.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7995 -0.0240 -434.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7830 -0.0235 -428.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7725 -0.0232 -425.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7560 -0.0227 -419.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7515 -0.0225 -415.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7410 -0.0222 -412.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7275 -0.0218 -406.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7230 -0.0217 -404.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.7125 -0.0214 -399.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6960 -0.0209 -394.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6810 -0.0204 -388.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6660 -0.0200 -382.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6435 -0.0193 -374.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6345 -0.0190 -369.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6240 -0.0187 -364.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6150 -0.0184 -360.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.6015 -0.0180 -356.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5925 -0.0178 -351.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5835 -0.0175 -348.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5715 -0.0171 -343.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5595 -0.0168 -337.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5475 -0.0164 -332.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5415 -0.0162 -329.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5310 -0.0159 -324.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5235 -0.0157 -321.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.5145 -0.0154 -317.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4995 -0.0150 -311.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4935 -0.0148 -308.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4845 -0.0145 -303.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4740 -0.0142 -299.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4650 -0.0140 -294.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4500 -0.0135 -288.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4425 -0.0133 -284.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4290 -0.0129 -278.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4080 -0.0122 -270.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.4005 -0.0120 -265.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3945 -0.0118 -261.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3870 -0.0116 -258.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3780 -0.0113 -254.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3735 -0.0112 -251.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3615 -0.0108 -246.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3570 -0.0107 -242.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3450 -0.0103 -239.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3360 -0.0101 -234.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3270 -0.0098 -229.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3165 -0.0095 -224.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.3075 -0.0092 -221.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2970 -0.0089 -215.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2835 -0.0085 -209.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2790 -0.0084 -205.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2670 -0.0080 -200.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2625 -0.0079 -196.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2550 -0.0076 -193.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2505 -0.0075 -191.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2430 -0.0073 -187.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2340 -0.0070 -183.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2250 -0.0067 -178.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2100 -0.0063 -172.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.2010 -0.0060 -167.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1920 -0.0058 -163.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1890 -0.0057 -160.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1830 -0.0055 -157.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1785 -0.0054 -154.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1755 -0.0053 -152.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1725 -0.0052 -151.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1695 -0.0051 -149.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1680 -0.0050 -148.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1620 -0.0049 -146.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1575 -0.0047 -143.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1500 -0.0045 -140.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1485 -0.0045 -138.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1440 -0.0043 -136.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1410 -0.0042 -134.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1215 -0.0036 -128.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1155 -0.0035 -123.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1095 -0.0033 -121.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1080 -0.0032 -119.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1035 -0.0031 -116.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.1005 -0.0030 -115.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0945 -0.0028 -112.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0900 -0.0027 -110.5000 0.5000 0.4770 0.0040 0.0020 0.0001
