['[\'[\\\'[\\\\\\\'["[\\\\\\\\\\\\\\', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'B_er', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'I\\\\\\', '\'\\\'"\\\\\\\'err_I\\\\\\\']",', '\'"\\\'l_Fe\\\']",\',', '"\'err_l_Fe\']",', "'d']", 'err_d']
-0.0810 -0.0024 -106.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0720 -0.0022 -101.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0675 -0.0020 -97.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0540 -0.0016 -92.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0510 -0.0015 -90.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0390 -0.0012 -85.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0345 -0.0010 -83.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0330 -0.0010 -81.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0285 -0.0009 -78.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0240 -0.0007 -77.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0105 -0.0003 -71.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0105 -0.0003 -69.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -66.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -64.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -63.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -63.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -63.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -63.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
-0.0015 -0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0015 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0000 0.0000 -62.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0060 0.0002 -61.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0180 0.0005 -58.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0165 0.0005 -57.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0300 0.0009 -52.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0420 0.0013 -45.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0510 0.0015 -40.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0570 0.0017 -37.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0600 0.0018 -34.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0630 0.0019 -33.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0660 0.0020 -31.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0765 0.0023 -27.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0765 0.0023 -25.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0795 0.0024 -25.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0870 0.0026 -23.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0930 0.0028 -20.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0975 0.0029 -17.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.0990 0.0030 -15.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1050 0.0031 -13.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1065 0.0032 -11.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1095 0.0033 -10.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1110 0.0033 -9.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1230 0.0037 -5.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1425 0.0043 3.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1500 0.0045 8.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1560 0.0047 11.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1620 0.0049 14.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1695 0.0051 18.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1770 0.0053 22.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1830 0.0055 25.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.1950 0.0059 30.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2085 0.0063 36.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2235 0.0067 43.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2325 0.0070 48.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2415 0.0072 52.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2430 0.0073 55.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2460 0.0074 57.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2505 0.0075 59.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2550 0.0076 61.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2625 0.0079 64.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2670 0.0080 66.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2730 0.0082 69.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2790 0.0084 72.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2790 0.0084 73.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2805 0.0084 74.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2820 0.0085 75.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2880 0.0086 77.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2880 0.0086 78.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2925 0.0088 80.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.2955 0.0089 82.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3015 0.0090 84.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3090 0.0093 87.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3135 0.0094 90.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3180 0.0095 92.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3210 0.0096 94.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3315 0.0099 97.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3405 0.0102 102.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3480 0.0104 105.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3510 0.0105 108.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3555 0.0107 110.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3675 0.0110 114.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3765 0.0113 118.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3870 0.0116 123.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.3975 0.0119 128.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4020 0.0121 132.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4080 0.0122 134.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4140 0.0124 137.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4185 0.0126 139.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4215 0.0126 142.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4275 0.0128 144.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4290 0.0129 146.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4350 0.0130 148.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4380 0.0131 150.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4410 0.0132 152.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4470 0.0134 154.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4485 0.0135 155.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4485 0.0135 156.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4515 0.0135 157.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4560 0.0137 159.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4620 0.0139 161.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4695 0.0141 164.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4725 0.0142 166.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4755 0.0143 168.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4755 0.0143 169.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4815 0.0144 170.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4860 0.0146 173.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.4935 0.0148 176.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5085 0.0153 182.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5175 0.0155 186.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5265 0.0158 190.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5340 0.0160 194.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5385 0.0162 197.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5490 0.0165 201.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5580 0.0167 204.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5625 0.0169 208.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5685 0.0171 210.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5730 0.0172 213.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5835 0.0175 217.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5895 0.0177 220.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5895 0.0177 222.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5925 0.0178 223.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.5955 0.0179 225.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6015 0.0180 227.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6075 0.0182 229.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6135 0.0184 233.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6225 0.0187 236.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6285 0.0189 239.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6390 0.0192 243.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6465 0.0194 246.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6540 0.0196 250.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6615 0.0198 254.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6660 0.0200 256.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6705 0.0201 258.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6750 0.0203 261.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6840 0.0205 264.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6900 0.0207 267.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.6945 0.0208 270.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7035 0.0211 273.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7125 0.0214 276.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7185 0.0216 280.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7275 0.0218 284.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7335 0.0220 287.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7395 0.0222 289.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7470 0.0224 292.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7545 0.0226 296.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7575 0.0227 298.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7650 0.0229 301.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7725 0.0232 305.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7845 0.0235 308.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7920 0.0238 312.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.7980 0.0239 315.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8055 0.0242 318.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8130 0.0244 321.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8175 0.0245 324.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8265 0.0248 328.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8370 0.0251 332.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8385 0.0252 334.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8415 0.0252 335.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8415 0.0252 336.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8475 0.0254 338.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8535 0.0256 340.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8595 0.0258 343.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8625 0.0259 345.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8685 0.0261 347.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8730 0.0262 349.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.8940 0.0268 354.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9045 0.0271 360.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9090 0.0273 363.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9105 0.0273 365.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9150 0.0274 367.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9210 0.0276 369.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9315 0.0279 373.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9375 0.0281 376.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9435 0.0283 379.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9450 0.0283 380.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9495 0.0285 382.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9585 0.0288 385.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9675 0.0290 389.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9720 0.0292 391.5000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9735 0.0292 393.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9780 0.0293 394.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9825 0.0295 396.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9915 0.0297 399.0000 0.5000 0.4770 0.0040 0.0020 0.0001
0.9990 0.0300 402.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0035 0.0301 404.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0095 0.0303 407.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0185 0.0306 410.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0290 0.0309 414.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0350 0.0310 417.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0425 0.0313 420.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0470 0.0314 422.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0515 0.0315 424.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0605 0.0318 427.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0665 0.0320 430.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0725 0.0322 432.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0755 0.0323 434.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0785 0.0324 435.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0830 0.0325 437.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0875 0.0326 439.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0935 0.0328 442.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.0995 0.0330 444.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1055 0.0332 446.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1100 0.0333 448.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1175 0.0335 450.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1265 0.0338 454.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1310 0.0339 456.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1385 0.0342 459.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1430 0.0343 461.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1535 0.0346 464.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1625 0.0349 468.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1700 0.0351 471.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1790 0.0354 473.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1790 0.0354 475.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1850 0.0355 478.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1910 0.0357 480.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.1985 0.0360 482.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2045 0.0361 485.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2060 0.0362 487.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2135 0.0364 488.5000 0.5000 0.4770 0.0040 0.0020 0.0001
