MIN=0	-3	-1000	0	
MAX=320	3	1000	5	
SCALE=100	1	500	1	
DEC=1	3	0	3	
DEF="Zeit" t / s	"Strom" I_A1 / A	"Magn. Flussdichte" B_B1 / mT	"Frequenz" f / Hz	
37,901	-2,9535	-955	NAN	
38,001	-2,925	-953,5	NAN	
38,101	-2,9235	-951,5	NAN	
38,201	-2,9265	-953,5	NAN	
38,301	-2,931	-952	NAN	
38,401	-2,934	-952,5	NAN	
38,501	-2,9325	-957,5	NAN	
38,601	-2,9325	-954,5	NAN	
38,701	-2,934	-953	NAN	
38,801	-2,934	-957,5	NAN	
38,901	-2,934	-955	NAN	
39,001	-2,934	-955,5	NAN	
39,101	-2,9355	-954,5	NAN	
39,201	-2,9265	-957	NAN	
39,301	-2,901	-951,5	NAN	
39,401	-2,877	-952,5	NAN	
39,501	-2,8575	-945,5	NAN	
39,601	-2,8425	-948,5	NAN	
39,701	-2,826	-946,5	NAN	
39,801	-2,808	-944,5	NAN	
39,901	-2,793	-942	NAN	
40,001	-2,772	-937,5	NAN	
40,101	-2,754	-935	NAN	
40,201	-2,742	-938,5	NAN	
40,301	-2,733	-937,5	NAN	
40,401	-2,7105	-933	NAN	
40,501	-2,6835	-927,5	NAN	
40,601	-2,6625	-926,5	NAN	
40,701	-2,634	-925,5	NAN	
40,801	-2,6145	-921,5	NAN	
40,901	-2,598	-915,5	NAN	
41,001	-2,5785	-913	NAN	
41,101	-2,559	-913	NAN	
41,201	-2,5455	-912,5	NAN	
41,301	-2,5275	-906,5	NAN	
41,401	-2,514	-906	NAN	
41,501	-2,508	-906	NAN	
41,601	-2,499	-902,5	NAN	
41,701	-2,4795	-902,5	NAN	
41,801	-2,4525	-896,5	NAN	
41,901	-2,439	-892,5	NAN	
42,001	-2,4255	-889,5	NAN	
42,101	-2,415	-887,5	NAN	
42,201	-2,3955	-889	NAN	
42,301	-2,376	-885	NAN	
42,401	-2,358	-881,5	NAN	
42,501	-2,337	-873,5	NAN	
42,601	-2,3205	-871	NAN	
42,701	-2,3025	-868	NAN	
42,801	-2,286	-867	NAN	
42,901	-2,2635	-864,5	NAN	
43,001	-2,247	-860,5	NAN	
43,101	-2,2305	-855,5	NAN	
43,201	-2,2215	-855	NAN	
43,301	-2,2125	-852	NAN	
43,401	-2,196	-850	NAN	
43,501	-2,1795	-846,5	NAN	
43,601	-2,16	-841,5	NAN	
43,701	-2,1405	-839	NAN	
43,801	-2,1255	-832,5	NAN	
43,901	-2,115	-831	NAN	
44,001	-2,103	-829	NAN	
44,101	-2,0835	-825,5	NAN	
44,201	-2,0685	-821,5	NAN	
44,301	-2,04	-816,5	NAN	
44,401	-2,0325	-811	NAN	
44,501	-2,0205	-808,5	NAN	
44,601	-2,0085	-805	NAN	
44,701	-2,001	-803	NAN	
44,801	-1,9845	-800,5	NAN	
44,901	-1,9635	-796	NAN	
45,001	-1,947	-793	NAN	
45,101	-1,9275	-786,5	NAN	
45,201	-1,9125	-782,5	NAN	
45,301	-1,9005	-779,5	NAN	
45,401	-1,887	-777	NAN	
45,501	-1,8765	-774	NAN	
45,601	-1,869	-771	NAN	
45,701	-1,8555	-768,5	NAN	
45,801	-1,8345	-764,5	NAN	
45,901	-1,818	-759	NAN	
46,001	-1,785	-752,5	NAN	
46,101	-1,752	-744	NAN	
46,201	-1,7325	-737,5	NAN	
46,301	-1,71	-731	NAN	
46,401	-1,695	-726,5	NAN	
46,501	-1,6785	-721	NAN	
46,601	-1,68	-719,5	NAN	
46,701	-1,6725	-718	NAN	
46,801	-1,6725	-717	NAN	
46,901	-1,6665	-715,5	NAN	
47,001	-1,6215	-707,5	NAN	
47,101	-1,557	-692,5	NAN	
47,201	-1,518	-679	NAN	
47,301	-1,5105	-672,5	NAN	
47,401	-1,509	-670,5	NAN	
47,501	-1,5015	-668,5	NAN	
47,601	-1,4895	-665,5	NAN	
47,701	-1,4625	-659	NAN	
47,801	-1,4385	-652	NAN	
47,901	-1,4145	-645	NAN	
48,001	-1,401	-639,5	NAN	
48,101	-1,3905	-636	NAN	
48,201	-1,3815	-632,5	NAN	
48,301	-1,3665	-628,5	NAN	
48,401	-1,3575	-624,5	NAN	
48,501	-1,3485	-621,5	NAN	
48,601	-1,3395	-619	NAN	
48,701	-1,3305	-616,5	NAN	
48,801	-1,3185	-613	NAN	
48,901	-1,314	-610	NAN	
49,001	-1,296	-606	NAN	
49,101	-1,29	-603	NAN	
49,201	-1,281	-600,5	NAN	
49,301	-1,2765	-598,5	NAN	
49,401	-1,26	-593,5	NAN	
49,501	-1,2495	-591	NAN	
49,601	-1,2405	-588	NAN	
49,701	-1,2345	-585,5	NAN	
49,801	-1,224	-582	NAN	
49,901	-1,2135	-579	NAN	
50,001	-1,2075	-576,5	NAN	
50,101	-1,203	-574	NAN	
50,201	-1,1895	-571,5	NAN	
50,301	-1,182	-568	NAN	
50,401	-1,1745	-565,5	NAN	
50,501	-1,1655	-562,5	NAN	
50,601	-1,1535	-559	NAN	
50,701	-1,137	-554	NAN	
50,801	-1,1265	-550,5	NAN	
50,901	-1,1205	-547,5	NAN	
51,001	-1,1085	-544	NAN	
51,101	-1,1055	-542	NAN	
51,201	-1,0995	-540	NAN	
51,301	-1,092	-538	NAN	
51,401	-1,083	-535	NAN	
51,501	-1,074	-532,5	NAN	
51,601	-1,062	-528	NAN	
51,701	-1,0575	-526	NAN	
51,801	-1,053	-524	NAN	
51,901	-1,0455	-522	NAN	
52,001	-1,041	-519,5	NAN	
52,101	-1,035	-518	NAN	
52,201	-1,0275	-515,5	NAN	
52,301	-1,0185	-512,5	NAN	
52,401	-1,011	-510,5	NAN	
52,501	-0,993	-505,5	NAN	
52,601	-0,981	-500	NAN	
52,701	-0,9705	-496,5	NAN	
52,801	-0,969	-494,5	NAN	
52,901	-0,9645	-493	NAN	
53,001	-0,9375	-486,5	NAN	
53,101	-0,9195	-479,5	NAN	
53,201	-0,912	-475,5	NAN	
53,301	-0,909	-473,5	NAN	
53,401	-0,9045	-471,5	NAN	
53,501	-0,9	-469,5	NAN	
53,601	-0,897	-468	NAN	
53,701	-0,8925	-466	NAN	
53,801	-0,879	-463,5	NAN	
53,901	-0,867	-458,5	NAN	
54,001	-0,861	-455,5	NAN	
54,101	-0,849	-452,5	NAN	
54,201	-0,8355	-447,5	NAN	
54,301	-0,816	-441,5	NAN	
54,401	-0,7995	-434,5	NAN	
54,501	-0,783	-428,5	NAN	
54,601	-0,7725	-425	NAN	
54,701	-0,756	-419	NAN	
54,801	-0,7515	-415,5	NAN	
54,901	-0,741	-412	NAN	
55,001	-0,7275	-406,5	NAN	
55,101	-0,723	-404	NAN	
55,201	-0,7125	-399	NAN	
55,301	-0,696	-394	NAN	
55,401	-0,681	-388	NAN	
55,501	-0,666	-382,5	NAN	
55,601	-0,6435	-374,5	NAN	
55,701	-0,6345	-369	NAN	
55,801	-0,624	-364,5	NAN	
55,901	-0,615	-360,5	NAN	
56,001	-0,6015	-356	NAN	
56,101	-0,5925	-351,5	NAN	
56,201	-0,5835	-348	NAN	
56,301	-0,5715	-343	NAN	
56,401	-0,5595	-337,5	NAN	
56,501	-0,5475	-332,5	NAN	
56,601	-0,5415	-329,5	NAN	
56,701	-0,531	-324,5	NAN	
56,801	-0,5235	-321	NAN	
56,901	-0,5145	-317	NAN	
57,001	-0,4995	-311,5	NAN	
57,101	-0,4935	-308	NAN	
57,201	-0,4845	-303,5	NAN	
57,301	-0,474	-299	NAN	
57,401	-0,465	-294,5	NAN	
57,501	-0,45	-288,5	NAN	
57,601	-0,4425	-284	NAN	
57,701	-0,429	-278,5	NAN	
57,801	-0,408	-270	NAN	
57,901	-0,4005	-265	NAN	
58,001	-0,3945	-261,5	NAN	
58,101	-0,387	-258	NAN	
58,201	-0,378	-254	NAN	
58,301	-0,3735	-251,5	NAN	
58,401	-0,3615	-246	NAN	
58,501	-0,357	-242,5	NAN	
58,601	-0,345	-239	NAN	
58,701	-0,336	-234	NAN	
58,801	-0,327	-229	NAN	
58,901	-0,3165	-224,5	NAN	
59,001	-0,3075	-221	NAN	
59,101	-0,297	-215	NAN	
59,201	-0,2835	-209,5	NAN	
59,301	-0,279	-205,5	NAN	
59,401	-0,267	-200,5	NAN	
59,501	-0,2625	-196,5	NAN	
59,601	-0,255	-193,5	NAN	
59,701	-0,2505	-191	NAN	
59,801	-0,243	-187	NAN	
59,901	-0,234	-183,5	NAN	
60,001	-0,225	-178,5	NAN	
60,101	-0,21	-172,5	NAN	
60,201	-0,201	-167	NAN	
60,301	-0,192	-163	NAN	
60,401	-0,189	-160	NAN	
60,501	-0,183	-157	NAN	
60,601	-0,1785	-154	NAN	
60,701	-0,1755	-152	NAN	
60,801	-0,1725	-151	NAN	
60,901	-0,1695	-149,5	NAN	
61,001	-0,168	-148	NAN	
61,101	-0,162	-146	NAN	
61,201	-0,1575	-143,5	NAN	
61,301	-0,15	-140,5	NAN	
61,401	-0,1485	-138	NAN	
61,501	-0,144	-136,5	NAN	
61,601	-0,141	-134,5	NAN	
61,701	-0,1215	-128	NAN	
61,801	-0,1155	-123,5	NAN	
61,901	-0,1095	-121	NAN	
62,001	-0,108	-119	NAN	
62,101	-0,1035	-116,5	NAN	
62,201	-0,1005	-115,5	NAN	
62,301	-0,0945	-112,5	NAN	
62,401	-0,09	-110,5	NAN	
62,501	-0,081	-106	NAN	
62,601	-0,072	-101,5	NAN	
62,701	-0,0675	-97,5	NAN	
62,801	-0,054	-92,5	NAN	
62,901	-0,051	-90	NAN	
63,001	-0,039	-85	NAN	
63,101	-0,0345	-83	NAN	
63,201	-0,033	-81	NAN	
63,301	-0,0285	-78	NAN	
63,401	-0,024	-77	NAN	
63,501	-0,0105	-71,5	NAN	
63,601	-0,0105	-69,5	NAN	
63,701	0	-66,5	NAN	
63,801	0	-64,5	NAN	
63,901	0	-63,5	NAN	
64,001	0	-63,5	NAN	
64,101	0	-63	NAN	
64,201	-0,0015	-63	NAN	
64,301	0,0015	-62,5	NAN	
64,401	0	-62	NAN	
64,501	0	-62,5	NAN	
64,601	0	-62,5	NAN	
64,701	0	-62,5	NAN	
64,801	0,0015	-62,5	NAN	
64,901	0	-62,5	NAN	
65,001	0	-62,5	NAN	
65,101	-0,0015	-62,5	NAN	
65,201	0,0015	-62,5	NAN	
65,301	0	-62,5	NAN	
65,401	0	-62,5	NAN	
65,501	-0,0015	-62	NAN	
65,601	0	-62,5	NAN	
65,701	0,0015	-62,5	NAN	
65,801	0,0015	-62	NAN	
65,901	0	-62,5	NAN	
66,001	0	-62,5	NAN	
66,101	0,0015	-62,5	NAN	
66,201	0,0015	-62,5	NAN	
66,301	0	-62	NAN	
66,401	-0,0015	-62,5	NAN	
66,501	0	-62	NAN	
66,601	-0,0015	-62,5	NAN	
66,701	0	-62,5	NAN	
66,801	-0,0015	-62,5	NAN	
66,901	0,0015	-62	NAN	
