#H err_H B err_B
-3154732138.2261438370 126004847.1243344098 945.5000000000 28.3650000000
-3153063853.7073607445 125938213.1548148692 945.0000000000 28.3500000000
-3149727287.8144488335 125804945.2213121802 944.0000000000 28.3200000000
-3146390725.0661911964 125671677.2933459878 943.0000000000 28.2900000000
-3144722443.6920623779 125605043.3293628842 942.5000000000 28.2750000000
-3143054168.6072416306 125538409.3764526844 942.0000000000 28.2600000000
-3139717602.7143297195 125405141.4429500103 941.0000000000 28.2300000000
-3138049324.4848546982 125338507.4845033586 940.5000000000 28.2150000000
-3134712758.5919432640 125205239.5510006994 939.5000000000 28.1850000000
-3133044477.2178139687 125138605.5870176107 939.0000000000 28.1700000000
-3131376189.5543770790 125071971.6119616181 938.5000000000 28.1550000000
-3129707908.1802482605 125005337.6479784995 938.0000000000 28.1400000000
-3128039633.0954275131 124938703.6950682849 937.5000000000 28.1250000000
-3126371351.7212986946 124872069.7310851961 937.0000000000 28.1100000000
-3124703070.3471698761 124805435.7671020627 936.5000000000 28.0950000000
-3121366501.3096036911 124672167.8280629814 935.5000000000 28.0650000000
-3118029938.5613460541 124538899.9000967592 934.5000000000 28.0350000000
-3113025094.4389595985 124338998.0081474483 933.0000000000 27.9900000000
-3108020247.1719188690 124139096.1106616855 931.5000000000 27.9450000000
-3104683678.1343526840 124005828.1716225892 930.5000000000 27.9150000000
-3101347115.3860950470 123872560.2436563820 929.5000000000 27.8850000000
-3098010549.4931831360 123739292.3101537228 928.5000000000 27.8550000000
-3094673983.6002712250 123606024.3766510636 927.5000000000 27.8250000000
-3091337417.7073593140 123472756.4431484193 926.5000000000 27.7950000000
-3088000848.6697936058 123339488.5041092932 925.5000000000 27.7650000000
-3086332561.0063562393 123272854.5290533006 925.0000000000 27.7500000000
-3084664285.9215354919 123206220.5761431009 924.5000000000 27.7350000000
-3081327720.0286240578 123072952.6426404268 923.5000000000 27.7050000000
-3076322863.3276209831 122873050.7285453230 922.0000000000 27.6600000000
-3074654588.2428002357 122806416.7756351233 921.5000000000 27.6450000000
-3071318019.2052340508 122673148.8365960121 920.5000000000 27.6150000000
-3069649731.5417971611 122606514.8615400195 920.0000000000 27.6000000000
-3067981440.7337059975 122539880.8809475601 919.5000000000 27.5850000000
-3066313165.6488852501 122473246.9280373603 919.0000000000 27.5700000000
-3064644884.2747564316 122406612.9640542567 918.5000000000 27.5550000000
-3061308312.0925364494 122273345.0194786936 917.5000000000 27.5250000000
-3059640030.7184076309 122206711.0554956049 917.0000000000 27.5100000000
-3056303458.5361876488 122073443.1109200418 916.0000000000 27.4800000000
-3054635174.0174045563 122006809.1414004862 915.5000000000 27.4650000000
-3052966895.7879295349 121940175.1829538196 915.0000000000 27.4500000000
-3051298611.2691469193 121873541.2134342641 914.5000000000 27.4350000000
-3047962045.3762350082 121740273.2799316049 913.5000000000 27.4050000000
-3044625479.4833230972 121607005.3464289755 912.5000000000 27.3750000000
-3037952341.4081912041 121340469.4683507532 910.5000000000 27.3150000000
-3034615772.3706250191 121207201.5293116421 909.5000000000 27.2850000000
-3031279209.6223673820 121073933.6013454199 908.5000000000 27.2550000000
-3027942637.4401473999 120940665.6567698866 907.5000000000 27.2250000000
-3026274359.2106723785 120874031.6983232200 907.0000000000 27.2100000000
-3022937783.8837985992 120740763.7482112199 906.0000000000 27.1800000000
-3019601214.8462324142 120607495.8091721088 905.0000000000 27.1500000000
-3014596367.5791916847 120407593.9116863459 903.5000000000 27.1050000000
-3009591510.8781890869 120207691.9975912422 902.0000000000 27.0600000000
-3006254944.9852771759 120074424.0640885830 901.0000000000 27.0300000000
-3004586657.3218398094 120007790.0890325904 900.5000000000 27.0150000000
-3001250091.4289278984 119874522.1555299163 899.5000000000 26.9850000000
-2997913522.3913621902 119741254.2164908201 898.5000000000 26.9550000000
-2994576943.9198341370 119607986.2608423680 897.5000000000 26.9250000000
-2992908662.5457048416 119541352.2968592644 897.0000000000 26.9100000000
-2991240374.8822679520 119474718.3218032569 896.5000000000 26.8950000000
-2991240378.0269222260 119474718.3273397088 896.5000000000 26.8950000000
-2989572087.2188310623 119408084.3467472494 896.0000000000 26.8800000000
-2987903812.1340103149 119341450.3938370496 895.5000000000 26.8650000000
-2982898958.5776615143 119141548.4852783978 894.0000000000 26.8200000000
-2977894108.1659665108 118941646.5822561830 892.5000000000 26.7750000000
-2971220970.0908346176 118675110.7041779608 890.5000000000 26.7150000000
-2966216110.2451777458 118475208.7845464200 889.0000000000 26.6700000000
-2962879541.2076115608 118341940.8455073088 888.0000000000 26.6400000000
-2961211253.5441746712 118275306.8704513162 887.5000000000 26.6250000000
-2959542962.7360835075 118208672.8898588419 887.0000000000 26.6100000000
-2959542962.7360835075 118208672.8898588419 887.0000000000 26.6100000000
-2959542969.0253915787 118208672.9009317458 887.0000000000 26.6100000000
-2956206393.6985173225 118075404.9508197457 886.0000000000 26.5800000000
-2954538112.3243885040 118008770.9868366420 885.5000000000 26.5650000000
-2952869824.6609516144 117942137.0117806345 885.0000000000 26.5500000000
-2951201546.4314765930 117875503.0533339977 884.5000000000 26.5350000000
-2947864977.3939108849 117742235.1142948717 883.5000000000 26.5050000000
-2941191842.4634327888 117475699.2417531312 881.5000000000 26.4450000000
-2936186976.3284678459 117275797.3110486567 880.0000000000 26.4000000000
-2932850404.1462478638 117142529.3664731085 879.0000000000 26.3700000000
-2929513841.3979897499 117009261.4385068864 878.0000000000 26.3400000000
-2922840709.6121664047 116742725.5715015978 876.0000000000 26.2800000000
-2909494427.1725940704 116209653.8042722642 872.0000000000 26.1600000000
-2901152988.8554091454 115876483.9289922565 869.5000000000 26.0850000000
-2897816410.3838806152 115743215.9733437747 868.5000000000 26.0550000000
-2897816413.5285348892 115743215.9788802266 868.5000000000 26.0550000000
-2896148129.0097517967 115676582.0093606859 868.0000000000 26.0400000000
-2891143272.3087487221 115476680.0952655822 866.5000000000 25.9950000000
-2891143275.4534029961 115476680.1008020341 866.5000000000 25.9950000000
-2887806700.1265287399 115343412.1506900042 865.5000000000 25.9650000000
-2884470124.7996549606 115210144.2005780190 864.5000000000 25.9350000000
-2882801843.4255256653 115143510.2365949005 864.0000000000 25.9200000000
-2881133555.7620887756 115076876.2615389079 863.5000000000 25.9050000000
-2879465271.2433056831 115010242.2920193672 863.0000000000 25.8900000000
-2876128705.3503937721 114876974.3585167080 862.0000000000 25.8600000000
-2872792136.3128280640 114743706.4194775820 861.0000000000 25.8300000000
-2867787276.4671707153 114543804.4998460263 859.5000000000 25.7850000000
-2861114141.5366930962 114277268.6273042858 857.5000000000 25.7250000000
-2856109275.4017276764 114077366.6965998113 856.0000000000 25.6800000000
-2852772703.2195076942 113944098.7520242631 855.0000000000 25.6500000000
-2851104415.5560708046 113877464.7769682705 854.5000000000 25.6350000000
-2849436124.7479796410 113810830.7963757962 854.0000000000 25.6200000000
-2846099561.9997220039 113677562.8684095889 853.0000000000 25.5900000000
-2844431274.3362846375 113610928.8933535963 852.5000000000 25.5750000000
-2839426414.4906277657 113411026.9737220407 851.0000000000 25.5300000000
-2832753279.5601501465 113144491.1011802703 849.0000000000 25.4700000000
-2829416697.9439678192 113011223.1399953812 848.0000000000 25.4400000000
-2826080128.9064016342 112877955.2009562552 847.0000000000 25.4100000000
-2822743559.8688359261 112744687.2619171590 846.0000000000 25.3800000000
-2817738703.1678328514 112544785.3478220552 844.5000000000 25.3350000000
-2812733840.1775217056 112344883.4226540327 843.0000000000 25.2900000000
-2809397264.8506474495 112211615.4725420326 842.0000000000 25.2600000000
-2807728983.4765186310 112144981.5085589290 841.5000000000 25.2450000000
-2806060692.6684274673 112078347.5279664695 841.0000000000 25.2300000000
-2802724120.4862074852 111945079.5833909214 840.0000000000 25.2000000000
-2801055848.5460410118 111878445.6360171586 839.5000000000 25.1850000000
-2789377850.6252517700 111412007.8383073956 836.0000000000 25.0800000000
-2779368124.6446294785 111012203.9879713804 833.0000000000 24.9900000000
-2772694980.2801895142 110745668.0988202691 831.0000000000 24.9300000000
-2764353545.1076583862 110412498.2290766984 828.5000000000 24.8550000000
-2759348688.4066553116 110212596.3149815798 827.0000000000 24.8100000000
-2754343831.7056522369 110012694.4008864760 825.5000000000 24.7650000000
-2751007253.2341241837 109879426.4452380389 824.5000000000 24.7350000000
-2747670681.0519042015 109746158.5006624609 823.5000000000 24.7050000000
-2744334102.5803756714 109612890.5450140089 822.5000000000 24.6750000000
-2742665818.0615930557 109546256.5754944682 822.0000000000 24.6600000000
-2740997536.6874637604 109479622.6115113646 821.5000000000 24.6450000000
-2734324392.3230237961 109213086.7223602533 819.5000000000 24.5850000000
-2727651251.1032381058 108946550.8387455791 817.5000000000 24.5250000000
-2722646394.4022350311 108746648.9246504754 816.0000000000 24.4800000000
-2715973240.6038327217 108480113.0188900232 814.0000000000 24.4200000000
-2712636665.2769584656 108346845.0687780082 813.0000000000 24.3900000000
-2709300096.2393927574 108213577.1297389120 812.0000000000 24.3600000000
-2707631811.7206096649 108146943.1602193564 811.5000000000 24.3450000000
-2704295236.3937354088 108013675.2101073563 810.5000000000 24.3150000000
-2702626945.5856442451 107947041.2295148969 810.0000000000 24.3000000000
-2695953807.5105123520 107680505.3514366895 808.0000000000 24.2400000000
-2692617225.8943300247 107547237.3902517706 807.0000000000 24.2100000000
-2692617229.0389842987 107547237.3957882226 807.0000000000 24.2100000000
-2690948935.0862388611 107480603.4096593261 806.5000000000 24.1950000000
-2687612372.3379812241 107347335.4816931039 805.5000000000 24.1650000000
-2682607512.4923243523 107147433.5620615631 804.0000000000 24.1200000000
-2675934368.1278839111 106880897.6729104370 802.0000000000 24.0600000000
-2662588091.9776201248 106347825.9167540222 798.0000000000 23.9400000000
-2649241796.9594321251 105814754.1273789108 794.0000000000 23.8200000000
-2629222363.8661117554 105015146.4599255770 788.0000000000 23.6400000000
-2610871202.7129583359 104282172.7398460060 782.5000000000 23.4750000000
-2597524901.4054617882 103749100.9393979609 778.5000000000 23.3550000000
-2585846897.1953649521 103282663.1306153089 775.0000000000 23.2500000000
-2577505455.7335252762 102949493.2497988343 772.5000000000 23.1750000000
-2569164023.7056484222 102616323.3855917156 770.0000000000 23.1000000000
-2562490873.0518999100 102349787.4853677005 768.0000000000 23.0400000000
-2557486006.9169349670 102149885.5546632409 766.5000000000 22.9950000000
-2552481153.3605856895 101949983.6461045891 765.0000000000 22.9500000000
-2545807999.5621833801 101683447.7403441221 763.0000000000 22.8900000000
-2542471424.2353096008 101550179.7902321070 762.0000000000 22.8600000000
-2537466561.2449979782 101350277.8650641143 760.5000000000 22.8150000000
-2535798276.7262153625 101283643.8955445588 760.0000000000 22.8000000000
-2534129992.2074322701 101217009.9260250032 759.5000000000 22.7850000000
-2532461701.3993411064 101150375.9454325438 759.0000000000 22.7700000000
-2530793416.8805580139 101083741.9759129882 758.5000000000 22.7550000000
-2524120275.6607723236 100817206.0922983289 756.5000000000 22.6950000000
-2520783697.1892437935 100683938.1366498768 755.5000000000 22.6650000000
-2517447121.8623700142 100550670.1865378767 754.5000000000 22.6350000000
-2514110549.6801500320 100417402.2419623286 753.5000000000 22.6050000000
-2509105686.6898388863 100217500.3167943060 752.0000000000 22.5600000000
-2505769111.3629646301 100084232.3666823059 751.0000000000 22.5300000000
-2504100823.6995277405 100017598.3916263133 750.5000000000 22.5150000000
-2504100817.4102191925 100017598.3805534095 750.5000000000 22.5150000000
-2502432532.8914365768 99950964.4110338390 750.0000000000 22.5000000000
-2500764251.5173072815 99884330.4470507354 749.5000000000 22.4850000000
-2499095966.9985246658 99817696.4775311947 749.0000000000 22.4700000000
-2497427669.9011249542 99751062.4858658165 748.5000000000 22.4550000000
-2497427676.1904335022 99751062.4969387352 748.5000000000 22.4550000000
-2495759388.5269961357 99684428.5218827277 748.0000000000 22.4400000000
-2494091097.7189049721 99617794.5412902832 747.5000000000 22.4250000000
-2494091100.8635592461 99617794.5468267500 747.5000000000 22.4250000000
-2492422806.9108138084 99551160.5606978238 747.0000000000 22.4100000000
-2490754531.8259935379 99484526.6077876091 746.5000000000 22.3950000000
-2477408249.3864212036 98951454.8405582905 742.5000000000 22.2750000000
-2459057100.8118839264 98218481.1426245421 737.0000000000 22.1100000000
-2440705936.5140767097 97485507.4170084894 731.5000000000 21.9450000000
-2425691347.5431427956 96885801.6415044516 727.0000000000 21.8100000000
-2417349906.0813035965 96552631.7606879920 724.5000000000 21.7350000000
-2409008467.7641181946 96219461.8854079843 722.0000000000 21.6600000000
-2397330466.6986751556 95753024.0821617693 718.5000000000 21.5550000000
-2387320740.7180528641 95353220.2318257540 715.5000000000 21.4650000000
-2377311017.8820848465 94953416.3870261908 712.5000000000 21.3750000000
-2370637864.0836825371 94686880.4812657237 710.5000000000 21.3150000000
-2368969579.5648994446 94620246.5117461681 710.0000000000 21.3000000000
-2363964710.2852802277 94420344.5755052567 708.5000000000 21.2550000000
-2357291565.9208397865 94153808.6863541454 706.5000000000 21.1950000000
-2350618418.4117460251 93887272.7916665971 704.5000000000 21.1350000000
-2342276989.5285229683 93554102.9329959154 702.0000000000 21.0600000000
-2337272117.1042494774 93354200.9912185669 700.5000000000 21.0150000000
-2335603829.4408121109 93287567.0161625594 700.0000000000 21.0000000000
-2333935538.6327209473 93220933.0355700999 699.5000000000 20.9850000000
-2325594116.0388064384 92887763.1879723370 697.0000000000 20.9100000000
-2315584386.9135298729 92487959.3320998847 694.0000000000 20.8200000000
-2310579520.7785644531 92288057.4013954103 692.5000000000 20.7750000000
-2307242948.5963444710 92154789.4568198621 691.5000000000 20.7450000000
-2302238088.7506875992 91954887.5371883065 690.0000000000 20.7000000000
-2298901513.4238133430 91821619.5870763063 689.0000000000 20.6700000000
-2292228362.7700653076 91555083.6868522763 687.0000000000 20.6100000000
-2285555208.9716629982 91288547.7810918242 685.0000000000 20.5500000000
-2282218639.9340968132 91155279.8420526981 684.0000000000 20.5200000000
-2277213776.9437856674 90955377.9168846905 682.5000000000 20.4750000000
-2270540629.4346914291 90688842.0221971422 680.5000000000 20.4150000000
-2263867485.0702514648 90422306.1330460310 678.5000000000 20.3550000000
-2260530906.5987234116 90289038.1773975641 677.5000000000 20.3250000000
-2252189468.2815380096 89955868.3021175712 675.0000000000 20.2500000000
-2243848036.2536606789 89622698.4379104674 672.5000000000 20.1750000000
-2235506601.0811295509 89289528.5681668818 670.0000000000 20.1000000000
-2227165156.4746360779 88956358.6818139553 667.5000000000 20.0250000000
-2222160293.4843249321 88756456.7566459626 666.0000000000 19.9800000000
-2215487145.9752306938 88489920.8619583994 664.0000000000 19.9200000000
-2213818858.3117938042 88423286.8869024068 663.5000000000 19.9050000000
-2210482276.6956114769 88290018.9257174879 662.5000000000 19.8750000000
-2208813992.1768283844 88223384.9561979324 662.0000000000 19.8600000000
-2207145701.3687372208 88156750.9756054878 661.5000000000 19.8450000000
-2205477413.7053003311 88090117.0005494654 661.0000000000 19.8300000000
-2202140850.9570426941 87956849.0725832731 660.0000000000 19.8000000000
-2195467703.4479484558 87690313.1778957099 658.0000000000 19.7400000000
-2188794549.6495461464 87423777.2721352577 656.0000000000 19.6800000000
-2180453108.1877069473 87090607.3913187832 653.5000000000 19.6050000000
-2175448251.4867038727 86890705.4772236794 652.0000000000 19.5600000000
-2167106816.3141727448 86557535.6074801087 649.5000000000 19.4850000000
-2160433659.3711161613 86290999.6961832047 647.5000000000 19.4250000000
-2155428799.5254592896 86091097.7765516490 646.0000000000 19.3800000000
-2150423942.8244562149 85891195.8624565452 644.5000000000 19.3350000000
-2143750792.1707079411 85624659.9622325301 642.5000000000 19.2750000000
-2135409356.9981765747 85291490.0924889743 640.0000000000 19.2000000000
-2125399627.8729002476 84891686.2366164923 637.0000000000 19.1100000000
-2118726474.0744979382 84625150.3308560252 635.0000000000 19.0500000000
-2115389901.8922777176 84491882.3862804770 634.0000000000 19.0200000000
-2110385038.9019665718 84291980.4611124843 632.5000000000 18.9750000000
-2103711891.3928725719 84025444.5664249063 630.5000000000 18.9150000000
-2098707022.1132531166 83825542.6301839948 629.0000000000 18.8700000000
-2092033877.7488131523 83559006.7410328835 627.0000000000 18.8100000000
-2083692442.5762820244 83225836.8712893277 624.5000000000 18.7350000000
-2080355860.9600996971 83092568.9101044089 623.5000000000 18.7050000000
-2075350997.9697885513 82892666.9849364012 622.0000000000 18.6600000000
-2072014422.6429142952 82759399.0348244011 621.0000000000 18.6300000000
-2070346134.9794771671 82692765.0597683936 620.5000000000 18.6150000000
-2065341271.9891660213 82492863.1346003860 619.0000000000 18.5700000000
-2060336412.1435089111 82292961.2149688303 617.5000000000 18.5250000000
-2055331549.1531977654 82093059.2898008227 616.0000000000 18.4800000000
-2050326683.0182325840 81893157.3590963632 614.5000000000 18.4350000000
-2048658392.2101414204 81826523.3785039037 614.0000000000 18.4200000000
-2046990110.8360126019 81759889.4145208150 613.5000000000 18.4050000000
-2041985244.7010471821 81559987.4838163406 612.0000000000 18.3600000000
-2035312094.0472991467 81293451.5835923404 610.0000000000 18.3000000000
-2025302383.7899470329 80893647.7609385848 607.0000000000 18.2100000000
-2013624360.7119255066 80427209.9189371914 603.5000000000 18.1050000000
-2010287782.2403972149 80293941.9632887393 602.5000000000 18.0750000000
-2006951206.9135231972 80160674.0131767392 601.5000000000 18.0450000000
-2005282922.3947401047 80094040.0436571836 601.0000000000 18.0300000000
-2000278059.4044289589 79894138.1184891760 599.5000000000 17.9850000000
-1991936627.3765518665 79560968.2542820573 597.0000000000 17.9100000000
-1985263473.5781495571 79294432.3485215902 595.0000000000 17.8500000000
-1978590326.0690553188 79027896.4538340420 593.0000000000 17.7900000000
-1973585459.9340901375 78827994.5231295675 591.5000000000 17.7450000000
-1966912309.2803418636 78561458.6229055673 589.5000000000 17.6850000000
-1963575730.8088138103 78428190.6672571152 588.5000000000 17.6550000000
-1958570864.6738483906 78228288.7365526557 587.0000000000 17.6100000000
-1955234301.9255907536 78095020.8085864484 586.0000000000 17.5800000000
-1946892860.4637513161 77761850.9277699739 583.5000000000 17.5050000000
-1938551419.0019118786 77428681.0469535142 581.0000000000 17.4300000000
-1933546552.8669466972 77228779.1162490547 579.5000000000 17.3850000000
-1931878271.4928178787 77162145.1522659659 579.0000000000 17.3700000000
-1926873402.2131984234 76962243.2160250396 577.5000000000 17.3250000000
-1923536830.0309784412 76828975.2714494914 576.5000000000 17.2950000000
-1898512537.0920011997 75829465.6843646169 569.0000000000 17.0700000000
-1871819928.1877000332 74763322.0723956525 561.0000000000 16.8300000000
-1853468763.8898923397 74030348.3467796296 555.5000000000 16.6650000000
-1841790737.6672167778 73563910.4992417991 552.0000000000 16.5600000000
-1835117587.0134685040 73297374.5990177840 550.0000000000 16.5000000000
-1830112717.7338490486 73097472.6627768576 548.5000000000 16.4550000000
-1823439570.2247548103 72830936.7680893093 546.5000000000 16.3950000000
-1816766416.4263525009 72564400.8623288572 544.5000000000 16.3350000000
-1811761559.7253496647 72364498.9482337534 543.0000000000 16.2900000000
-1805088402.7822933197 72097963.0369368345 541.0000000000 16.2300000000
-1796746970.7544159889 71764793.1727297306 538.5000000000 16.1550000000
-1790073816.9560136795 71498257.2669692487 536.5000000000 16.0950000000
-1783400663.1576113701 71231721.3612087965 534.5000000000 16.0350000000
-1775059227.9850802422 70898551.4914652258 532.0000000000 15.9600000000
-1761712926.6775836945 70365479.6910172105 528.0000000000 15.8400000000
-1748366622.2254331112 69832407.8850327283 524.0000000000 15.7200000000
-1740025180.7635939121 69499238.0042162687 521.5000000000 15.6450000000
-1730015461.0722796917 69099434.1649531573 518.5000000000 15.5550000000
-1720005725.6576950550 68699630.2980077714 515.5000000000 15.4650000000
-1711664287.3405096531 68366460.4227277786 513.0000000000 15.3900000000
-1706659427.4948527813 68166558.5030962080 511.5000000000 15.3450000000
-1698317982.8883593082 67833388.6167432815 509.0000000000 15.2700000000
-1694981404.4168310165 67700120.6610948294 508.0000000000 15.2400000000
-1691644825.9453027248 67566852.7054463774 507.0000000000 15.2100000000
-1688308250.6184287071 67433584.7553343624 506.0000000000 15.1800000000
-1686639966.0996456146 67366950.7858148217 505.5000000000 15.1650000000
-1684971675.2915544510 67300316.8052223623 505.0000000000 15.1500000000
-1683303387.6281175613 67233682.8301663548 504.5000000000 15.1350000000
-1679966812.3012433052 67100414.8800543472 503.5000000000 15.1050000000
-1678298524.6378064156 67033780.9049983546 503.0000000000 15.0900000000
-1666620514.1384010315 66567343.0851427764 499.5000000000 14.9850000000
-1658279078.9658699036 66234173.2153992206 497.0000000000 14.9100000000
-1651605925.1674675941 65967637.3096387610 495.0000000000 14.8500000000
-1643264483.7056281567 65634467.4288222939 492.5000000000 14.7750000000
-1639927905.2340998650 65501199.4731738344 491.5000000000 14.7450000000
-1631586466.9169147015 65168029.5978938192 489.0000000000 14.6700000000
-1624913316.2631664276 64901493.6976698041 487.0000000000 14.6100000000
-1611567024.3896322250 64368421.9138311446 483.0000000000 14.4900000000
-1599889001.3116104603 63901984.0718297586 479.5000000000 14.3850000000
-1589879275.3309881687 63502180.2214937434 476.5000000000 14.2950000000
-1578201258.5422747135 63035742.3905652761 473.0000000000 14.1900000000
-1569859817.0804352760 62702572.5097488090 470.5000000000 14.1150000000
-1564854950.9454700947 62502670.5790443495 469.0000000000 14.0700000000
-1558181797.1470677853 62236134.6732838899 467.0000000000 14.0100000000
-1554845218.6755394936 62102866.7176354304 466.0000000000 13.9800000000
-1551508643.3486654758 61969598.7675234154 465.0000000000 13.9500000000
-1548172068.0217912197 61836330.8174114153 464.0000000000 13.9200000000
-1543167201.8868260384 61636428.8867069557 462.5000000000 13.8750000000
-1538162342.0411689281 61436526.9670754001 461.0000000000 13.8300000000
-1533157482.1955118179 61236625.0474438444 459.5000000000 13.7850000000
-1529820900.5793294907 61103357.0862589404 458.5000000000 13.7550000000
-1528152609.7712383270 61036723.1056664735 458.0000000000 13.7400000000
-1526484318.9631471634 60970089.1250740215 457.5000000000 13.7250000000
-1528152616.0605466366 61036723.1167393848 458.0000000000 13.7400000000
-1524816037.5890183449 60903455.1610909253 457.0000000000 13.7100000000
-1514806314.7530500889 60503651.3162913546 454.0000000000 13.6200000000
-1503128297.9643366337 60037213.4853628948 450.5000000000 13.5150000000
-1496455144.1659343243 59770677.5796024278 448.5000000000 13.4550000000
-1489781993.5121860504 59504141.6793784127 446.5000000000 13.3950000000
-1481440548.9056925774 59170971.7930254936 444.0000000000 13.3200000000
-1476435685.9153814316 58971069.8678574860 442.5000000000 13.2750000000
-1474767395.1072902679 58904435.8872650340 442.0000000000 13.2600000000
-1471430816.6357619762 58771167.9316165745 441.0000000000 13.2300000000
-1469762532.1169791222 58704533.9620970264 440.5000000000 13.2150000000
-1456416230.8094825745 58171462.1616490036 436.5000000000 13.0950000000
-1449743080.1557343006 57904926.2614249960 434.5000000000 13.0350000000
-1441401641.8385491371 57571756.3861449808 432.0000000000 12.9600000000
-1431391909.5686185360 57171952.5247360542 429.0000000000 12.8700000000
-1426387043.4336533546 56972050.5940315947 427.5000000000 12.8250000000
-1418045601.9718139172 56638880.7132151350 425.0000000000 12.7500000000
-1413040738.9815027714 56438978.7880471200 423.5000000000 12.7050000000
-1411372445.0287575722 56372344.8019182160 423.0000000000 12.6900000000
-1409704154.2206664085 56305710.8213257641 422.5000000000 12.6750000000
-1409704157.3653204441 56305710.8268622160 422.5000000000 12.6750000000
-1406367585.1831004620 56172442.8822866604 421.5000000000 12.6450000000
-1401362722.1927893162 55972540.9571186528 420.0000000000 12.6000000000
-1398026143.7212610245 55839273.0014701933 419.0000000000 12.5700000000
-1393021280.7309498787 55639371.0763021857 417.5000000000 12.5250000000
-1384679845.5584187508 55306201.2065586224 415.0000000000 12.4500000000
-1376338404.0965793133 54973031.3257421628 412.5000000000 12.3750000000
-1362992099.6444287300 54439959.5197576880 408.5000000000 12.2550000000
-1356318942.7013723850 54173423.6084607616 406.5000000000 12.1950000000
-1347977507.5288410187 53840253.7387172058 404.0000000000 12.1200000000
-1341304347.4411306381 53573717.8218838349 402.0000000000 12.0600000000
-1337967775.2589106560 53440449.8773082867 401.0000000000 12.0300000000
-1332962912.2685995102 53240547.9521402791 399.5000000000 11.9850000000
-1324621470.8067600727 52907378.0713238120 397.0000000000 11.9100000000
-1314611741.6814837456 52507574.2154513448 394.0000000000 11.8200000000
-1307938587.8830811977 52241038.3096908778 392.0000000000 11.7600000000
-1297928858.7578048706 51841234.4538184106 389.0000000000 11.6700000000
-1284582557.4503083229 51308162.6533703953 385.0000000000 11.5500000000
-1277909394.2179439068 51041626.7310005724 383.0000000000 11.4900000000
-1276241109.6991608143 50974992.7614810243 382.5000000000 11.4750000000
-1274572822.0357236862 50908358.7864250168 382.0000000000 11.4600000000
-1272904528.0829784870 50841724.8002961054 381.5000000000 11.4450000000
-1269567946.4667961597 50708456.8391111940 380.5000000000 11.4150000000
-1269567949.6114504337 50708456.8446476460 380.5000000000 11.4150000000
-1269567949.6114504337 50708456.8446476460 380.5000000000 11.4150000000
-1269567949.6114504337 50708456.8446476460 380.5000000000 11.4150000000
-1267899661.9480133057 50641822.8695916459 380.0000000000 11.4000000000
-1267899661.9480133057 50641822.8695916459 380.0000000000 11.4000000000
-1262894805.2470102310 50441920.9554965422 378.5000000000 11.3550000000
-1257889935.9673910141 50242019.0192556307 377.0000000000 11.3100000000
-1254553360.6405167580 50108751.0691436306 376.0000000000 11.2800000000
-1246211928.6126396656 49775581.2049365193 373.5000000000 11.2050000000
-1239538768.5249292850 49509045.2881031558 371.5000000000 11.1450000000
-1231197320.7737817764 49175875.3962137774 369.0000000000 11.0700000000
-1224524170.1200335026 48909339.4959897697 367.0000000000 11.0100000000
-1216182731.8028481007 48576169.6207097620 364.5000000000 10.9350000000
-1211177865.6678829193 48376267.6900052950 363.0000000000 10.8900000000
-1202836421.0613894463 48043097.8036523685 360.5000000000 10.8150000000
-1196163267.2629871368 47776561.8978919163 358.5000000000 10.7550000000
-1189490119.7538928986 47510026.0032043532 356.5000000000 10.6950000000
-1184485250.4742736816 47310124.0669634417 355.0000000000 10.6500000000
-1177812099.8205254078 47043588.1667394340 353.0000000000 10.5900000000
-1166134083.0318119526 46577150.3358109593 349.5000000000 10.4850000000
-1156124357.0511894226 46177346.4854749441 346.5000000000 10.3950000000
-1146114621.6366047859 45777542.6185295656 343.5000000000 10.3050000000
-1134436598.5585832596 45311104.7765281945 340.0000000000 10.2000000000
-1131100026.3763632774 45177836.8319526389 339.0000000000 10.1700000000
-1127763447.9048349857 45044568.8763041869 338.0000000000 10.1400000000
-1124426859.9993445873 44911300.9040463641 337.0000000000 10.1100000000
-1122758578.6252155304 44844666.9400632679 336.5000000000 10.0950000000
-1117753718.7795586586 44644765.0204317123 335.0000000000 10.0500000000
-1109412274.1730651855 44311595.1340787932 332.5000000000 9.9750000000
-1104407411.1827538013 44111693.2089107856 331.0000000000 9.9300000000
-1101070832.7112257481 43978425.2532623336 330.0000000000 9.9000000000
-1096065969.7209146023 43778523.3280943260 328.5000000000 9.8550000000
-1089392812.7778580189 43511987.4167974070 326.5000000000 9.7950000000
-1082719655.8348016739 43245451.5055004880 324.5000000000 9.7350000000
-1077714792.8444905281 43045549.5803324804 323.0000000000 9.6900000000
-1072709926.7095252275 42845647.6496280283 321.5000000000 9.6450000000
-1067705063.7192140818 42645745.7244600132 320.0000000000 9.6000000000
-1062700197.5842487812 42445843.7937555537 318.5000000000 9.5550000000
-1057695331.4492835999 42245941.8630510941 317.0000000000 9.5100000000
-1052690462.1696642637 42046039.9268101826 315.5000000000 9.4650000000
-1051022174.5062271357 41979405.9517541751 315.0000000000 9.4500000000
-1044349023.8524789810 41712870.0515301675 313.0000000000 9.3900000000
-1039344157.7175136805 41512968.1208257079 311.5000000000 9.3450000000
-1031002716.2556742430 41179798.2400092408 309.0000000000 9.2700000000
