#I	err_I	B	err_B	l	err_l	d	err_d
-0.5445	0.001	-192	5.76	0.477	0.004	0.002	0.00005
-0.5505	0.001	-195	5.85	0.477	0.004	0.002	0.00005
-0.5535	0.001	-196.5	5.895	0.477	0.004	0.002	0.00005
-0.555	0.001	-198	5.94	0.477	0.004	0.002	0.00005
-0.5565	0.001	-198.5	5.955	0.477	0.004	0.002	0.00005
-0.5595	0.001	-200	6	0.477	0.004	0.002	0.00005
-0.564	0.001	-201.5	6.045	0.477	0.004	0.002	0.00005
-0.5655	0.001	-203	6.09	0.477	0.004	0.002	0.00005
-0.5685	0.001	-204	6.12	0.477	0.004	0.002	0.00005
-0.57	0.001	-205.5	6.165	0.477	0.004	0.002	0.00005
-0.5745	0.001	-207	6.21	0.477	0.004	0.002	0.00005
-0.582	0.001	-210	6.3	0.477	0.004	0.002	0.00005
-0.585	0.001	-212	6.36	0.477	0.004	0.002	0.00005
-0.5895	0.001	-213.5	6.405	0.477	0.004	0.002	0.00005
-0.5925	0.001	-215.5	6.465	0.477	0.004	0.002	0.00005
-0.594	0.001	-216.5	6.495	0.477	0.004	0.002	0.00005
-0.6	0.001	-218.5	6.555	0.477	0.004	0.002	0.00005
-0.6105	0.001	-221.5	6.645	0.477	0.004	0.002	0.00005
-0.621	0.001	-227	6.81	0.477	0.004	0.002	0.00005
-0.6285	0.001	-231	6.93	0.477	0.004	0.002	0.00005
-0.6345	0.001	-234	7.02	0.477	0.004	0.002	0.00005
-0.6345	0.001	-235	7.05	0.477	0.004	0.002	0.00005
-0.6345	0.001	-236	7.08	0.477	0.004	0.002	0.00005
-0.636	0.001	-236.5	7.095	0.477	0.004	0.002	0.00005
-0.636	0.001	-237	7.11	0.477	0.004	0.002	0.00005
-0.636	0.001	-237.5	7.125	0.477	0.004	0.002	0.00005
-0.6405	0.001	-238	7.14	0.477	0.004	0.002	0.00005
-0.648	0.001	-239	7.17	0.477	0.004	0.002	0.00005
-0.6615	0.001	-245	7.35	0.477	0.004	0.002	0.00005
-0.6675	0.001	-249	7.47	0.477	0.004	0.002	0.00005
-0.6765	0.001	-252	7.56	0.477	0.004	0.002	0.00005
-0.69	0.001	-258.5	7.755	0.477	0.004	0.002	0.00005
-0.702	0.001	-263	7.89	0.477	0.004	0.002	0.00005
-0.7035	0.001	-266.5	7.995	0.477	0.004	0.002	0.00005
-0.705	0.001	-267.5	8.025	0.477	0.004	0.002	0.00005
-0.7065	0.001	-268	8.04	0.477	0.004	0.002	0.00005
-0.7125	0.001	-270	8.1	0.477	0.004	0.002	0.00005
-0.7185	0.001	-272	8.16	0.477	0.004	0.002	0.00005
-0.7215	0.001	-274.5	8.235	0.477	0.004	0.002	0.00005
-0.726	0.001	-276	8.28	0.477	0.004	0.002	0.00005
-0.729	0.001	-278	8.34	0.477	0.004	0.002	0.00005
-0.7335	0.001	-279.5	8.385	0.477	0.004	0.002	0.00005
-0.7335	0.001	-280.5	8.415	0.477	0.004	0.002	0.00005
-0.735	0.001	-282	8.46	0.477	0.004	0.002	0.00005
-0.744	0.001	-284	8.52	0.477	0.004	0.002	0.00005
-0.744	0.001	-285.5	8.565	0.477	0.004	0.002	0.00005
-0.7425	0.001	-285.5	8.565	0.477	0.004	0.002	0.00005
-0.7425	0.001	-286	8.58	0.477	0.004	0.002	0.00005
-0.744	0.001	-286	8.58	0.477	0.004	0.002	0.00005
-0.744	0.001	-286.5	8.595	0.477	0.004	0.002	0.00005
-0.7425	0.001	-286	8.58	0.477	0.004	0.002	0.00005
-0.744	0.001	-286.5	8.595	0.477	0.004	0.002	0.00005
-0.7455	0.001	-286.5	8.595	0.477	0.004	0.002	0.00005
-0.7455	0.001	-287	8.61	0.477	0.004	0.002	0.00005
-0.753	0.001	-289.5	8.685	0.477	0.004	0.002	0.00005
-0.7665	0.001	-293	8.79	0.477	0.004	0.002	0.00005
-0.78	0.001	-298	8.94	0.477	0.004	0.002	0.00005
-0.7845	0.001	-302	9.06	0.477	0.004	0.002	0.00005
-0.7965	0.001	-306	9.18	0.477	0.004	0.002	0.00005
-0.807	0.001	-310.5	9.315	0.477	0.004	0.002	0.00005
-0.8175	0.001	-315	9.45	0.477	0.004	0.002	0.00005
-0.831	0.001	-320	9.6	0.477	0.004	0.002	0.00005
-0.837	0.001	-324	9.72	0.477	0.004	0.002	0.00005
-0.84	0.001	-326	9.78	0.477	0.004	0.002	0.00005
-0.8445	0.001	-328	9.84	0.477	0.004	0.002	0.00005
-0.8475	0.001	-330.5	9.915	0.477	0.004	0.002	0.00005
-0.858	0.001	-333.5	10.005	0.477	0.004	0.002	0.00005
-0.864	0.001	-336.5	10.095	0.477	0.004	0.002	0.00005
-0.87	0.001	-339.5	10.185	0.477	0.004	0.002	0.00005
-0.888	0.001	-345.5	10.365	0.477	0.004	0.002	0.00005
-0.8955	0.001	-349	10.47	0.477	0.004	0.002	0.00005
-0.9	0.001	-352	10.56	0.477	0.004	0.002	0.00005
-0.906	0.001	-355	10.65	0.477	0.004	0.002	0.00005
-0.9135	0.001	-357.5	10.725	0.477	0.004	0.002	0.00005
-0.921	0.001	-360.5	10.815	0.477	0.004	0.002	0.00005
-0.927	0.001	-363.5	10.905	0.477	0.004	0.002	0.00005
-0.93	0.001	-365.5	10.965	0.477	0.004	0.002	0.00005
-0.936	0.001	-368	11.04	0.477	0.004	0.002	0.00005
-0.9405	0.001	-370	11.1	0.477	0.004	0.002	0.00005
-0.9435	0.001	-371.5	11.145	0.477	0.004	0.002	0.00005
-0.948	0.001	-373.5	11.205	0.477	0.004	0.002	0.00005
-0.9525	0.001	-375	11.25	0.477	0.004	0.002	0.00005
-0.96	0.001	-378	11.34	0.477	0.004	0.002	0.00005
-0.969	0.001	-381.5	11.445	0.477	0.004	0.002	0.00005
-0.972	0.001	-383.5	11.505	0.477	0.004	0.002	0.00005
-0.975	0.001	-385	11.55	0.477	0.004	0.002	0.00005
-0.975	0.001	-386	11.58	0.477	0.004	0.002	0.00005
-0.978	0.001	-387	11.61	0.477	0.004	0.002	0.00005
-0.9795	0.001	-388	11.64	0.477	0.004	0.002	0.00005
-0.984	0.001	-389	11.67	0.477	0.004	0.002	0.00005
-0.987	0.001	-390.5	11.715	0.477	0.004	0.002	0.00005
-0.9915	0.001	-392	11.76	0.477	0.004	0.002	0.00005
-0.9945	0.001	-393.5	11.805	0.477	0.004	0.002	0.00005
-0.9975	0.001	-395	11.85	0.477	0.004	0.002	0.00005
-0.999	0.001	-396	11.88	0.477	0.004	0.002	0.00005
-1.0035	0.001	-397	11.91	0.477	0.004	0.002	0.00005
-1.008	0.001	-398.5	11.955	0.477	0.004	0.002	0.00005
-1.0095	0.001	-400.5	12.015	0.477	0.004	0.002	0.00005
-1.0125	0.001	-401	12.03	0.477	0.004	0.002	0.00005
-1.017	0.001	-403	12.09	0.477	0.004	0.002	0.00005
-1.0215	0.001	-404	12.12	0.477	0.004	0.002	0.00005
-1.0245	0.001	-406	12.18	0.477	0.004	0.002	0.00005
-1.032	0.001	-408	12.24	0.477	0.004	0.002	0.00005
-1.0305	0.001	-409.5	12.285	0.477	0.004	0.002	0.00005
-1.035	0.001	-411	12.33	0.477	0.004	0.002	0.00005
-1.038	0.001	-411.5	12.345	0.477	0.004	0.002	0.00005
-1.0395	0.001	-412.5	12.375	0.477	0.004	0.002	0.00005
-1.0425	0.001	-413.5	12.405	0.477	0.004	0.002	0.00005
-1.0425	0.001	-414.5	12.435	0.477	0.004	0.002	0.00005
-1.047	0.001	-415.5	12.465	0.477	0.004	0.002	0.00005
-1.05	0.001	-416.5	12.495	0.477	0.004	0.002	0.00005
-1.05	0.001	-417.5	12.525	0.477	0.004	0.002	0.00005
-1.053	0.001	-418.5	12.555	0.477	0.004	0.002	0.00005
-1.0575	0.001	-420	12.6	0.477	0.004	0.002	0.00005
-1.0605	0.001	-421	12.63	0.477	0.004	0.002	0.00005
-1.062	0.001	-421.5	12.645	0.477	0.004	0.002	0.00005
-1.062	0.001	-422	12.66	0.477	0.004	0.002	0.00005
-1.0635	0.001	-422.5	12.675	0.477	0.004	0.002	0.00005
-1.065	0.001	-423.5	12.705	0.477	0.004	0.002	0.00005
-1.0665	0.001	-424.5	12.735	0.477	0.004	0.002	0.00005
-1.071	0.001	-425.5	12.765	0.477	0.004	0.002	0.00005
-1.0725	0.001	-426	12.78	0.477	0.004	0.002	0.00005
-1.0725	0.001	-426.5	12.795	0.477	0.004	0.002	0.00005
-1.074	0.001	-427	12.81	0.477	0.004	0.002	0.00005
-1.077	0.001	-427.5	12.825	0.477	0.004	0.002	0.00005
-1.077	0.001	-428	12.84	0.477	0.004	0.002	0.00005
-1.0785	0.001	-429	12.87	0.477	0.004	0.002	0.00005
-1.0815	0.001	-430	12.9	0.477	0.004	0.002	0.00005
-1.0875	0.001	-431	12.93	0.477	0.004	0.002	0.00005
-1.0905	0.001	-432.5	12.975	0.477	0.004	0.002	0.00005
-1.095	0.001	-434.5	13.035	0.477	0.004	0.002	0.00005
-1.0965	0.001	-435.5	13.065	0.477	0.004	0.002	0.00005
-1.0995	0.001	-436.5	13.095	0.477	0.004	0.002	0.00005
-1.101	0.001	-438	13.14	0.477	0.004	0.002	0.00005
-1.1055	0.001	-439	13.17	0.477	0.004	0.002	0.00005
-1.1085	0.001	-440.5	13.215	0.477	0.004	0.002	0.00005
-1.1115	0.001	-441.5	13.245	0.477	0.004	0.002	0.00005
-1.1145	0.001	-442.5	13.275	0.477	0.004	0.002	0.00005
-1.119	0.001	-444	13.32	0.477	0.004	0.002	0.00005
-1.125	0.001	-446.5	13.395	0.477	0.004	0.002	0.00005
-1.128	0.001	-448.5	13.455	0.477	0.004	0.002	0.00005
-1.1355	0.001	-450.5	13.515	0.477	0.004	0.002	0.00005
-1.1415	0.001	-452.5	13.575	0.477	0.004	0.002	0.00005
-1.1445	0.001	-454	13.62	0.477	0.004	0.002	0.00005
-1.1475	0.001	-455.5	13.665	0.477	0.004	0.002	0.00005
-1.1505	0.001	-457	13.71	0.477	0.004	0.002	0.00005
-1.155	0.001	-458.5	13.755	0.477	0.004	0.002	0.00005
-1.1595	0.001	-460	13.8	0.477	0.004	0.002	0.00005
-1.1625	0.001	-461.5	13.845	0.477	0.004	0.002	0.00005
-1.167	0.001	-463	13.89	0.477	0.004	0.002	0.00005
-1.17	0.001	-464.5	13.935	0.477	0.004	0.002	0.00005
-1.173	0.001	-465.5	13.965	0.477	0.004	0.002	0.00005
-1.179	0.001	-467	14.01	0.477	0.004	0.002	0.00005
-1.179	0.001	-468.5	14.055	0.477	0.004	0.002	0.00005
-1.182	0.001	-469.5	14.085	0.477	0.004	0.002	0.00005
-1.1835	0.001	-470.5	14.115	0.477	0.004	0.002	0.00005
-1.188	0.001	-471.5	14.145	0.477	0.004	0.002	0.00005
-1.188	0.001	-472	14.16	0.477	0.004	0.002	0.00005
-1.1895	0.001	-472.5	14.175	0.477	0.004	0.002	0.00005
-1.191	0.001	-473	14.19	0.477	0.004	0.002	0.00005
-1.191	0.001	-473.5	14.205	0.477	0.004	0.002	0.00005
-1.191	0.001	-474	14.22	0.477	0.004	0.002	0.00005
-1.1925	0.001	-474	14.22	0.477	0.004	0.002	0.00005
-1.194	0.001	-474.5	14.235	0.477	0.004	0.002	0.00005
-1.1955	0.001	-475	14.25	0.477	0.004	0.002	0.00005
-1.1955	0.001	-475	14.25	0.477	0.004	0.002	0.00005
-1.1985	0.001	-476	14.28	0.477	0.004	0.002	0.00005
-1.1985	0.001	-476.5	14.295	0.477	0.004	0.002	0.00005
-1.2	0.001	-477	14.31	0.477	0.004	0.002	0.00005
-1.203	0.001	-478	14.34	0.477	0.004	0.002	0.00005
-1.206	0.001	-479	14.37	0.477	0.004	0.002	0.00005
-1.206	0.001	-479.5	14.385	0.477	0.004	0.002	0.00005
-1.206	0.001	-479.5	14.385	0.477	0.004	0.002	0.00005
-1.2075	0.001	-480	14.4	0.477	0.004	0.002	0.00005
-1.2075	0.001	-480.5	14.415	0.477	0.004	0.002	0.00005
-1.2105	0.001	-480.5	14.415	0.477	0.004	0.002	0.00005
-1.2105	0.001	-480.5	14.415	0.477	0.004	0.002	0.00005
-1.212	0.001	-481	14.43	0.477	0.004	0.002	0.00005
-1.2135	0.001	-482	14.46	0.477	0.004	0.002	0.00005
-1.2165	0.001	-483	14.49	0.477	0.004	0.002	0.00005
-1.221	0.001	-484	14.52	0.477	0.004	0.002	0.00005
-1.2255	0.001	-486	14.58	0.477	0.004	0.002	0.00005
-1.23	0.001	-487.5	14.625	0.477	0.004	0.002	0.00005
-1.23	0.001	-488.5	14.655	0.477	0.004	0.002	0.00005
-1.2315	0.001	-489.5	14.685	0.477	0.004	0.002	0.00005
-1.233	0.001	-489.5	14.685	0.477	0.004	0.002	0.00005
-1.236	0.001	-490	14.7	0.477	0.004	0.002	0.00005
-1.2375	0.001	-491	14.73	0.477	0.004	0.002	0.00005
-1.239	0.001	-491.5	14.745	0.477	0.004	0.002	0.00005
-1.2405	0.001	-492.5	14.775	0.477	0.004	0.002	0.00005
-1.2405	0.001	-493	14.79	0.477	0.004	0.002	0.00005
-1.242	0.001	-493	14.79	0.477	0.004	0.002	0.00005
-1.242	0.001	-493.5	14.805	0.477	0.004	0.002	0.00005
-1.2405	0.001	-494	14.82	0.477	0.004	0.002	0.00005
-1.2435	0.001	-494	14.82	0.477	0.004	0.002	0.00005
-1.245	0.001	-494.5	14.835	0.477	0.004	0.002	0.00005
-1.2495	0.001	-495	14.85	0.477	0.004	0.002	0.00005
-1.251	0.001	-496	14.88	0.477	0.004	0.002	0.00005
-1.254	0.001	-496.5	14.895	0.477	0.004	0.002	0.00005
-1.254	0.001	-497.5	14.925	0.477	0.004	0.002	0.00005
-1.254	0.001	-497.5	14.925	0.477	0.004	0.002	0.00005
-1.2555	0.001	-498	14.94	0.477	0.004	0.002	0.00005
-1.2585	0.001	-498	14.94	0.477	0.004	0.002	0.00005
-1.26	0.001	-499.5	14.985	0.477	0.004	0.002	0.00005
-1.26	0.001	-500	15	0.477	0.004	0.002	0.00005
-1.263	0.001	-500.5	15.015	0.477	0.004	0.002	0.00005
-1.2615	0.001	-501	15.03	0.477	0.004	0.002	0.00005
-1.2615	0.001	-501	15.03	0.477	0.004	0.002	0.00005
-1.266	0.001	-501.5	15.045	0.477	0.004	0.002	0.00005
-1.266	0.001	-501.5	15.045	0.477	0.004	0.002	0.00005
-1.275	0.001	-504	15.12	0.477	0.004	0.002	0.00005
-1.272	0.001	-504.5	15.135	0.477	0.004	0.002	0.00005
-1.2765	0.001	-505.5	15.165	0.477	0.004	0.002	0.00005
-1.2765	0.001	-506.5	15.195	0.477	0.004	0.002	0.00005
-1.2825	0.001	-507	15.21	0.477	0.004	0.002	0.00005
-1.2795	0.001	-507.5	15.225	0.477	0.004	0.002	0.00005
-1.284	0.001	-508	15.24	0.477	0.004	0.002	0.00005
-1.284	0.001	-508.5	15.255	0.477	0.004	0.002	0.00005
-1.2855	0.001	-509	15.27	0.477	0.004	0.002	0.00005
-1.2885	0.001	-509.5	15.285	0.477	0.004	0.002	0.00005
-1.287	0.001	-510	15.3	0.477	0.004	0.002	0.00005
-1.2885	0.001	-510.5	15.315	0.477	0.004	0.002	0.00005
-1.29	0.001	-510.5	15.315	0.477	0.004	0.002	0.00005
-1.293	0.001	-511.5	15.345	0.477	0.004	0.002	0.00005
-1.293	0.001	-512	15.36	0.477	0.004	0.002	0.00005
-1.2975	0.001	-513	15.39	0.477	0.004	0.002	0.00005
-1.3005	0.001	-514	15.42	0.477	0.004	0.002	0.00005
-1.305	0.001	-515	15.45	0.477	0.004	0.002	0.00005
-1.305	0.001	-516	15.48	0.477	0.004	0.002	0.00005
-1.308	0.001	-517.5	15.525	0.477	0.004	0.002	0.00005
-1.3125	0.001	-518.5	15.555	0.477	0.004	0.002	0.00005
-1.3155	0.001	-520	15.6	0.477	0.004	0.002	0.00005
-1.32	0.001	-521	15.63	0.477	0.004	0.002	0.00005
-1.3215	0.001	-521.5	15.645	0.477	0.004	0.002	0.00005
-1.3215	0.001	-522.5	15.675	0.477	0.004	0.002	0.00005
-1.323	0.001	-523.5	15.705	0.477	0.004	0.002	0.00005
-1.3275	0.001	-523.5	15.705	0.477	0.004	0.002	0.00005
-1.326	0.001	-524	15.72	0.477	0.004	0.002	0.00005
-1.329	0.001	-524.5	15.735	0.477	0.004	0.002	0.00005
-1.3275	0.001	-525	15.75	0.477	0.004	0.002	0.00005
-1.3275	0.001	-525	15.75	0.477	0.004	0.002	0.00005
-1.3335	0.001	-526.5	15.795	0.477	0.004	0.002	0.00005
-1.338	0.001	-527.5	15.825	0.477	0.004	0.002	0.00005
-1.344	0.001	-529.5	15.885	0.477	0.004	0.002	0.00005
-1.3455	0.001	-531	15.93	0.477	0.004	0.002	0.00005
-1.3515	0.001	-532.5	15.975	0.477	0.004	0.002	0.00005
-1.3575	0.001	-534.5	16.035	0.477	0.004	0.002	0.00005
-1.362	0.001	-536	16.08	0.477	0.004	0.002	0.00005
-1.362	0.001	-537	16.11	0.477	0.004	0.002	0.00005
-1.374	0.001	-540	16.2	0.477	0.004	0.002	0.00005
-1.3845	0.001	-543.5	16.305	0.477	0.004	0.002	0.00005
-1.3875	0.001	-545.5	16.365	0.477	0.004	0.002	0.00005
-1.392	0.001	-547	16.41	0.477	0.004	0.002	0.00005
-1.395	0.001	-548	16.44	0.477	0.004	0.002	0.00005
-1.3995	0.001	-550.5	16.515	0.477	0.004	0.002	0.00005
-1.404	0.001	-551.5	16.545	0.477	0.004	0.002	0.00005
-1.4085	0.001	-553	16.59	0.477	0.004	0.002	0.00005
-1.419	0.001	-555.5	16.665	0.477	0.004	0.002	0.00005
-1.4295	0.001	-559.5	16.785	0.477	0.004	0.002	0.00005
-1.431	0.001	-561	16.83	0.477	0.004	0.002	0.00005
-1.4325	0.001	-562	16.86	0.477	0.004	0.002	0.00005
-1.434	0.001	-563	16.89	0.477	0.004	0.002	0.00005
-1.4385	0.001	-564	16.92	0.477	0.004	0.002	0.00005
-1.4505	0.001	-567	17.01	0.477	0.004	0.002	0.00005
-1.4625	0.001	-570.5	17.115	0.477	0.004	0.002	0.00005
-1.4685	0.001	-573.5	17.205	0.477	0.004	0.002	0.00005
-1.4655	0.001	-574.5	17.235	0.477	0.004	0.002	0.00005
-1.47	0.001	-575	17.25	0.477	0.004	0.002	0.00005
-1.467	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.47	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.467	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.4685	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.467	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.47	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.4685	0.001	-575.5	17.265	0.477	0.004	0.002	0.00005
-1.473	0.001	-576	17.28	0.477	0.004	0.002	0.00005
-1.4805	0.001	-578	17.34	0.477	0.004	0.002	0.00005
-1.494	0.001	-582	17.46	0.477	0.004	0.002	0.00005
-1.5075	0.001	-586.5	17.595	0.477	0.004	0.002	0.00005
-1.527	0.001	-591.5	17.745	0.477	0.004	0.002	0.00005
-1.536	0.001	-595.5	17.865	0.477	0.004	0.002	0.00005
-1.554	0.001	-600	18	0.477	0.004	0.002	0.00005
-1.5645	0.001	-604.5	18.135	0.477	0.004	0.002	0.00005
-1.578	0.001	-608.5	18.255	0.477	0.004	0.002	0.00005
-1.5855	0.001	-612	18.36	0.477	0.004	0.002	0.00005
-1.599	0.001	-616	18.48	0.477	0.004	0.002	0.00005
-1.6065	0.001	-619.5	18.585	0.477	0.004	0.002	0.00005
-1.614	0.001	-621.5	18.645	0.477	0.004	0.002	0.00005
-1.617	0.001	-623	18.69	0.477	0.004	0.002	0.00005
-1.6245	0.001	-625.5	18.765	0.477	0.004	0.002	0.00005
-1.632	0.001	-628.5	18.855	0.477	0.004	0.002	0.00005
-1.641	0.001	-630.5	18.915	0.477	0.004	0.002	0.00005
-1.644	0.001	-632.5	18.975	0.477	0.004	0.002	0.00005
-1.6515	0.001	-634.5	19.035	0.477	0.004	0.002	0.00005
-1.659	0.001	-636.5	19.095	0.477	0.004	0.002	0.00005
-1.659	0.001	-638	19.14	0.477	0.004	0.002	0.00005
-1.665	0.001	-639.5	19.185	0.477	0.004	0.002	0.00005
-1.671	0.001	-641	19.23	0.477	0.004	0.002	0.00005
-1.6755	0.001	-642.5	19.275	0.477	0.004	0.002	0.00005
-1.6755	0.001	-643.5	19.305	0.477	0.004	0.002	0.00005
-1.6845	0.001	-645.5	19.365	0.477	0.004	0.002	0.00005
-1.689	0.001	-647	19.41	0.477	0.004	0.002	0.00005
-1.6905	0.001	-648	19.44	0.477	0.004	0.002	0.00005
-1.695	0.001	-649	19.47	0.477	0.004	0.002	0.00005
-1.6965	0.001	-650	19.5	0.477	0.004	0.002	0.00005
-1.704	0.001	-652	19.56	0.477	0.004	0.002	0.00005
-1.71	0.001	-653.5	19.605	0.477	0.004	0.002	0.00005
-1.7115	0.001	-655	19.65	0.477	0.004	0.002	0.00005
-1.7175	0.001	-656	19.68	0.477	0.004	0.002	0.00005
-1.7205	0.001	-657.5	19.725	0.477	0.004	0.002	0.00005
-1.728	0.001	-658.5	19.755	0.477	0.004	0.002	0.00005
-1.731	0.001	-660.5	19.815	0.477	0.004	0.002	0.00005
-1.737	0.001	-662	19.86	0.477	0.004	0.002	0.00005
-1.737	0.001	-663	19.89	0.477	0.004	0.002	0.00005
-1.74	0.001	-664	19.92	0.477	0.004	0.002	0.00005
-1.7445	0.001	-665	19.95	0.477	0.004	0.002	0.00005
-1.749	0.001	-666	19.98	0.477	0.004	0.002	0.00005
-1.755	0.001	-667.5	20.025	0.477	0.004	0.002	0.00005
-1.761	0.001	-669.5	20.085	0.477	0.004	0.002	0.00005
-1.7655	0.001	-671	20.13	0.477	0.004	0.002	0.00005
-1.779	0.001	-674	20.22	0.477	0.004	0.002	0.00005
-1.785	0.001	-677	20.31	0.477	0.004	0.002	0.00005
-1.794	0.001	-679.5	20.385	0.477	0.004	0.002	0.00005
-1.8015	0.001	-682	20.46	0.477	0.004	0.002	0.00005
-1.809	0.001	-684	20.52	0.477	0.004	0.002	0.00005
-1.8165	0.001	-686	20.58	0.477	0.004	0.002	0.00005
-1.821	0.001	-687.5	20.625	0.477	0.004	0.002	0.00005
-1.827	0.001	-689.5	20.685	0.477	0.004	0.002	0.00005
-1.83	0.001	-691	20.73	0.477	0.004	0.002	0.00005
-1.833	0.001	-692	20.76	0.477	0.004	0.002	0.00005
-1.839	0.001	-693.5	20.805	0.477	0.004	0.002	0.00005
-1.8495	0.001	-696	20.88	0.477	0.004	0.002	0.00005
-1.857	0.001	-698.5	20.955	0.477	0.004	0.002	0.00005
-1.863	0.001	-700.5	21.015	0.477	0.004	0.002	0.00005
-1.872	0.001	-703	21.09	0.477	0.004	0.002	0.00005
-1.881	0.001	-705.5	21.165	0.477	0.004	0.002	0.00005
-1.8855	0.001	-707	21.21	0.477	0.004	0.002	0.00005
-1.8885	0.001	-708	21.24	0.477	0.004	0.002	0.00005
-1.893	0.001	-709.5	21.285	0.477	0.004	0.002	0.00005
-1.902	0.001	-711.5	21.345	0.477	0.004	0.002	0.00005
-1.911	0.001	-714	21.42	0.477	0.004	0.002	0.00005
-1.914	0.001	-716	21.48	0.477	0.004	0.002	0.00005
-1.9185	0.001	-717	21.51	0.477	0.004	0.002	0.00005
-1.917	0.001	-717.5	21.525	0.477	0.004	0.002	0.00005
-1.92	0.001	-718.5	21.555	0.477	0.004	0.002	0.00005
-1.9275	0.001	-720	21.6	0.477	0.004	0.002	0.00005
-1.938	0.001	-721.5	21.645	0.477	0.004	0.002	0.00005
-1.941	0.001	-723.5	21.705	0.477	0.004	0.002	0.00005
-1.9455	0.001	-724.5	21.735	0.477	0.004	0.002	0.00005
-1.9455	0.001	-725.5	21.765	0.477	0.004	0.002	0.00005
-1.9515	0.001	-727	21.81	0.477	0.004	0.002	0.00005
-1.956	0.001	-728	21.84	0.477	0.004	0.002	0.00005
-1.9635	0.001	-730	21.9	0.477	0.004	0.002	0.00005
-1.9695	0.001	-731.5	21.945	0.477	0.004	0.002	0.00005
-1.971	0.001	-732.5	21.975	0.477	0.004	0.002	0.00005
-1.9815	0.001	-735	22.05	0.477	0.004	0.002	0.00005
-1.989	0.001	-736.5	22.095	0.477	0.004	0.002	0.00005
-1.995	0.001	-739	22.17	0.477	0.004	0.002	0.00005
-1.9995	0.001	-740.5	22.215	0.477	0.004	0.002	0.00005
-2.004	0.001	-742	22.26	0.477	0.004	0.002	0.00005
-2.01	0.001	-743	22.29	0.477	0.004	0.002	0.00005
-2.0145	0.001	-744.5	22.335	0.477	0.004	0.002	0.00005
-2.016	0.001	-745.5	22.365	0.477	0.004	0.002	0.00005
-2.0265	0.001	-747.5	22.425	0.477	0.004	0.002	0.00005
-2.031	0.001	-749.5	22.485	0.477	0.004	0.002	0.00005
-2.0385	0.001	-751	22.53	0.477	0.004	0.002	0.00005
-2.046	0.001	-752.5	22.575	0.477	0.004	0.002	0.00005
-2.0475	0.001	-754.5	22.635	0.477	0.004	0.002	0.00005
-2.0595	0.001	-756.5	22.695	0.477	0.004	0.002	0.00005
-2.0625	0.001	-758.5	22.755	0.477	0.004	0.002	0.00005
-2.073	0.001	-760	22.8	0.477	0.004	0.002	0.00005
-2.0775	0.001	-762	22.86	0.477	0.004	0.002	0.00005
-2.0805	0.001	-763.5	22.905	0.477	0.004	0.002	0.00005
-2.0835	0.001	-764	22.92	0.477	0.004	0.002	0.00005
-2.091	0.001	-765.5	22.965	0.477	0.004	0.002	0.00005
-2.0955	0.001	-767	23.01	0.477	0.004	0.002	0.00005
-2.1075	0.001	-769.5	23.085	0.477	0.004	0.002	0.00005
-2.118	0.001	-772.5	23.175	0.477	0.004	0.002	0.00005
-2.1255	0.001	-775	23.25	0.477	0.004	0.002	0.00005
-2.133	0.001	-776.5	23.295	0.477	0.004	0.002	0.00005
-2.1375	0.001	-778.5	23.355	0.477	0.004	0.002	0.00005
-2.1405	0.001	-780	23.4	0.477	0.004	0.002	0.00005
-2.148	0.001	-781.5	23.445	0.477	0.004	0.002	0.00005
-2.154	0.001	-782	23.46	0.477	0.004	0.002	0.00005
-2.166	0.001	-784	23.52	0.477	0.004	0.002	0.00005
-2.1735	0.001	-787	23.61	0.477	0.004	0.002	0.00005
-2.1795	0.001	-790	23.7	0.477	0.004	0.002	0.00005
-2.1975	0.001	-793.5	23.805	0.477	0.004	0.002	0.00005
-2.2155	0.001	-796	23.88	0.477	0.004	0.002	0.00005
-2.2245	0.001	-800.5	24.015	0.477	0.004	0.002	0.00005
-2.2395	0.001	-804	24.12	0.477	0.004	0.002	0.00005
-2.247	0.001	-807.5	24.225	0.477	0.004	0.002	0.00005
-2.256	0.001	-809.5	24.285	0.477	0.004	0.002	0.00005
-2.2575	0.001	-809.5	24.285	0.477	0.004	0.002	0.00005
-2.265	0.001	-812	24.36	0.477	0.004	0.002	0.00005
-2.2695	0.001	-812.5	24.375	0.477	0.004	0.002	0.00005
-2.271	0.001	-812.5	24.375	0.477	0.004	0.002	0.00005
-2.2755	0.001	-813.5	24.405	0.477	0.004	0.002	0.00005
-2.2785	0.001	-814	24.42	0.477	0.004	0.002	0.00005
-2.2875	0.001	-815.5	24.465	0.477	0.004	0.002	0.00005
-2.2935	0.001	-818.5	24.555	0.477	0.004	0.002	0.00005
-2.301	0.001	-819	24.57	0.477	0.004	0.002	0.00005
-2.3115	0.001	-821	24.63	0.477	0.004	0.002	0.00005
-2.319	0.001	-825.5	24.765	0.477	0.004	0.002	0.00005
-2.3295	0.001	-827.5	24.825	0.477	0.004	0.002	0.00005
