I err_I B B_error l_Fe err_l_Fe d 
-2.9070 0.5000 -947.0000 -28.4100 0.4770 0.0040 0.0020
-2.9085 0.5000 -944.0000 -28.3200 0.4770 0.0040 0.0020
-2.9100 0.5000 -946.5000 -28.3950 0.4770 0.0040 0.0020
-2.9130 0.5000 -946.5000 -28.3950 0.4770 0.0040 0.0020
-2.9160 0.5000 -948.5000 -28.4550 0.4770 0.0040 0.0020
-2.9385 0.5000 -948.0000 -28.4400 0.4770 0.0040 0.0020
-2.9580 0.5000 -953.0000 -28.5900 0.4770 0.0040 0.0020
-2.9625 0.5000 -952.0000 -28.5600 0.4770 0.0040 0.0020
-2.9730 0.5000 -954.0000 -28.6200 0.4770 0.0040 0.0020
-2.9805 0.5000 -955.5000 -28.6650 0.4770 0.0040 0.0020
-2.9880 0.5000 -959.5000 -28.7850 0.4770 0.0040 0.0020
-2.9895 0.5000 -958.5000 -28.7550 0.4770 0.0040 0.0020
-2.9820 0.5000 -961.5000 -28.8450 0.4770 0.0040 0.0020
-2.9700 0.5000 -960.5000 -28.8150 0.4770 0.0040 0.0020
-2.9535 0.5000 -955.0000 -28.6500 0.4770 0.0040 0.0020
-2.9250 0.5000 -953.5000 -28.6050 0.4770 0.0040 0.0020
-2.9235 0.5000 -951.5000 -28.5450 0.4770 0.0040 0.0020
-2.9265 0.5000 -953.5000 -28.6050 0.4770 0.0040 0.0020
-2.9310 0.5000 -952.0000 -28.5600 0.4770 0.0040 0.0020
-2.9340 0.5000 -952.5000 -28.5750 0.4770 0.0040 0.0020
-2.9325 0.5000 -957.5000 -28.7250 0.4770 0.0040 0.0020
-2.9325 0.5000 -954.5000 -28.6350 0.4770 0.0040 0.0020
-2.9340 0.5000 -953.0000 -28.5900 0.4770 0.0040 0.0020
-2.9340 0.5000 -957.5000 -28.7250 0.4770 0.0040 0.0020
-2.9340 0.5000 -955.0000 -28.6500 0.4770 0.0040 0.0020
-2.9340 0.5000 -955.5000 -28.6650 0.4770 0.0040 0.0020
-2.9355 0.5000 -954.5000 -28.6350 0.4770 0.0040 0.0020
-2.9265 0.5000 -957.0000 -28.7100 0.4770 0.0040 0.0020
-2.9010 0.5000 -951.5000 -28.5450 0.4770 0.0040 0.0020
-2.8770 0.5000 -952.5000 -28.5750 0.4770 0.0040 0.0020
-2.8575 0.5000 -945.5000 -28.3650 0.4770 0.0040 0.0020
-2.8425 0.5000 -948.5000 -28.4550 0.4770 0.0040 0.0020
-2.8260 0.5000 -946.5000 -28.3950 0.4770 0.0040 0.0020
-2.8080 0.5000 -944.5000 -28.3350 0.4770 0.0040 0.0020
-2.7930 0.5000 -942.0000 -28.2600 0.4770 0.0040 0.0020
-2.7720 0.5000 -937.5000 -28.1250 0.4770 0.0040 0.0020
-2.7540 0.5000 -935.0000 -28.0500 0.4770 0.0040 0.0020
-2.7420 0.5000 -938.5000 -28.1550 0.4770 0.0040 0.0020
-2.7330 0.5000 -937.5000 -28.1250 0.4770 0.0040 0.0020
-2.7105 0.5000 -933.0000 -27.9900 0.4770 0.0040 0.0020
-2.6835 0.5000 -927.5000 -27.8250 0.4770 0.0040 0.0020
-2.6625 0.5000 -926.5000 -27.7950 0.4770 0.0040 0.0020
-2.6340 0.5000 -925.5000 -27.7650 0.4770 0.0040 0.0020
-2.6145 0.5000 -921.5000 -27.6450 0.4770 0.0040 0.0020
-2.5980 0.5000 -915.5000 -27.4650 0.4770 0.0040 0.0020
-2.5785 0.5000 -913.0000 -27.3900 0.4770 0.0040 0.0020
-2.5590 0.5000 -913.0000 -27.3900 0.4770 0.0040 0.0020
-2.5455 0.5000 -912.5000 -27.3750 0.4770 0.0040 0.0020
-2.5275 0.5000 -906.5000 -27.1950 0.4770 0.0040 0.0020
-2.5140 0.5000 -906.0000 -27.1800 0.4770 0.0040 0.0020
-2.5080 0.5000 -906.0000 -27.1800 0.4770 0.0040 0.0020
-2.4990 0.5000 -902.5000 -27.0750 0.4770 0.0040 0.0020
-2.4795 0.5000 -902.5000 -27.0750 0.4770 0.0040 0.0020
-2.4525 0.5000 -896.5000 -26.8950 0.4770 0.0040 0.0020
-2.4390 0.5000 -892.5000 -26.7750 0.4770 0.0040 0.0020
-2.4255 0.5000 -889.5000 -26.6850 0.4770 0.0040 0.0020
-2.4150 0.5000 -887.5000 -26.6250 0.4770 0.0040 0.0020
-2.3955 0.5000 -889.0000 -26.6700 0.4770 0.0040 0.0020
-2.3760 0.5000 -885.0000 -26.5500 0.4770 0.0040 0.0020
-2.3580 0.5000 -881.5000 -26.4450 0.4770 0.0040 0.0020
-2.3370 0.5000 -873.5000 -26.2050 0.4770 0.0040 0.0020
-2.3205 0.5000 -871.0000 -26.1300 0.4770 0.0040 0.0020
-2.3025 0.5000 -868.0000 -26.0400 0.4770 0.0040 0.0020
-2.2860 0.5000 -867.0000 -26.0100 0.4770 0.0040 0.0020
-2.2635 0.5000 -864.5000 -25.9350 0.4770 0.0040 0.0020
-2.2470 0.5000 -860.5000 -25.8150 0.4770 0.0040 0.0020
-2.2305 0.5000 -855.5000 -25.6650 0.4770 0.0040 0.0020
-2.2215 0.5000 -855.0000 -25.6500 0.4770 0.0040 0.0020
-2.2125 0.5000 -852.0000 -25.5600 0.4770 0.0040 0.0020
-2.1960 0.5000 -850.0000 -25.5000 0.4770 0.0040 0.0020
-2.1795 0.5000 -846.5000 -25.3950 0.4770 0.0040 0.0020
-2.1600 0.5000 -841.5000 -25.2450 0.4770 0.0040 0.0020
-2.1405 0.5000 -839.0000 -25.1700 0.4770 0.0040 0.0020
-2.1255 0.5000 -832.5000 -24.9750 0.4770 0.0040 0.0020
-2.1150 0.5000 -831.0000 -24.9300 0.4770 0.0040 0.0020
-2.1030 0.5000 -829.0000 -24.8700 0.4770 0.0040 0.0020
-2.0835 0.5000 -825.5000 -24.7650 0.4770 0.0040 0.0020
-2.0685 0.5000 -821.5000 -24.6450 0.4770 0.0040 0.0020
-2.0400 0.5000 -816.5000 -24.4950 0.4770 0.0040 0.0020
-2.0325 0.5000 -811.0000 -24.3300 0.4770 0.0040 0.0020
-2.0205 0.5000 -808.5000 -24.2550 0.4770 0.0040 0.0020
-2.0085 0.5000 -805.0000 -24.1500 0.4770 0.0040 0.0020
-2.0010 0.5000 -803.0000 -24.0900 0.4770 0.0040 0.0020
-1.9845 0.5000 -800.5000 -24.0150 0.4770 0.0040 0.0020
-1.9635 0.5000 -796.0000 -23.8800 0.4770 0.0040 0.0020
-1.9470 0.5000 -793.0000 -23.7900 0.4770 0.0040 0.0020
-1.9275 0.5000 -786.5000 -23.5950 0.4770 0.0040 0.0020
-1.9125 0.5000 -782.5000 -23.4750 0.4770 0.0040 0.0020
-1.9005 0.5000 -779.5000 -23.3850 0.4770 0.0040 0.0020
-1.8870 0.5000 -777.0000 -23.3100 0.4770 0.0040 0.0020
-1.8765 0.5000 -774.0000 -23.2200 0.4770 0.0040 0.0020
-1.8690 0.5000 -771.0000 -23.1300 0.4770 0.0040 0.0020
-1.8555 0.5000 -768.5000 -23.0550 0.4770 0.0040 0.0020
-1.8345 0.5000 -764.5000 -22.9350 0.4770 0.0040 0.0020
-1.8180 0.5000 -759.0000 -22.7700 0.4770 0.0040 0.0020
-1.7850 0.5000 -752.5000 -22.5750 0.4770 0.0040 0.0020
-1.7520 0.5000 -744.0000 -22.3200 0.4770 0.0040 0.0020
-1.7325 0.5000 -737.5000 -22.1250 0.4770 0.0040 0.0020
-1.7100 0.5000 -731.0000 -21.9300 0.4770 0.0040 0.0020
-1.6950 0.5000 -726.5000 -21.7950 0.4770 0.0040 0.0020
-1.6785 0.5000 -721.0000 -21.6300 0.4770 0.0040 0.0020
-1.6800 0.5000 -719.5000 -21.5850 0.4770 0.0040 0.0020
-1.6725 0.5000 -718.0000 -21.5400 0.4770 0.0040 0.0020
-1.6725 0.5000 -717.0000 -21.5100 0.4770 0.0040 0.0020
-1.6665 0.5000 -715.5000 -21.4650 0.4770 0.0040 0.0020
-1.6215 0.5000 -707.5000 -21.2250 0.4770 0.0040 0.0020
-1.5570 0.5000 -692.5000 -20.7750 0.4770 0.0040 0.0020
-1.5180 0.5000 -679.0000 -20.3700 0.4770 0.0040 0.0020
-1.5105 0.5000 -672.5000 -20.1750 0.4770 0.0040 0.0020
-1.5090 0.5000 -670.5000 -20.1150 0.4770 0.0040 0.0020
-1.5015 0.5000 -668.5000 -20.0550 0.4770 0.0040 0.0020
-1.4895 0.5000 -665.5000 -19.9650 0.4770 0.0040 0.0020
-1.4625 0.5000 -659.0000 -19.7700 0.4770 0.0040 0.0020
-1.4385 0.5000 -652.0000 -19.5600 0.4770 0.0040 0.0020
-1.4145 0.5000 -645.0000 -19.3500 0.4770 0.0040 0.0020
-1.4010 0.5000 -639.5000 -19.1850 0.4770 0.0040 0.0020
-1.3905 0.5000 -636.0000 -19.0800 0.4770 0.0040 0.0020
-1.3815 0.5000 -632.5000 -18.9750 0.4770 0.0040 0.0020
-1.3665 0.5000 -628.5000 -18.8550 0.4770 0.0040 0.0020
-1.3575 0.5000 -624.5000 -18.7350 0.4770 0.0040 0.0020
-1.3485 0.5000 -621.5000 -18.6450 0.4770 0.0040 0.0020
-1.3395 0.5000 -619.0000 -18.5700 0.4770 0.0040 0.0020
-1.3305 0.5000 -616.5000 -18.4950 0.4770 0.0040 0.0020
-1.3185 0.5000 -613.0000 -18.3900 0.4770 0.0040 0.0020
-1.3140 0.5000 -610.0000 -18.3000 0.4770 0.0040 0.0020
-1.2960 0.5000 -606.0000 -18.1800 0.4770 0.0040 0.0020
-1.2900 0.5000 -603.0000 -18.0900 0.4770 0.0040 0.0020
-1.2810 0.5000 -600.5000 -18.0150 0.4770 0.0040 0.0020
-1.2765 0.5000 -598.5000 -17.9550 0.4770 0.0040 0.0020
-1.2600 0.5000 -593.5000 -17.8050 0.4770 0.0040 0.0020
-1.2495 0.5000 -591.0000 -17.7300 0.4770 0.0040 0.0020
-1.2405 0.5000 -588.0000 -17.6400 0.4770 0.0040 0.0020
-1.2345 0.5000 -585.5000 -17.5650 0.4770 0.0040 0.0020
-1.2240 0.5000 -582.0000 -17.4600 0.4770 0.0040 0.0020
-1.2135 0.5000 -579.0000 -17.3700 0.4770 0.0040 0.0020
-1.2075 0.5000 -576.5000 -17.2950 0.4770 0.0040 0.0020
-1.2030 0.5000 -574.0000 -17.2200 0.4770 0.0040 0.0020
-1.1895 0.5000 -571.5000 -17.1450 0.4770 0.0040 0.0020
-1.1820 0.5000 -568.0000 -17.0400 0.4770 0.0040 0.0020
-1.1745 0.5000 -565.5000 -16.9650 0.4770 0.0040 0.0020
-1.1655 0.5000 -562.5000 -16.8750 0.4770 0.0040 0.0020
-1.1535 0.5000 -559.0000 -16.7700 0.4770 0.0040 0.0020
-1.1370 0.5000 -554.0000 -16.6200 0.4770 0.0040 0.0020
-1.1265 0.5000 -550.5000 -16.5150 0.4770 0.0040 0.0020
-1.1205 0.5000 -547.5000 -16.4250 0.4770 0.0040 0.0020
-1.1085 0.5000 -544.0000 -16.3200 0.4770 0.0040 0.0020
-1.1055 0.5000 -542.0000 -16.2600 0.4770 0.0040 0.0020
-1.0995 0.5000 -540.0000 -16.2000 0.4770 0.0040 0.0020
-1.0920 0.5000 -538.0000 -16.1400 0.4770 0.0040 0.0020
-1.0830 0.5000 -535.0000 -16.0500 0.4770 0.0040 0.0020
-1.0740 0.5000 -532.5000 -15.9750 0.4770 0.0040 0.0020
-1.0620 0.5000 -528.0000 -15.8400 0.4770 0.0040 0.0020
-1.0575 0.5000 -526.0000 -15.7800 0.4770 0.0040 0.0020
-1.0530 0.5000 -524.0000 -15.7200 0.4770 0.0040 0.0020
-1.0455 0.5000 -522.0000 -15.6600 0.4770 0.0040 0.0020
-1.0410 0.5000 -519.5000 -15.5850 0.4770 0.0040 0.0020
-1.0350 0.5000 -518.0000 -15.5400 0.4770 0.0040 0.0020
-1.0275 0.5000 -515.5000 -15.4650 0.4770 0.0040 0.0020
-1.0185 0.5000 -512.5000 -15.3750 0.4770 0.0040 0.0020
-1.0110 0.5000 -510.5000 -15.3150 0.4770 0.0040 0.0020
-0.9930 0.5000 -505.5000 -15.1650 0.4770 0.0040 0.0020
-0.9810 0.5000 -500.0000 -15.0000 0.4770 0.0040 0.0020
-0.9705 0.5000 -496.5000 -14.8950 0.4770 0.0040 0.0020
-0.9690 0.5000 -494.5000 -14.8350 0.4770 0.0040 0.0020
-0.9645 0.5000 -493.0000 -14.7900 0.4770 0.0040 0.0020
-0.9375 0.5000 -486.5000 -14.5950 0.4770 0.0040 0.0020
-0.9195 0.5000 -479.5000 -14.3850 0.4770 0.0040 0.0020
-0.9120 0.5000 -475.5000 -14.2650 0.4770 0.0040 0.0020
-0.9090 0.5000 -473.5000 -14.2050 0.4770 0.0040 0.0020
-0.9045 0.5000 -471.5000 -14.1450 0.4770 0.0040 0.0020
-0.9000 0.5000 -469.5000 -14.0850 0.4770 0.0040 0.0020
-0.8970 0.5000 -468.0000 -14.0400 0.4770 0.0040 0.0020
-0.8925 0.5000 -466.0000 -13.9800 0.4770 0.0040 0.0020
-0.8790 0.5000 -463.5000 -13.9050 0.4770 0.0040 0.0020
-0.8670 0.5000 -458.5000 -13.7550 0.4770 0.0040 0.0020
-0.8610 0.5000 -455.5000 -13.6650 0.4770 0.0040 0.0020
-0.8490 0.5000 -452.5000 -13.5750 0.4770 0.0040 0.0020
-0.8355 0.5000 -447.5000 -13.4250 0.4770 0.0040 0.0020
-0.8160 0.5000 -441.5000 -13.2450 0.4770 0.0040 0.0020
-0.7995 0.5000 -434.5000 -13.0350 0.4770 0.0040 0.0020
-0.7830 0.5000 -428.5000 -12.8550 0.4770 0.0040 0.0020
-0.7725 0.5000 -425.0000 -12.7500 0.4770 0.0040 0.0020
-0.7560 0.5000 -419.0000 -12.5700 0.4770 0.0040 0.0020
-0.7515 0.5000 -415.5000 -12.4650 0.4770 0.0040 0.0020
-0.7410 0.5000 -412.0000 -12.3600 0.4770 0.0040 0.0020
-0.7275 0.5000 -406.5000 -12.1950 0.4770 0.0040 0.0020
-0.7230 0.5000 -404.0000 -12.1200 0.4770 0.0040 0.0020
-0.7125 0.5000 -399.0000 -11.9700 0.4770 0.0040 0.0020
-0.6960 0.5000 -394.0000 -11.8200 0.4770 0.0040 0.0020
-0.6810 0.5000 -388.0000 -11.6400 0.4770 0.0040 0.0020
-0.6660 0.5000 -382.5000 -11.4750 0.4770 0.0040 0.0020
-0.6435 0.5000 -374.5000 -11.2350 0.4770 0.0040 0.0020
-0.6345 0.5000 -369.0000 -11.0700 0.4770 0.0040 0.0020
-0.6240 0.5000 -364.5000 -10.9350 0.4770 0.0040 0.0020
-0.6150 0.5000 -360.5000 -10.8150 0.4770 0.0040 0.0020
-0.6015 0.5000 -356.0000 -10.6800 0.4770 0.0040 0.0020
-0.5925 0.5000 -351.5000 -10.5450 0.4770 0.0040 0.0020
-0.5835 0.5000 -348.0000 -10.4400 0.4770 0.0040 0.0020
-0.5715 0.5000 -343.0000 -10.2900 0.4770 0.0040 0.0020
-0.5595 0.5000 -337.5000 -10.1250 0.4770 0.0040 0.0020
-0.5475 0.5000 -332.5000 -9.9750 0.4770 0.0040 0.0020
-0.5415 0.5000 -329.5000 -9.8850 0.4770 0.0040 0.0020
-0.5310 0.5000 -324.5000 -9.7350 0.4770 0.0040 0.0020
-0.5235 0.5000 -321.0000 -9.6300 0.4770 0.0040 0.0020
-0.5145 0.5000 -317.0000 -9.5100 0.4770 0.0040 0.0020
-0.4995 0.5000 -311.5000 -9.3450 0.4770 0.0040 0.0020
-0.4935 0.5000 -308.0000 -9.2400 0.4770 0.0040 0.0020
-0.4845 0.5000 -303.5000 -9.1050 0.4770 0.0040 0.0020
-0.4740 0.5000 -299.0000 -8.9700 0.4770 0.0040 0.0020
-0.4650 0.5000 -294.5000 -8.8350 0.4770 0.0040 0.0020
-0.4500 0.5000 -288.5000 -8.6550 0.4770 0.0040 0.0020
-0.4425 0.5000 -284.0000 -8.5200 0.4770 0.0040 0.0020
-0.4290 0.5000 -278.5000 -8.3550 0.4770 0.0040 0.0020
-0.4080 0.5000 -270.0000 -8.1000 0.4770 0.0040 0.0020
-0.4005 0.5000 -265.0000 -7.9500 0.4770 0.0040 0.0020
-0.3945 0.5000 -261.5000 -7.8450 0.4770 0.0040 0.0020
-0.3870 0.5000 -258.0000 -7.7400 0.4770 0.0040 0.0020
-0.3780 0.5000 -254.0000 -7.6200 0.4770 0.0040 0.0020
-0.3735 0.5000 -251.5000 -7.5450 0.4770 0.0040 0.0020
-0.3615 0.5000 -246.0000 -7.3800 0.4770 0.0040 0.0020
-0.3570 0.5000 -242.5000 -7.2750 0.4770 0.0040 0.0020
-0.3450 0.5000 -239.0000 -7.1700 0.4770 0.0040 0.0020
-0.3360 0.5000 -234.0000 -7.0200 0.4770 0.0040 0.0020
-0.3270 0.5000 -229.0000 -6.8700 0.4770 0.0040 0.0020
-0.3165 0.5000 -224.5000 -6.7350 0.4770 0.0040 0.0020
-0.3075 0.5000 -221.0000 -6.6300 0.4770 0.0040 0.0020
-0.2970 0.5000 -215.0000 -6.4500 0.4770 0.0040 0.0020
-0.2835 0.5000 -209.5000 -6.2850 0.4770 0.0040 0.0020
-0.2790 0.5000 -205.5000 -6.1650 0.4770 0.0040 0.0020
-0.2670 0.5000 -200.5000 -6.0150 0.4770 0.0040 0.0020
-0.2625 0.5000 -196.5000 -5.8950 0.4770 0.0040 0.0020
-0.2550 0.5000 -193.5000 -5.8050 0.4770 0.0040 0.0020
-0.2505 0.5000 -191.0000 -5.7300 0.4770 0.0040 0.0020
-0.2430 0.5000 -187.0000 -5.6100 0.4770 0.0040 0.0020
-0.2340 0.5000 -183.5000 -5.5050 0.4770 0.0040 0.0020
-0.2250 0.5000 -178.5000 -5.3550 0.4770 0.0040 0.0020
-0.2100 0.5000 -172.5000 -5.1750 0.4770 0.0040 0.0020
-0.2010 0.5000 -167.0000 -5.0100 0.4770 0.0040 0.0020
-0.1920 0.5000 -163.0000 -4.8900 0.4770 0.0040 0.0020
-0.1890 0.5000 -160.0000 -4.8000 0.4770 0.0040 0.0020
-0.1830 0.5000 -157.0000 -4.7100 0.4770 0.0040 0.0020
-0.1785 0.5000 -154.0000 -4.6200 0.4770 0.0040 0.0020
-0.1755 0.5000 -152.0000 -4.5600 0.4770 0.0040 0.0020
-0.1725 0.5000 -151.0000 -4.5300 0.4770 0.0040 0.0020
-0.1695 0.5000 -149.5000 -4.4850 0.4770 0.0040 0.0020
-0.1680 0.5000 -148.0000 -4.4400 0.4770 0.0040 0.0020
-0.1620 0.5000 -146.0000 -4.3800 0.4770 0.0040 0.0020
-0.1575 0.5000 -143.5000 -4.3050 0.4770 0.0040 0.0020
-0.1500 0.5000 -140.5000 -4.2150 0.4770 0.0040 0.0020
-0.1485 0.5000 -138.0000 -4.1400 0.4770 0.0040 0.0020
-0.1440 0.5000 -136.5000 -4.0950 0.4770 0.0040 0.0020
-0.1410 0.5000 -134.5000 -4.0350 0.4770 0.0040 0.0020
-0.1215 0.5000 -128.0000 -3.8400 0.4770 0.0040 0.0020
-0.1155 0.5000 -123.5000 -3.7050 0.4770 0.0040 0.0020
-0.1095 0.5000 -121.0000 -3.6300 0.4770 0.0040 0.0020
-0.1080 0.5000 -119.0000 -3.5700 0.4770 0.0040 0.0020
-0.1035 0.5000 -116.5000 -3.4950 0.4770 0.0040 0.0020
-0.1005 0.5000 -115.5000 -3.4650 0.4770 0.0040 0.0020
-0.0945 0.5000 -112.5000 -3.3750 0.4770 0.0040 0.0020
-0.0900 0.5000 -110.5000 -3.3150 0.4770 0.0040 0.0020
-0.0810 0.5000 -106.0000 -3.1800 0.4770 0.0040 0.0020
-0.0720 0.5000 -101.5000 -3.0450 0.4770 0.0040 0.0020
-0.0675 0.5000 -97.5000 -2.9250 0.4770 0.0040 0.0020
-0.0540 0.5000 -92.5000 -2.7750 0.4770 0.0040 0.0020
-0.0510 0.5000 -90.0000 -2.7000 0.4770 0.0040 0.0020
-0.0390 0.5000 -85.0000 -2.5500 0.4770 0.0040 0.0020
-0.0345 0.5000 -83.0000 -2.4900 0.4770 0.0040 0.0020
-0.0330 0.5000 -81.0000 -2.4300 0.4770 0.0040 0.0020
-0.0285 0.5000 -78.0000 -2.3400 0.4770 0.0040 0.0020
-0.0240 0.5000 -77.0000 -2.3100 0.4770 0.0040 0.0020
-0.0105 0.5000 -71.5000 -2.1450 0.4770 0.0040 0.0020
-0.0105 0.5000 -69.5000 -2.0850 0.4770 0.0040 0.0020
0.0000 0.5000 -66.5000 -1.9950 0.4770 0.0040 0.0020
0.0000 0.5000 -64.5000 -1.9350 0.4770 0.0040 0.0020
0.0000 0.5000 -63.5000 -1.9050 0.4770 0.0040 0.0020
0.0000 0.5000 -63.5000 -1.9050 0.4770 0.0040 0.0020
0.0000 0.5000 -63.0000 -1.8900 0.4770 0.0040 0.0020
-0.0015 0.5000 -63.0000 -1.8900 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
