#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
0 0 0.0015 1.5E-05 0.5 0.015 477 4 2 0.05
0.1 0 0.0015 1.5E-05 0 0 477 4 2 0.05
0.2 0 0 0 0 0 477 4 2 0.05
0.3 0 0 0 0 0 477 4 2 0.05
0.4 0 0 0 0 0 477 4 2 0.05
0.5 0 0.003 3E-05 0 0 477 4 2 0.05
0.6 0 0 0 0 0 477 4 2 0.05
0.7 0 0 0 0 0 477 4 2 0.05
0.8 0 0 0 0.5 0.015 477 4 2 0.05
0.9 0 0 0 0 0 477 4 2 0.05
1 0 -0.0015 -1.5E-05 0 0 477 4 2 0.05
1.1 0 0.0015 1.5E-05 0 0 477 4 2 0.05
1.2 0 0 0 0 0 477 4 2 0.05
1.3 0 0 0 0 0 477 4 2 0.05
1.4 0 0.0015 1.5E-05 0 0 477 4 2 0.05
1.5 0 0 0 0 0 477 4 2 0.05
1.6 0 0 0 0 0 477 4 2 0.05
1.7 0 0 0 0.5 0.015 477 4 2 0.05
1.8 0 0 0 0 0 477 4 2 0.05
1.9 0 -0.0135 -0.000135 -1 -0.03 477 4 2 0.05
2 0 -0.0675 -0.000675 -10 -0.3 477 4 2 0.05
2.1 0 -0.126 -0.00126 -22 -0.66 477 4 2 0.05
2.2 0 -0.1815 -0.001815 -36.5 -1.095 477 4 2 0.05
2.3 0 -0.231 -0.00231 -53 -1.59 477 4 2 0.05
2.4 0 -0.2505 -0.002505 -62.5 -1.875 477 4 2 0.05
2.5 0 -0.2625 -0.002625 -67.5 -2.025 477 4 2 0.05
2.6 0 -0.2925 -0.002925 -76.5 -2.295 477 4 2 0.05
2.7 0 -0.327 -0.00327 -89.5 -2.685 477 4 2 0.05
2.8 0 -0.36 -0.0036 -104 -3.12 477 4 2 0.05
2.9 0 -0.387 -0.00387 -117 -3.51 477 4 2 0.05
3 0 -0.408 -0.00408 -128 -3.84 477 4 2 0.05
3.1 0 -0.4275 -0.004275 -137.5 -4.125 477 4 2 0.05
3.2 0 -0.4575 -0.004575 -149.5 -4.485 477 4 2 0.05
3.3 0 -0.486 -0.00486 -163.5 -4.905 477 4 2 0.05
3.4 0 -0.5085 -0.005085 -175 -5.25 477 4 2 0.05
3.5 0 -0.5205 -0.005205 -182 -5.46 477 4 2 0.05
3.6 0 -0.5445 -0.005445 -192 -5.76 477 4 2 0.05
3.7 0 -0.5835 -0.005835 -206 -6.18 477 4 2 0.05
3.8 0 -0.624 -0.00624 -223.5 -6.705 477 4 2 0.05
3.9 0 -0.642 -0.00642 -236 -7.08 477 4 2 0.05
4 0 -0.66 -0.0066 -244.5 -7.335 477 4 2 0.05
4.1 0 -0.6825 -0.006825 -253.5 -7.605 477 4 2 0.05
4.2 0 -0.7125 -0.007125 -266 -7.98 477 4 2 0.05
4.3 0 -0.7275 -0.007275 -274.5 -8.235 477 4 2 0.05
4.4 0 -0.7425 -0.007425 -283 -8.49 477 4 2 0.05
4.5 0 -0.765 -0.00765 -292 -8.76 477 4 2 0.05
4.6 0 -0.7995 -0.007995 -305 -9.15 477 4 2 0.05
4.7 0 -0.8295 -0.008295 -317.5 -9.525 477 4 2 0.05
4.8 0 -0.8565 -0.008565 -329.5 -9.885 477 4 2 0.05
4.9 0 -0.882 -0.00882 -340.5 -10.215 477 4 2 0.05
5 0 -0.8985 -0.008985 -349.5 -10.485 477 4 2 0.05
5.1 0 -0.9165 -0.009165 -358 -10.74 477 4 2 0.05
5.2 0 -0.948 -0.00948 -370 -11.1 477 4 2 0.05
5.3 0 -0.9675 -0.009675 -379 -11.37 477 4 2 0.05
5.4 0 -0.987 -0.00987 -387 -11.61 477 4 2 0.05
5.5 0 -1.0125 -0.010125 -397 -11.91 477 4 2 0.05
5.6 0 -1.041 -0.01041 -408 -12.24 477 4 2 0.05
5.7 0 -1.0635 -0.010635 -418 -12.54 477 4 2 0.05
5.8 0 -1.0935 -0.010935 -428.5 -12.855 477 4 2 0.05
5.9 0 -1.1145 -0.011145 -438 -13.14 477 4 2 0.05
6 0 -1.131 -0.01131 -446 -13.38 477 4 2 0.05
6.1 0 -1.155 -0.01155 -454.5 -13.635 477 4 2 0.05
6.2 0 -1.1655 -0.011655 -460.5 -13.815 477 4 2 0.05
6.3 0 -1.1835 -0.011835 -468 -14.04 477 4 2 0.05
6.4 0 -1.197 -0.01197 -473.5 -14.205 477 4 2 0.05
6.5 0 -1.2165 -0.012165 -481 -14.43 477 4 2 0.05
6.6 0 -1.2345 -0.012345 -486.5 -14.595 477 4 2 0.05
6.7 0 -1.266 -0.01266 -497 -14.91 477 4 2 0.05
6.8 0 -1.29 -0.0129 -505.5 -15.165 477 4 2 0.05
6.9 0 -1.3035 -0.013035 -511.5 -15.345 477 4 2 0.05
7 0 -1.3245 -0.013245 -519 -15.57 477 4 2 0.05
7.1 0 -1.344 -0.01344 -526.5 -15.795 477 4 2 0.05
7.2 0 -1.3635 -0.013635 -533.5 -16.005 477 4 2 0.05
7.3 0 -1.368 -0.01368 -537.5 -16.125 477 4 2 0.05
7.4 0 -1.386 -0.01386 -541.5 -16.245 477 4 2 0.05
7.5 0 -1.407 -0.01407 -548 -16.44 477 4 2 0.05
7.6 0 -1.4085 -0.014085 -551.5 -16.545 477 4 2 0.05
7.7 0 -1.4385 -0.014385 -559 -16.77 477 4 2 0.05
7.8 0 -1.458 -0.01458 -566.5 -16.995 477 4 2 0.05
7.9 0 -1.467 -0.01467 -570.5 -17.115 477 4 2 0.05
8 0 -1.4805 -0.014805 -575 -17.25 477 4 2 0.05
8.1 0 -1.503 -0.01503 -581.5 -17.445 477 4 2 0.05
8.2 0 -1.5315 -0.015315 -589.5 -17.685 477 4 2 0.05
8.3 0 -1.554 -0.01554 -597 -17.91 477 4 2 0.05
8.4 0 -1.575 -0.01575 -605 -18.15 477 4 2 0.05
8.5 0 -1.587 -0.01587 -610 -18.3 477 4 2 0.05
8.6 0 -1.62 -0.0162 -618 -18.54 477 4 2 0.05
8.7 0 -1.638 -0.01638 -625 -18.75 477 4 2 0.05
8.8 0 -1.665 -0.01665 -632.5 -18.975 477 4 2 0.05
8.9 0 -1.686 -0.01686 -639.5 -19.185 477 4 2 0.05
9 0 -1.7115 -0.017115 -646 -19.38 477 4 2 0.05
9.1 0 -1.746 -0.01746 -656 -19.68 477 4 2 0.05
9.2 0 -1.788 -0.01788 -667 -20.01 477 4 2 0.05
9.3 0 -1.8315 -0.018315 -680 -20.4 477 4 2 0.05
9.4 0 -1.845 -0.01845 -687 -20.61 477 4 2 0.05
9.5 0 -1.8675 -0.018675 -693.5 -20.805 477 4 2 0.05
9.6 0 -1.9005 -0.019005 -702.5 -21.075 477 4 2 0.05
9.7 0 -1.9125 -0.019125 -707.5 -21.225 477 4 2 0.05
9.8 0 -1.9305 -0.019305 -712 -21.36 477 4 2 0.05
9.9 0 -1.9455 -0.019455 -717 -21.51 477 4 2 0.05
10 0 -1.968 -0.01968 -723 -21.69 477 4 2 0.05
10.1 0 -1.9905 -0.019905 -728.5 -21.855 477 4 2 0.05
10.2 0 -2.01 -0.0201 -734 -22.02 477 4 2 0.05
10.3 0 -2.0295 -0.020295 -739.5 -22.185 477 4 2 0.05
10.4 0 -2.049 -0.02049 -745 -22.35 477 4 2 0.05
10.5 0 -2.0655 -0.020655 -750 -22.5 477 4 2 0.05
10.6 0 -2.0805 -0.020805 -754.5 -22.635 477 4 2 0.05
10.7 0 -2.0895 -0.020895 -757.5 -22.725 477 4 2 0.05
10.8 0 -2.0955 -0.020955 -759.5 -22.785 477 4 2 0.05
10.9 0 -2.0895 -0.020895 -760 -22.8 477 4 2 0.05
11 0 -2.0895 -0.020895 -760 -22.8 477 4 2 0.05
11.1 0 -2.0895 -0.020895 -760 -22.8 477 4 2 0.05
11.2 0 -2.091 -0.02091 -760 -22.8 477 4 2 0.05
11.3 0 -2.091 -0.02091 -760 -22.8 477 4 2 0.05
11.4 0 -2.0925 -0.020925 -760 -22.8 477 4 2 0.05
11.5 0 -2.097 -0.02097 -761 -22.83 477 4 2 0.05
11.6 0 -2.136 -0.02136 -767.5 -23.025 477 4 2 0.05
11.7 0 -2.19 -0.0219 -778 -23.34 477 4 2 0.05
11.8 0 -2.2425 -0.022425 -791 -23.73 477 4 2 0.05
11.9 0 -2.2755 -0.022755 -802 -24.06 477 4 2 0.05
12 0 -2.292 -0.02292 -807.5 -24.225 477 4 2 0.05
12.1 0 -2.331 -0.02331 -815.5 -24.465 477 4 2 0.05
12.2 0 -2.37 -0.0237 -825 -24.75 477 4 2 0.05
12.3 0 -2.391 -0.02391 -832 -24.96 477 4 2 0.05
12.4 0 -2.4015 -0.024015 -835.5 -25.065 477 4 2 0.05
12.5 0 -2.406 -0.02406 -838 -25.14 477 4 2 0.05
12.6 0 -2.412 -0.02412 -839.5 -25.185 477 4 2 0.05
12.7 0 -2.4135 -0.024135 -840 -25.2 477 4 2 0.05
12.8 0 -2.4135 -0.024135 -840.5 -25.215 477 4 2 0.05
12.9 0 -2.415 -0.02415 -841 -25.23 477 4 2 0.05
13 0 -2.415 -0.02415 -841 -25.23 477 4 2 0.05
13.1 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
13.2 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
13.3 0 -2.4135 -0.024135 -841.5 -25.245 477 4 2 0.05
13.4 0 -2.4165 -0.024165 -841 -25.23 477 4 2 0.05
13.5 0 -2.4135 -0.024135 -842 -25.26 477 4 2 0.05
13.6 0 -2.4165 -0.024165 -841 -25.23 477 4 2 0.05
13.7 0 -2.4135 -0.024135 -841 -25.23 477 4 2 0.05
13.8 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
13.9 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
14 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
14.1 0 -2.4165 -0.024165 -842 -25.26 477 4 2 0.05
14.2 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
14.3 0 -2.418 -0.02418 -841.5 -25.245 477 4 2 0.05
14.4 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
14.5 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
14.6 0 -2.418 -0.02418 -841.5 -25.245 477 4 2 0.05
14.7 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
14.8 0 -2.418 -0.02418 -841.5 -25.245 477 4 2 0.05
14.9 0 -2.418 -0.02418 -841.5 -25.245 477 4 2 0.05
15 0 -2.4195 -0.024195 -842 -25.26 477 4 2 0.05
15.1 0 -2.4165 -0.024165 -842 -25.26 477 4 2 0.05
15.2 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
15.3 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
15.4 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
15.5 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
15.6 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
15.7 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
15.8 0 -2.4195 -0.024195 -842 -25.26 477 4 2 0.05
15.9 0 -2.4165 -0.024165 -842 -25.26 477 4 2 0.05
16 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
16.1 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
16.2 0 -2.4135 -0.024135 -841.5 -25.245 477 4 2 0.05
16.3 0 -2.415 -0.02415 -841.5 -25.245 477 4 2 0.05
16.4 0 -2.415 -0.02415 -842 -25.26 477 4 2 0.05
16.5 0 -2.415 -0.02415 -842 -25.26 477 4 2 0.05
16.6 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
16.7 0 -2.4165 -0.024165 -841.5 -25.245 477 4 2 0.05
16.8 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
16.9 0 -2.4165 -0.024165 -842 -25.26 477 4 2 0.05
17 0 -2.418 -0.02418 -841.5 -25.245 477 4 2 0.05
17.1 0 -2.418 -0.02418 -842 -25.26 477 4 2 0.05
17.2 0 -2.436 -0.02436 -844 -25.32 477 4 2 0.05
17.3 0 -2.4525 -0.024525 -847.5 -25.425 477 4 2 0.05
17.4 0 -2.4675 -0.024675 -851 -25.53 477 4 2 0.05
17.5 0 -2.4945 -0.024945 -856 -25.68 477 4 2 0.05
17.6 0 -2.517 -0.02517 -862 -25.86 477 4 2 0.05
17.7 0 -2.544 -0.02544 -867 -26.01 477 4 2 0.05
17.8 0 -2.559 -0.02559 -871 -26.13 477 4 2 0.05
17.9 0 -2.5875 -0.025875 -876.5 -26.295 477 4 2 0.05
18 0 -2.6055 -0.026055 -881 -26.43 477 4 2 0.05
18.1 0 -2.6175 -0.026175 -884 -26.52 477 4 2 0.05
18.2 0 -2.6235 -0.026235 -886 -26.58 477 4 2 0.05
18.3 0 -2.628 -0.02628 -887.5 -26.625 477 4 2 0.05
18.4 0 -2.631 -0.02631 -888.5 -26.655 477 4 2 0.05
18.5 0 -2.6355 -0.026355 -889 -26.67 477 4 2 0.05
18.6 0 -2.646 -0.02646 -890.5 -26.715 477 4 2 0.05
18.7 0 -2.649 -0.02649 -892 -26.76 477 4 2 0.05
18.8 0 -2.6535 -0.026535 -892.5 -26.775 477 4 2 0.05
18.9 0 -2.67 -0.0267 -895 -26.85 477 4 2 0.05
19 0 -2.682 -0.02682 -897.5 -26.925 477 4 2 0.05
19.1 0 -2.6895 -0.026895 -899.5 -26.985 477 4 2 0.05
19.2 0 -2.697 -0.02697 -901.5 -27.045 477 4 2 0.05
19.3 0 -2.7045 -0.027045 -902.5 -27.075 477 4 2 0.05
19.4 0 -2.7105 -0.027105 -904 -27.12 477 4 2 0.05
19.5 0 -2.7165 -0.027165 -905 -27.15 477 4 2 0.05
19.6 0 -2.7255 -0.027255 -906.5 -27.195 477 4 2 0.05
19.7 0 -2.7315 -0.027315 -908 -27.24 477 4 2 0.05
19.8 0 -2.739 -0.02739 -909 -27.27 477 4 2 0.05
19.9 0 -2.7465 -0.027465 -911 -27.33 477 4 2 0.05
20 0 -2.7555 -0.027555 -913 -27.39 477 4 2 0.05
20.1 0 -2.7615 -0.027615 -913.5 -27.405 477 4 2 0.05
20.2 0 -2.763 -0.02763 -914 -27.42 477 4 2 0.05
20.3 0 -2.769 -0.02769 -915 -27.45 477 4 2 0.05
20.4 0 -2.7735 -0.027735 -916 -27.48 477 4 2 0.05
20.5 0 -2.781 -0.02781 -917 -27.51 477 4 2 0.05
20.6 0 -2.7855 -0.027855 -918 -27.54 477 4 2 0.05
20.7 0 -2.79 -0.0279 -919.5 -27.585 477 4 2 0.05
20.8 0 -2.7915 -0.027915 -920 -27.6 477 4 2 0.05
20.9 0 -2.793 -0.02793 -920.5 -27.615 477 4 2 0.05
21 0 -2.7945 -0.027945 -921 -27.63 477 4 2 0.05
21.1 0 -2.7945 -0.027945 -921 -27.63 477 4 2 0.05
21.2 0 -2.799 -0.02799 -921.5 -27.645 477 4 2 0.05
21.3 0 -2.808 -0.02808 -923 -27.69 477 4 2 0.05
21.4 0 -2.8125 -0.028125 -924 -27.72 477 4 2 0.05
21.5 0 -2.8155 -0.028155 -924 -27.72 477 4 2 0.05
21.6 0 -2.82 -0.0282 -925 -27.75 477 4 2 0.05
21.7 0 -2.829 -0.02829 -926 -27.78 477 4 2 0.05
21.8 0 -2.838 -0.02838 -927.5 -27.825 477 4 2 0.05
21.9 0 -2.844 -0.02844 -929 -27.87 477 4 2 0.05
22 0 -2.8515 -0.028515 -931 -27.93 477 4 2 0.05
22.1 0 -2.865 -0.02865 -932.5 -27.975 477 4 2 0.05
22.2 0 -2.8725 -0.028725 -934.5 -28.035 477 4 2 0.05
22.3 0 -2.874 -0.02874 -935.5 -28.065 477 4 2 0.05
22.4 0 -2.877 -0.02877 -935 -28.05 477 4 2 0.05
22.5 0 -2.886 -0.02886 -936.5 -28.095 477 4 2 0.05
22.6 0 -2.901 -0.02901 -939 -28.17 477 4 2 0.05
22.7 0 -2.913 -0.02913 -941 -28.23 477 4 2 0.05
22.8 0 -2.9175 -0.029175 -941.5 -28.245 477 4 2 0.05
22.9 0 -2.919 -0.02919 -942 -28.26 477 4 2 0.05
23 0 -2.919 -0.02919 -942 -28.26 477 4 2 0.05
23.1 0 -2.9205 -0.029205 -943 -28.29 477 4 2 0.05
23.2 0 -2.9205 -0.029205 -943.5 -28.305 477 4 2 0.05
23.3 0 -2.9205 -0.029205 -944 -28.32 477 4 2 0.05
23.4 0 -2.919 -0.02919 -944 -28.32 477 4 2 0.05
23.5 0 -2.9205 -0.029205 -942 -28.26 477 4 2 0.05
23.6 0 -2.9205 -0.029205 -944 -28.32 477 4 2 0.05
23.7 0 -2.931 -0.02931 -945.5 -28.365 477 4 2 0.05
23.8 0 -2.9475 -0.029475 -947 -28.41 477 4 2 0.05
23.9 0 -2.9595 -0.029595 -949 -28.47 477 4 2 0.05
24 0 -2.9745 -0.029745 -950 -28.5 477 4 2 0.05
24.1 0 -2.988 -0.02988 -953 -28.59 477 4 2 0.05
24.2 0 -2.9985 -0.029985 -954.5 -28.635 477 4 2 0.05
24.3 0 -3.003 -0.03003 -956 -28.68 477 4 2 0.05
24.4 0 -3.009 -0.03009 -957 -28.71 477 4 2 0.05
24.5 0 -3.015 -0.03015 -958.5 -28.755 477 4 2 0.05
24.6 0 -3.0195 -0.030195 -960.5 -28.815 477 4 2 0.05
24.7 0 -3.021 -0.03021 -960 -28.8 477 4 2 0.05
24.8 0 -3.024 -0.03024 -960.5 -28.815 477 4 2 0.05
24.9 0 -3.0225 -0.030225 -959.5 -28.785 477 4 2 0.05
25 0 -3.024 -0.03024 -961 -28.83 477 4 2 0.05
25.1 0 -3.024 -0.03024 -959.5 -28.785 477 4 2 0.05
25.2 0 -3.024 -0.03024 -959.5 -28.785 477 4 2 0.05
25.3 0 -3.024 -0.03024 -961.5 -28.845 477 4 2 0.05
25.4 0 -3.0255 -0.030255 -959.5 -28.785 477 4 2 0.05
25.5 0 -3.0225 -0.030225 -960.5 -28.815 477 4 2 0.05
25.6 0 -3.0045 -0.030045 -958.5 -28.755 477 4 2 0.05
25.7 0 -2.985 -0.02985 -958 -28.74 477 4 2 0.05
25.8 0 -2.982 -0.02982 -956.5 -28.695 477 4 2 0.05
25.9 0 -2.97 -0.0297 -956.5 -28.695 477 4 2 0.05
26 0 -2.934 -0.02934 -954 -28.62 477 4 2 0.05
26.1 0 -2.922 -0.02922 -951.5 -28.545 477 4 2 0.05
26.2 0 -2.916 -0.02916 -951 -28.53 477 4 2 0.05
26.3 0 -2.9115 -0.029115 -951 -28.53 477 4 2 0.05
26.4 0 -2.898 -0.02898 -950.5 -28.515 477 4 2 0.05
26.5 0 -2.892 -0.02892 -949 -28.47 477 4 2 0.05
26.6 0 -2.8905 -0.028905 -948 -28.44 477 4 2 0.05
26.7 0 -2.889 -0.02889 -949.5 -28.485 477 4 2 0.05
26.8 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
26.9 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
27 0 -2.889 -0.02889 -948 -28.44 477 4 2 0.05
27.1 0 -2.889 -0.02889 -948.5 -28.455 477 4 2 0.05
27.2 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
27.3 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
27.4 0 -2.889 -0.02889 -948.5 -28.455 477 4 2 0.05
27.5 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
27.6 0 -2.8905 -0.028905 -948 -28.44 477 4 2 0.05
27.7 0 -2.892 -0.02892 -948.5 -28.455 477 4 2 0.05
27.8 0 -2.889 -0.02889 -948 -28.44 477 4 2 0.05
27.9 0 -2.892 -0.02892 -948.5 -28.455 477 4 2 0.05
28 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
28.1 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
28.2 0 -2.889 -0.02889 -949.5 -28.485 477 4 2 0.05
28.3 0 -2.892 -0.02892 -949 -28.47 477 4 2 0.05
28.4 0 -2.892 -0.02892 -949.5 -28.485 477 4 2 0.05
28.5 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
28.6 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
28.7 0 -2.8905 -0.028905 -949.5 -28.485 477 4 2 0.05
28.8 0 -2.8905 -0.028905 -949.5 -28.485 477 4 2 0.05
28.9 0 -2.8905 -0.028905 -950 -28.5 477 4 2 0.05
29 0 -2.8905 -0.028905 -950 -28.5 477 4 2 0.05
29.1 0 -2.892 -0.02892 -948.5 -28.455 477 4 2 0.05
29.2 0 -2.892 -0.02892 -949 -28.47 477 4 2 0.05
29.3 0 -2.892 -0.02892 -949.5 -28.485 477 4 2 0.05
29.4 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
29.5 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
29.6 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
29.7 0 -2.8935 -0.028935 -950 -28.5 477 4 2 0.05
29.8 0 -2.892 -0.02892 -950 -28.5 477 4 2 0.05
29.9 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
30 0 -2.892 -0.02892 -950 -28.5 477 4 2 0.05
30.1 0 -2.892 -0.02892 -950 -28.5 477 4 2 0.05
30.2 0 -2.889 -0.02889 -948 -28.44 477 4 2 0.05
30.3 0 -2.8935 -0.028935 -950 -28.5 477 4 2 0.05
30.4 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
30.5 0 -2.892 -0.02892 -948 -28.44 477 4 2 0.05
30.6 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
30.7 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
30.8 0 -2.8905 -0.028905 -948 -28.44 477 4 2 0.05
30.9 0 -2.892 -0.02892 -949.5 -28.485 477 4 2 0.05
31 0 -2.892 -0.02892 -948 -28.44 477 4 2 0.05
31.1 0 -2.8905 -0.028905 -948 -28.44 477 4 2 0.05
31.2 0 -2.892 -0.02892 -949.5 -28.485 477 4 2 0.05
31.3 0 -2.8905 -0.028905 -948 -28.44 477 4 2 0.05
31.4 0 -2.8905 -0.028905 -950 -28.5 477 4 2 0.05
31.5 0 -2.892 -0.02892 -948 -28.44 477 4 2 0.05
31.6 0 -2.892 -0.02892 -948.5 -28.455 477 4 2 0.05
31.7 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
31.8 0 -2.8905 -0.028905 -948.5 -28.455 477 4 2 0.05
31.9 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
32 0 -2.889 -0.02889 -949 -28.47 477 4 2 0.05
32.1 0 -2.8905 -0.028905 -949 -28.47 477 4 2 0.05
32.2 0 -2.817 -0.02817 -944 -28.32 477 4 2 0.05
32.3 0 -2.7165 -0.027165 -933 -27.99 477 4 2 0.05
32.4 0 -2.625 -0.02625 -921 -27.63 477 4 2 0.05
32.5 0 -2.5515 -0.025515 -910.5 -27.315 477 4 2 0.05
32.6 0 -2.475 -0.02475 -899.5 -26.985 477 4 2 0.05
32.7 0 -2.403 -0.02403 -888 -26.64 477 4 2 0.05
32.8 0 -2.337 -0.02337 -876 -26.28 477 4 2 0.05
32.9 0 -2.256 -0.02256 -862 -25.86 477 4 2 0.05
33 0 -2.1765 -0.021765 -847.5 -25.425 477 4 2 0.05
33.1 0 -2.106 -0.02106 -831 -24.93 477 4 2 0.05
33.2 0 -2.0205 -0.020205 -813 -24.39 477 4 2 0.05
33.3 0 -1.9515 -0.019515 -796 -23.88 477 4 2 0.05
33.4 0 -1.887 -0.01887 -779 -23.37 477 4 2 0.05
33.5 0 -1.851 -0.01851 -767.5 -23.025 477 4 2 0.05
33.6 0 -1.836 -0.01836 -761 -22.83 477 4 2 0.05
33.7 0 -1.773 -0.01773 -749 -22.47 477 4 2 0.05
33.8 0 -1.671 -0.01671 -725 -21.75 477 4 2 0.05
33.9 0 -1.6095 -0.016095 -706 -21.18 477 4 2 0.05
34 0 -1.5915 -0.015915 -695 -20.85 477 4 2 0.05
34.1 0 -1.593 -0.01593 -691 -20.73 477 4 2 0.05
34.2 0 -1.5915 -0.015915 -689 -20.67 477 4 2 0.05
34.3 0 -1.5915 -0.015915 -689 -20.67 477 4 2 0.05
34.4 0 -1.5915 -0.015915 -689 -20.67 477 4 2 0.05
34.5 0 -1.5645 -0.015645 -685 -20.55 477 4 2 0.05
34.6 0 -1.4895 -0.014895 -669 -20.07 477 4 2 0.05
34.7 0 -1.458 -0.01458 -656.5 -19.695 477 4 2 0.05
34.8 0 -1.41 -0.0141 -643.5 -19.305 477 4 2 0.05
34.9 0 -1.3575 -0.013575 -628.5 -18.855 477 4 2 0.05
35 0 -1.3215 -0.013215 -616 -18.48 477 4 2 0.05
35.1 0 -1.2735 -0.012735 -601.5 -18.045 477 4 2 0.05
35.2 0 -1.2165 -0.012165 -583.5 -17.505 477 4 2 0.05
35.3 0 -1.155 -0.01155 -565 -16.95 477 4 2 0.05
35.4 0 -1.1205 -0.011205 -552.5 -16.575 477 4 2 0.05
35.5 0 -1.0755 -0.010755 -537 -16.11 477 4 2 0.05
35.6 0 -1.017 -0.01017 -518.5 -15.555 477 4 2 0.05
35.7 0 -0.9555 -0.009555 -499 -14.97 477 4 2 0.05
35.8 0 -0.9 -0.009 -478 -14.34 477 4 2 0.05
35.9 0 -0.8505 -0.008505 -459.5 -13.785 477 4 2 0.05
36 0 -0.8175 -0.008175 -446 -13.38 477 4 2 0.05
36.1 0 -0.7725 -0.007725 -429 -12.87 477 4 2 0.05
36.2 0 -0.7215 -0.007215 -409.5 -12.285 477 4 2 0.05
36.3 0 -0.684 -0.00684 -394 -11.82 477 4 2 0.05
36.4 0 -0.636 -0.00636 -376 -11.28 477 4 2 0.05
36.5 0 -0.558 -0.00558 -348 -10.44 477 4 2 0.05
36.6 0 -0.462 -0.00462 -308 -9.24 477 4 2 0.05
36.7 0 -0.399 -0.00399 -278.5 -8.355 477 4 2 0.05
36.8 0 -0.3375 -0.003375 -249.5 -7.485 477 4 2 0.05
36.9 0 -0.2835 -0.002835 -224 -6.72 477 4 2 0.05
37 0 -0.24 -0.0024 -201 -6.03 477 4 2 0.05
37.1 0 -0.18 -0.0018 -174 -5.22 477 4 2 0.05
37.2 0 -0.1245 -0.001245 -147.5 -4.425 477 4 2 0.05
37.3 0 -0.066 -0.00066 -118.5 -3.555 477 4 2 0.05
37.4 0 -0.024 -0.00024 -97 -2.91 477 4 2 0.05
37.5 0 0 0 -79.5 -2.385 477 4 2 0.05
37.6 0 0.0015 1.5E-05 -73.5 -2.205 477 4 2 0.05
37.7 0 0 0 -70.5 -2.115 477 4 2 0.05
37.8 0 0 0 -69 -2.07 477 4 2 0.05
37.9 0 0 0 -68 -2.04 477 4 2 0.05
38 0 -0.0015 -1.5E-05 -67.5 -2.025 477 4 2 0.05
38.1 0 0 0 -67 -2.01 477 4 2 0.05
38.2 0 0 0 -66.5 -1.995 477 4 2 0.05
38.3 0 0 0 -66.5 -1.995 477 4 2 0.05
38.4 0 0 0 -66.5 -1.995 477 4 2 0.05
38.5 0 0 0 -66.5 -1.995 477 4 2 0.05
38.6 0 0 0 -66 -1.98 477 4 2 0.05
38.7 0 0 0 -66 -1.98 477 4 2 0.05
38.8 0 0 0 -66 -1.98 477 4 2 0.05
38.9 0 0.003 3E-05 -66 -1.98 477 4 2 0.05
39 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
39.1 0 0 0 -66 -1.98 477 4 2 0.05
39.2 0 0 0 -65.5 -1.965 477 4 2 0.05
