#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
126.4 0 0.234 0.00234 199 5.97 477 4 2 0.05
126.5 0 0.135 0.00135 150.5 4.515 477 4 2 0.05
126.6 0 0.0525 0.000525 109.5 3.285 477 4 2 0.05
126.7 0 0.0045 4.5E-05 80.5 2.415 477 4 2 0.05
126.8 0 -0.0015 -1.5E-05 67 2.01 477 4 2 0.05
126.9 0 0.0015 1.5E-05 61.5 1.845 477 4 2 0.05
127 0 0.0015 1.5E-05 58.5 1.755 477 4 2 0.05
127.1 0 0 0 57 1.71 477 4 2 0.05
127.2 0 0 0 56 1.68 477 4 2 0.05
127.3 0 -0.0015 -1.5E-05 55 1.65 477 4 2 0.05
127.4 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
127.5 0 0 0 54.5 1.635 477 4 2 0.05
127.6 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
127.7 0 0 0 54 1.62 477 4 2 0.05
127.8 0 -0.0015 -1.5E-05 54 1.62 477 4 2 0.05
127.9 0 0 0 53.5 1.605 477 4 2 0.05
128 0 0.003 3E-05 53.5 1.605 477 4 2 0.05
128.1 0 0.0015 1.5E-05 53.5 1.605 477 4 2 0.05
128.2 0 0.0015 1.5E-05 53.5 1.605 477 4 2 0.05
128.3 0 0 0 53.5 1.605 477 4 2 0.05
128.4 0 0 0 53.5 1.605 477 4 2 0.05
128.5 0 0 0 53.5 1.605 477 4 2 0.05
128.6 0 0 0 53.5 1.605 477 4 2 0.05
128.7 0 0 0 53.5 1.605 477 4 2 0.05
128.8 0 0 0 53.5 1.605 477 4 2 0.05
128.9 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
129 0 0 0 53.5 1.605 477 4 2 0.05
129.1 0 -0.0015 -1.5E-05 53.5 1.605 477 4 2 0.05
129.2 0 -0.0015 -1.5E-05 53.5 1.605 477 4 2 0.05
129.3 0 0.0015 1.5E-05 53.5 1.605 477 4 2 0.05
129.4 0 0.003 3E-05 53.5 1.605 477 4 2 0.05
129.5 0 0 0 53.5 1.605 477 4 2 0.05
129.6 0 0 0 53.5 1.605 477 4 2 0.05
129.7 0 0 0 53.5 1.605 477 4 2 0.05
129.8 0 0 0 53.5 1.605 477 4 2 0.05
129.9 0 -0.0285 -0.000285 49 1.47 477 4 2 0.05
130 0 -0.0705 -0.000705 36 1.08 477 4 2 0.05
130.1 0 -0.1185 -0.001185 17.5 0.525 477 4 2 0.05
130.2 0 -0.165 -0.00165 -4.5 -0.135 477 4 2 0.05
130.3 0 -0.237 -0.00237 -34.5 -1.035 477 4 2 0.05
130.4 0 -0.2925 -0.002925 -62 -1.86 477 4 2 0.05
130.5 0 -0.357 -0.00357 -90 -2.7 477 4 2 0.05
130.6 0 -0.438 -0.00438 -122.5 -3.675 477 4 2 0.05
130.7 0 -0.522 -0.00522 -158.5 -4.755 477 4 2 0.05
130.8 0 -0.576 -0.00576 -186 -5.58 477 4 2 0.05
130.9 0 -0.6345 -0.006345 -212.5 -6.375 477 4 2 0.05
131 0 -0.7035 -0.007035 -240.5 -7.215 477 4 2 0.05
131.1 0 -0.7785 -0.007785 -272 -8.16 477 4 2 0.05
131.2 0 -0.825 -0.00825 -296 -8.88 477 4 2 0.05
131.3 0 -0.882 -0.00882 -320 -9.6 477 4 2 0.05
131.4 0 -0.9585 -0.009585 -348 -10.44 477 4 2 0.05
131.5 0 -1.065 -0.01065 -386 -11.58 477 4 2 0.05
131.6 0 -1.164 -0.01164 -424 -12.72 477 4 2 0.05
131.7 0 -1.266 -0.01266 -462.5 -13.875 477 4 2 0.05
131.8 0 -1.3635 -0.013635 -499.5 -14.985 477 4 2 0.05
131.9 0 -1.455 -0.01455 -534 -16.02 477 4 2 0.05
132 0 -1.5615 -0.015615 -569.5 -17.085 477 4 2 0.05
132.1 0 -1.6875 -0.016875 -609.5 -18.285 477 4 2 0.05
132.2 0 -1.845 -0.01845 -655 -19.65 477 4 2 0.05
132.3 0 -2.0265 -0.020265 -705.5 -21.165 477 4 2 0.05
132.4 0 -2.2155 -0.022155 -758 -22.74 477 4 2 0.05
132.5 0 -2.391 -0.02391 -806.5 -24.195 477 4 2 0.05
132.6 0 -2.5485 -0.025485 -848 -25.44 477 4 2 0.05
132.7 0 -2.703 -0.02703 -884.5 -26.535 477 4 2 0.05
132.8 0 -2.8605 -0.028605 -918 -27.54 477 4 2 0.05
132.9 0 -2.9265 -0.029265 -937 -28.11 477 4 2 0.05
133 0 -2.961 -0.02961 -948.5 -28.455 477 4 2 0.05
133.1 0 -2.979 -0.02979 -951 -28.53 477 4 2 0.05
133.2 0 -2.9865 -0.029865 -955 -28.65 477 4 2 0.05
133.3 0 -2.9895 -0.029895 -956 -28.68 477 4 2 0.05
133.4 0 -2.9895 -0.029895 -956 -28.68 477 4 2 0.05
133.5 0 -2.9925 -0.029925 -955 -28.65 477 4 2 0.05
133.6 0 -2.994 -0.02994 -956.5 -28.695 477 4 2 0.05
133.7 0 -2.9955 -0.029955 -956.5 -28.695 477 4 2 0.05
133.8 0 -2.994 -0.02994 -955.5 -28.665 477 4 2 0.05
133.9 0 -2.994 -0.02994 -956 -28.68 477 4 2 0.05
134 0 -2.9955 -0.029955 -957 -28.71 477 4 2 0.05
134.1 0 -2.9955 -0.029955 -956.5 -28.695 477 4 2 0.05
134.2 0 -2.994 -0.02994 -957.5 -28.725 477 4 2 0.05
134.3 0 -2.994 -0.02994 -956 -28.68 477 4 2 0.05
134.4 0 -2.997 -0.02997 -956.5 -28.695 477 4 2 0.05
134.5 0 -2.9955 -0.029955 -956 -28.68 477 4 2 0.05
134.6 0 -2.9955 -0.029955 -956 -28.68 477 4 2 0.05
134.7 0 -2.9955 -0.029955 -957 -28.71 477 4 2 0.05
134.8 0 -2.9955 -0.029955 -956.5 -28.695 477 4 2 0.05
134.9 0 -2.9955 -0.029955 -956.5 -28.695 477 4 2 0.05
135 0 -2.997 -0.02997 -956 -28.68 477 4 2 0.05
135.1 0 -2.997 -0.02997 -957.5 -28.725 477 4 2 0.05
135.2 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
135.3 0 -2.997 -0.02997 -957 -28.71 477 4 2 0.05
135.4 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
135.5 0 -2.997 -0.02997 -958 -28.74 477 4 2 0.05
135.6 0 -2.9985 -0.029985 -957.5 -28.725 477 4 2 0.05
135.7 0 -2.9955 -0.029955 -957.5 -28.725 477 4 2 0.05
135.8 0 -2.997 -0.02997 -957 -28.71 477 4 2 0.05
135.9 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
136 0 -2.9865 -0.029865 -957.5 -28.725 477 4 2 0.05
136.1 0 -2.9865 -0.029865 -956.5 -28.695 477 4 2 0.05
136.2 0 -2.988 -0.02988 -957 -28.71 477 4 2 0.05
136.3 0 -2.985 -0.02985 -956 -28.68 477 4 2 0.05
136.4 0 -2.988 -0.02988 -956 -28.68 477 4 2 0.05
136.5 0 -2.988 -0.02988 -957 -28.71 477 4 2 0.05
136.6 0 -2.985 -0.02985 -955.5 -28.665 477 4 2 0.05
136.7 0 -2.9865 -0.029865 -957 -28.71 477 4 2 0.05
136.8 0 -2.988 -0.02988 -955.5 -28.665 477 4 2 0.05
136.9 0 -2.9895 -0.029895 -956 -28.68 477 4 2 0.05
137 0 -2.9895 -0.029895 -957.5 -28.725 477 4 2 0.05
137.1 0 -2.991 -0.02991 -957 -28.71 477 4 2 0.05
137.2 0 -2.9895 -0.029895 -957.5 -28.725 477 4 2 0.05
137.3 0 -2.988 -0.02988 -956 -28.68 477 4 2 0.05
137.4 0 -2.988 -0.02988 -956 -28.68 477 4 2 0.05
137.5 0 -2.9895 -0.029895 -957.5 -28.725 477 4 2 0.05
137.6 0 -2.991 -0.02991 -957 -28.71 477 4 2 0.05
137.7 0 -2.9895 -0.029895 -955.5 -28.665 477 4 2 0.05
137.8 0 -2.991 -0.02991 -956 -28.68 477 4 2 0.05
137.9 0 -2.9895 -0.029895 -956 -28.68 477 4 2 0.05
138 0 -2.9895 -0.029895 -957 -28.71 477 4 2 0.05
138.1 0 -2.988 -0.02988 -956 -28.68 477 4 2 0.05
138.2 0 -2.9895 -0.029895 -957 -28.71 477 4 2 0.05
138.3 0 -2.9895 -0.029895 -957 -28.71 477 4 2 0.05
138.4 0 -2.9895 -0.029895 -957.5 -28.725 477 4 2 0.05
138.5 0 -2.991 -0.02991 -957.5 -28.725 477 4 2 0.05
138.6 0 -2.9895 -0.029895 -957.5 -28.725 477 4 2 0.05
138.7 0 -2.916 -0.02916 -952.5 -28.575 477 4 2 0.05
138.8 0 -2.7975 -0.027975 -941.5 -28.245 477 4 2 0.05
138.9 0 -2.6835 -0.026835 -928.5 -27.855 477 4 2 0.05
139 0 -2.5455 -0.025455 -911.5 -27.345 477 4 2 0.05
139.1 0 -2.409 -0.02409 -892 -26.76 477 4 2 0.05
139.2 0 -2.2725 -0.022725 -868.5 -26.055 477 4 2 0.05
139.3 0 -2.154 -0.02154 -845.5 -25.365 477 4 2 0.05
139.4 0 -2.04 -0.0204 -821 -24.63 477 4 2 0.05
139.5 0 -1.9365 -0.019365 -797 -23.91 477 4 2 0.05
139.6 0 -1.8285 -0.018285 -771 -23.13 477 4 2 0.05
139.7 0 -1.737 -0.01737 -745 -22.35 477 4 2 0.05
139.8 0 -1.635 -0.01635 -719 -21.57 477 4 2 0.05
139.9 0 -1.5555 -0.015555 -694 -20.82 477 4 2 0.05
140 0 -1.476 -0.01476 -670 -20.1 477 4 2 0.05
140.1 0 -1.392 -0.01392 -645 -19.35 477 4 2 0.05
140.2 0 -1.3065 -0.013065 -619.5 -18.585 477 4 2 0.05
140.3 0 -1.2405 -0.012405 -596.5 -17.895 477 4 2 0.05
140.4 0 -1.1565 -0.011565 -570.5 -17.115 477 4 2 0.05
140.5 0 -1.08 -0.0108 -544 -16.32 477 4 2 0.05
140.6 0 -0.9795 -0.009795 -513 -15.39 477 4 2 0.05
140.7 0 -0.8835 -0.008835 -479.5 -14.385 477 4 2 0.05
140.8 0 -0.7725 -0.007725 -440 -13.2 477 4 2 0.05
140.9 0 -0.6885 -0.006885 -404.5 -12.135 477 4 2 0.05
141 0 -0.57 -0.0057 -359.5 -10.785 477 4 2 0.05
141.1 0 -0.45 -0.0045 -309 -9.27 477 4 2 0.05
141.2 0 -0.3465 -0.003465 -261 -7.83 477 4 2 0.05
141.3 0 -0.2265 -0.002265 -207 -6.21 477 4 2 0.05
141.4 0 -0.117 -0.00117 -154.5 -4.635 477 4 2 0.05
141.5 0 -0.0405 -0.000405 -114.5 -3.435 477 4 2 0.05
141.6 0 0 0 -87.5 -2.625 477 4 2 0.05
141.7 0 0 0 -76.5 -2.295 477 4 2 0.05
141.8 0 0 0 -71.5 -2.145 477 4 2 0.05
141.9 0 0 0 -69 -2.07 477 4 2 0.05
142 0 0 0 -67.5 -2.025 477 4 2 0.05
142.1 0 0.0015 1.5E-05 -66.5 -1.995 477 4 2 0.05
142.2 0 0 0 -65.5 -1.965 477 4 2 0.05
142.3 0 0 0 -65.5 -1.965 477 4 2 0.05
142.4 0 0 0 -65 -1.95 477 4 2 0.05
142.5 0 0 0 -65 -1.95 477 4 2 0.05
142.6 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
142.7 0 0 0 -64.5 -1.935 477 4 2 0.05
142.8 0 -0.0015 -1.5E-05 -64.5 -1.935 477 4 2 0.05
142.9 0 0 0 -64.5 -1.935 477 4 2 0.05
143 0 -0.0015 -1.5E-05 -64.5 -1.935 477 4 2 0.05
143.1 0 0 0 -64.5 -1.935 477 4 2 0.05
143.2 0 0 0 -64.5 -1.935 477 4 2 0.05
143.3 0 0 0 -64.5 -1.935 477 4 2 0.05
143.4 0 0 0 -64.5 -1.935 477 4 2 0.05
143.5 0 0 0 -64.5 -1.935 477 4 2 0.05
143.6 0 0 0 -64 -1.92 477 4 2 0.05
143.7 0 -0.0015 -1.5E-05 -64.5 -1.935 477 4 2 0.05
143.8 0 0 0 -64 -1.92 477 4 2 0.05
143.9 0 0 0 -64 -1.92 477 4 2 0.05
144 0 0 0 -64.5 -1.935 477 4 2 0.05
144.1 0 0 0 -64.5 -1.935 477 4 2 0.05
144.2 0 0 0 -64 -1.92 477 4 2 0.05
144.3 0 0 0 -64 -1.92 477 4 2 0.05
144.4 0 0.0015 1.5E-05 -64.5 -1.935 477 4 2 0.05
144.5 0 0.003 3E-05 -64.5 -1.935 477 4 2 0.05
144.6 0 0.0015 1.5E-05 -64 -1.92 477 4 2 0.05
144.7 0 -0.0015 -1.5E-05 -64 -1.92 477 4 2 0.05
144.8 0 0 0 -64.5 -1.935 477 4 2 0.05
144.9 0 0 0 -64.5 -1.935 477 4 2 0.05
145 0 0 0 -64 -1.92 477 4 2 0.05
145.1 0 0.0015 1.5E-05 -64.5 -1.935 477 4 2 0.05
145.2 0 0.003 3E-05 -64.5 -1.935 477 4 2 0.05
145.3 0 0 0 -64 -1.92 477 4 2 0.05
145.4 0 0 0 -64 -1.92 477 4 2 0.05
145.5 0 0.0015 1.5E-05 -64 -1.92 477 4 2 0.05
145.6 0 0 0 -64.5 -1.935 477 4 2 0.05
145.7 0 0 0 -64 -1.92 477 4 2 0.05
145.8 0 0 0 -64 -1.92 477 4 2 0.05
145.9 0 0 0 -64.5 -1.935 477 4 2 0.05
146 0 0 0 -64 -1.92 477 4 2 0.05
146.1 0 0 0 -64 -1.92 477 4 2 0.05
146.2 0 0.0015 1.5E-05 -64.5 -1.935 477 4 2 0.05
146.3 0 0 0 -64.5 -1.935 477 4 2 0.05
146.4 0 0 0 -64 -1.92 477 4 2 0.05
146.5 0 0 0 -64.5 -1.935 477 4 2 0.05
146.6 0 0 0 -64 -1.92 477 4 2 0.05
146.7 0 0 0 -64.5 -1.935 477 4 2 0.05
146.8 0 0.003 3E-05 -64.5 -1.935 477 4 2 0.05
146.9 0 0 0 -64 -1.92 477 4 2 0.05
