#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
42.6 0 0 0 -67 -2.01 477 4 2 0.05
42.7 0 0 0 -67 -2.01 477 4 2 0.05
42.8 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
42.9 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.1 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.2 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.3 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.4 0 0 0 -67 -2.01 477 4 2 0.05
43.5 0 0 0 -67 -2.01 477 4 2 0.05
43.6 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.7 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
43.8 0 0 0 -67 -2.01 477 4 2 0.05
43.9 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
44 0 -0.0285 -0.000285 -61 -1.83 477 4 2 0.05
44.1 0 -66 -0.66 -45 -1.35 477 4 2 0.05
44.2 0 -105 -1.05 -27.5 -0.825 477 4 2 0.05
44.3 0 -117 -1.17 -18.5 -0.555 477 4 2 0.05
44.4 0 -0.12 -0.0012 -14.5 -0.435 477 4 2 0.05
44.5 0 -0.1335 -0.001335 -10 -0.3 477 4 2 0.05
44.6 0 -0.1545 -0.001545 -1 -0.03 477 4 2 0.05
44.7 0 -165 -1.65 5.5 0.165 477 4 2 0.05
44.8 0 -0.1755 -0.001755 11.5 0.345 477 4 2 0.05
44.9 0 -0.1815 -0.001815 15 0.45 477 4 2 0.05
45 0 -0.1875 -0.001875 19 0.57 477 4 2 0.05
45.1 0 -0.2115 -0.002115 28 0.84 477 4 2 0.05
45.2 0 -0.2235 -0.002235 34.5 1.035 477 4 2 0.05
45.3 0 -0.2265 -0.002265 38 1.14 477 4 2 0.05
45.4 0 -228 -2.28 39.5 1.185 477 4 2 0.05
45.5 0 -0.24 -0.0024 43 1.29 477 4 2 0.05
45.6 0 -0.2475 -0.002475 48 1.44 477 4 2 0.05
45.7 0 -258 -2.58 51.5 1.545 477 4 2 0.05
45.8 0 -0.2835 -0.002835 61.5 1.845 477 4 2 0.05
45.9 0 -0.3 -3 69.5 2.085 477 4 2 0.05
46 0 -0.3225 -0.003225 79 2.37 477 4 2 0.05
46.1 0 -0.3405 -0.003405 87.5 2.625 477 4 2 0.05
46.2 0 -378 -3.78 102.5 3.075 477 4 2 0.05
46.3 0 -405 -4.05 114.5 3.435 477 4 2 0.05
46.4 0 -0.4125 -0.004125 122.5 3.675 477 4 2 0.05
46.5 0 -0.4275 -0.004275 128 3.84 477 4 2 0.05
46.6 0 -444 -4.44 136 4.08 477 4 2 0.05
46.7 0 -0.4725 -0.004725 146.5 4.395 477 4 2 0.05
46.8 0 -0.5085 -0.005085 162 4.86 477 4 2 0.05
46.9 0 -558 -5.58 181.5 5.445 477 4 2 0.05
47 0 -0.5865 -0.005865 197 5.91 477 4 2 0.05
47.1 0 -0.5985 -0.005985 205.5 6.165 477 4 2 0.05
47.2 0 -609 -6.09 211.5 6.345 477 4 2 0.05
47.3 0 -0.6225 -0.006225 217.5 6.525 477 4 2 0.05
47.4 0 -0.6525 -0.006525 227.5 6.825 477 4 2 0.05
47.5 0 -0.6855 -0.006855 242.5 7.275 477 4 2 0.05
47.6 0 -0.7125 -0.007125 255 7.65 477 4 2 0.05
47.7 0 -729 -7.29 264 7.92 477 4 2 0.05
47.8 0 -747 -7.47 272 8.16 477 4 2 0.05
47.9 0 -0.7635 -0.007635 280 8.4 477 4 2 0.05
48 0 -0.7845 -0.007845 289.5 8.685 477 4 2 0.05
48.1 0 -804 -8.04 298.5 8.955 477 4 2 0.05
48.2 0 -0.8385 -0.008385 311 9.33 477 4 2 0.05
48.3 0 -0.8625 -0.008625 321 9.63 477 4 2 0.05
48.4 0 -0.8895 -0.008895 332.5 9.975 477 4 2 0.05
48.5 0 -0.9135 -0.009135 344 10.32 477 4 2 0.05
48.6 0 -948 -9.48 357 10.71 477 4 2 0.05
48.7 0 -993 -9.93 372 11.16 477 4 2 0.05
48.8 0 -1.0275 -0.010275 386.5 11.595 477 4 2 0.05
48.9 0 -1062 -10.62 402 12.06 477 4 2 0.05
49 0 -1.0995 -0.010995 416 12.48 477 4 2 0.05
49.1 0 -1128 -11.28 429 12.87 477 4 2 0.05
49.2 0 -1.1655 -0.011655 443.5 13.305 477 4 2 0.05
49.3 0 -1212 -12.12 459.5 13.785 477 4 2 0.05
49.4 0 -1254 -12.54 475 14.25 477 4 2 0.05
49.5 0 -1284 -12.84 489.5 14.685 477 4 2 0.05
49.6 0 -1.2945 -0.012945 496.5 14.895 477 4 2 0.05
49.7 0 -1.3155 -0.013155 504.5 15.135 477 4 2 0.05
49.8 0 -1326 -13.26 510 15.3 477 4 2 0.05
49.9 0 -1.3365 -0.013365 514.5 15.435 477 4 2 0.05
50 0 -1365 -13.65 523.5 15.705 477 4 2 0.05
50.1 0 -1.41 -0.0141 535.5 16.065 477 4 2 0.05
50.2 0 -1461 -14.61 551.5 16.545 477 4 2 0.05
50.3 0 -1494 -14.94 564 16.92 477 4 2 0.05
50.4 0 -1515 -15.15 573 17.19 477 4 2 0.05
50.5 0 -1.5405 -0.015405 582 17.46 477 4 2 0.05
50.6 0 -1.5525 -0.015525 588 17.64 477 4 2 0.05
50.7 0 -1581 -15.81 596.5 17.895 477 4 2 0.05
50.8 0 -1623 -16.23 608 18.24 477 4 2 0.05
50.9 0 -1.6755 -0.016755 622.5 18.675 477 4 2 0.05
51 0 -1731 -17.31 638.5 19.155 477 4 2 0.05
51.1 0 -1779 -17.79 653.5 19.605 477 4 2 0.05
51.2 0 -1.8465 -0.018465 672 20.16 477 4 2 0.05
51.3 0 -1908 -19.08 689 20.67 477 4 2 0.05
51.4 0 -1965 -19.65 706.5 21.195 477 4 2 0.05
51.5 0 -2.0115 -0.020115 721 21.63 477 4 2 0.05
51.6 0 -2046 -20.46 732.5 21.975 477 4 2 0.05
51.7 0 -2.0625 -0.020625 740 22.2 477 4 2 0.05
51.8 0 -2.0715 -0.020715 744 22.32 477 4 2 0.05
51.9 0 -2.0775 -0.020775 747 22.41 477 4 2 0.05
52 0 -2085 -20.85 749 22.47 477 4 2 0.05
52.1 0 -2088 -20.88 750 22.5 477 4 2 0.05
52.2 0 -2.0895 -0.020895 750.5 22.515 477 4 2 0.05
52.3 0 -2.0895 -0.020895 751 22.53 477 4 2 0.05
52.4 0 -2.0895 -0.020895 751.5 22.545 477 4 2 0.05
52.5 0 -2091 -20.91 752 22.56 477 4 2 0.05
52.6 0 -2.0925 -0.020925 752 22.56 477 4 2 0.05
52.7 0 -2091 -20.91 752 22.56 477 4 2 0.05
52.8 0 -2.0925 -0.020925 752 22.56 477 4 2 0.05
52.9 0 -2.0925 -0.020925 752.5 22.575 477 4 2 0.05
53 0 -2.0925 -0.020925 752 22.56 477 4 2 0.05
53.1 0 -2.0925 -0.020925 752 22.56 477 4 2 0.05
53.2 0 -2091 -20.91 752.5 22.575 477 4 2 0.05
53.3 0 -2.0925 -0.020925 752.5 22.575 477 4 2 0.05
53.4 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
53.5 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
53.6 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
53.7 0 -2.0955 -0.020955 752.5 22.575 477 4 2 0.05
53.8 0 -2.0925 -0.020925 752.5 22.575 477 4 2 0.05
53.9 0 -2094 -20.94 753 22.59 477 4 2 0.05
54 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
54.1 0 -2094 -20.94 753 22.59 477 4 2 0.05
54.2 0 -2.0925 -0.020925 753 22.59 477 4 2 0.05
54.3 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
54.4 0 -2094 -20.94 752.5 22.575 477 4 2 0.05
54.5 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
54.6 0 -2.0925 -0.020925 752.5 22.575 477 4 2 0.05
54.7 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
54.8 0 -2097 -20.97 753 22.59 477 4 2 0.05
54.9 0 -2094 -20.94 753.5 22.605 477 4 2 0.05
55 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
55.1 0 -2094 -20.94 753 22.59 477 4 2 0.05
55.2 0 -2094 -20.94 753 22.59 477 4 2 0.05
55.3 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
55.4 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
55.5 0 -2097 -20.97 753 22.59 477 4 2 0.05
55.6 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
55.7 0 -2094 -20.94 753 22.59 477 4 2 0.05
55.8 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
55.9 0 -2.0985 -0.020985 753.5 22.605 477 4 2 0.05
56 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
56.1 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
56.2 0 -2097 -20.97 753 22.59 477 4 2 0.05
56.3 0 -2.0985 -0.020985 753.5 22.605 477 4 2 0.05
56.4 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
56.5 0 -2.0955 -0.020955 753 22.59 477 4 2 0.05
56.6 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
56.7 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
56.8 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
56.9 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
57 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
57.1 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
57.2 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
57.3 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
57.4 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
57.5 0 -2.0985 -0.020985 753.5 22.605 477 4 2 0.05
57.6 0 -2097 -20.97 753.5 22.605 477 4 2 0.05
57.7 0 -2.0955 -0.020955 753.5 22.605 477 4 2 0.05
57.8 0 -2097 -20.97 754 22.62 477 4 2 0.05
57.9 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
58 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
58.1 0 -2097 -20.97 754 22.62 477 4 2 0.05
58.2 0 -2.0955 -0.020955 754 22.62 477 4 2 0.05
58.3 0 -2097 -20.97 754 22.62 477 4 2 0.05
58.4 0 -2097 -20.97 754 22.62 477 4 2 0.05
58.5 0 -2097 -20.97 754 22.62 477 4 2 0.05
58.6 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
58.7 0 -2097 -20.97 754 22.62 477 4 2 0.05
58.8 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
58.9 0 -2.1 -21 754 22.62 477 4 2 0.05
59 0 -2.0985 -0.020985 754.5 22.635 477 4 2 0.05
59.1 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
59.2 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
59.3 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
59.4 0 -2.1 -21 754 22.62 477 4 2 0.05
59.5 0 -2.1 -21 754 22.62 477 4 2 0.05
59.6 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
59.7 0 -2.1 -21 754 22.62 477 4 2 0.05
59.8 0 -2.1 -21 754 22.62 477 4 2 0.05
59.9 0 -2.1 -21 754 22.62 477 4 2 0.05
60 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
60.1 0 -2.0985 -0.020985 754 22.62 477 4 2 0.05
60.2 0 -2.0985 -0.020985 754.5 22.635 477 4 2 0.05
60.3 0 -2097 -20.97 754 22.62 477 4 2 0.05
60.4 0 -2.0745 -0.020745 752 22.56 477 4 2 0.05
60.5 0 -2.0505 -0.020505 750 22.5 477 4 2 0.05
60.6 0 -2.01 -0.0201 745 22.35 477 4 2 0.05
60.7 0 -1989 -19.89 741.5 22.245 477 4 2 0.05
60.8 0 -1.9815 -0.019815 740 22.2 477 4 2 0.05
60.9 0 -1977 -19.77 738.5 22.155 477 4 2 0.05
61 0 -1962 -19.62 737 22.11 477 4 2 0.05
61.1 0 -1.9455 -0.019455 734.5 22.035 477 4 2 0.05
61.2 0 -1.9245 -0.019245 731 21.93 477 4 2 0.05
61.3 0 -1911 -19.11 728 21.84 477 4 2 0.05
61.4 0 -1896 -18.96 726 21.78 477 4 2 0.05
61.5 0 -1.8855 -0.018855 724 21.72 477 4 2 0.05
61.6 0 -1875 -18.75 722 21.66 477 4 2 0.05
61.7 0 -1.8585 -0.018585 719.5 21.585 477 4 2 0.05
61.8 0 -1.8405 -0.018405 716 21.48 477 4 2 0.05
61.9 0 -1827 -18.27 713 21.39 477 4 2 0.05
62 0 -1.8165 -0.018165 711 21.33 477 4 2 0.05
62.1 0 -1812 -18.12 710 21.3 477 4 2 0.05
62.2 0 -1806 -18.06 709 21.27 477 4 2 0.05
62.3 0 -1803 -18.03 708 21.24 477 4 2 0.05
62.4 0 -1.7805 -0.017805 704.5 21.135 477 4 2 0.05
62.5 0 -1.7535 -0.017535 700 21 477 4 2 0.05
62.6 0 -1.7295 -0.017295 694.5 20.835 477 4 2 0.05
62.7 0 -1.7085 -0.017085 690 20.7 477 4 2 0.05
62.8 0 -1.6995 -0.016995 687 20.61 477 4 2 0.05
62.9 0 -1698 -16.98 685.5 20.565 477 4 2 0.05
63 0 -1689 -16.89 684 20.52 477 4 2 0.05
63.1 0 -1.6815 -0.016815 682.5 20.475 477 4 2 0.05
63.2 0 -1.6695 -0.016695 680.5 20.415 477 4 2 0.05
63.3 0 -1662 -16.62 678 20.34 477 4 2 0.05
63.4 0 -1.6485 -0.016485 675.5 20.265 477 4 2 0.05
63.5 0 -1635 -16.35 672 20.16 477 4 2 0.05
63.6 0 -1.6215 -0.016215 669 20.07 477 4 2 0.05
63.7 0 -1.6125 -0.016125 666.5 19.995 477 4 2 0.05
63.8 0 -1578 -15.78 660.5 19.815 477 4 2 0.05
63.9 0 -1557 -15.57 655.5 19.665 477 4 2 0.05
64 0 -1.5375 -0.015375 649.5 19.485 477 4 2 0.05
64.1 0 -1515 -15.15 644 19.32 477 4 2 0.05
64.2 0 -1.5015 -0.015015 639 19.17 477 4 2 0.05
64.3 0 -1.4955 -0.014955 636.5 19.095 477 4 2 0.05
64.4 0 -1467 -14.67 631 18.93 477 4 2 0.05
64.5 0 -1.4355 -0.014355 623 18.69 477 4 2 0.05
64.6 0 -1413 -14.13 616 18.48 477 4 2 0.05
64.7 0 -1401 -14.01 612 18.36 477 4 2 0.05
64.8 0 -1.3905 -0.013905 608 18.24 477 4 2 0.05
64.9 0 -1.3755 -0.013755 604 18.12 477 4 2 0.05
65 0 -1.3515 -0.013515 598.5 17.955 477 4 2 0.05
65.1 0 -1.3125 -0.013125 589.5 17.685 477 4 2 0.05
65.2 0 -1.2735 -0.012735 577.5 17.325 477 4 2 0.05
65.3 0 -1257 -12.57 570.5 17.115 477 4 2 0.05
65.4 0 -1254 -12.54 568 17.04 477 4 2 0.05
65.5 0 -1254 -12.54 567 17.01 477 4 2 0.05
65.6 0 -1.2555 -0.012555 566.5 16.995 477 4 2 0.05
65.7 0 -1254 -12.54 566.5 16.995 477 4 2 0.05
65.8 0 -1233 -12.33 563.5 16.905 477 4 2 0.05
65.9 0 -1.1865 -0.011865 551.5 16.545 477 4 2 0.05
66 0 -1.1565 -0.011565 542 16.26 477 4 2 0.05
66.1 0 -1134 -11.34 534 16.02 477 4 2 0.05
66.2 0 -1107 -11.07 525 15.75 477 4 2 0.05
66.3 0 -1062 -10.62 512.5 15.375 477 4 2 0.05
66.4 0 -1.0185 -0.010185 498.5 14.955 477 4 2 0.05
66.5 0 -0.99 -0.0099 487.5 14.625 477 4 2 0.05
66.6 0 -966 -9.66 479 14.37 477 4 2 0.05
66.7 0 -0.9555 -0.009555 473.5 14.205 477 4 2 0.05
66.8 0 -0.9405 -0.009405 468.5 14.055 477 4 2 0.05
66.9 0 -915 -9.15 461 13.83 477 4 2 0.05
67 0 -882 -8.82 450.5 13.515 477 4 2 0.05
67.1 0 -0.8145 -0.008145 430.5 12.915 477 4 2 0.05
67.2 0 -0.7815 -0.007815 414.5 12.435 477 4 2 0.05
67.3 0 -765 -7.65 407 12.21 477 4 2 0.05
67.4 0 -0.7455 -0.007455 399 11.97 477 4 2 0.05
67.5 0 -0.7305 -0.007305 393 11.79 477 4 2 0.05
67.6 0 -0.7065 -0.007065 384.5 11.535 477 4 2 0.05
67.7 0 -684 -6.84 376 11.28 477 4 2 0.05
67.8 0 -645 -6.45 362.5 10.875 477 4 2 0.05
67.9 0 -0.5895 -0.005895 343 10.29 477 4 2 0.05
68 0 -546 -5.46 324 9.72 477 4 2 0.05
68.1 0 -522 -5.22 312 9.36 477 4 2 0.05
68.2 0 -0.51 -0.0051 304 9.12 477 4 2 0.05
68.3 0 -0.51 -0.0051 301 9.03 477 4 2 0.05
68.4 0 -504 -5.04 299 8.97 477 4 2 0.05
68.5 0 -0.5055 -0.005055 298 8.94 477 4 2 0.05
68.6 0 -0.4965 -0.004965 296 8.88 477 4 2 0.05
68.7 0 -441 -4.41 278.5 8.355 477 4 2 0.05
68.8 0 -0.3675 -0.003675 247.5 7.425 477 4 2 0.05
68.9 0 -0.3345 -0.003345 228 6.84 477 4 2 0.05
69 0 -0.3135 -0.003135 215.5 6.465 477 4 2 0.05
69.1 0 -0.2805 -0.002805 201.5 6.045 477 4 2 0.05
69.2 0 -0.2595 -0.002595 191 5.73 477 4 2 0.05
69.3 0 -228 -2.28 177 5.31 477 4 2 0.05
69.4 0 -186 -1.86 158 4.74 477 4 2 0.05
69.5 0 -153 -1.53 142 4.26 477 4 2 0.05
69.6 0 -117 -1.17 124.5 3.735 477 4 2 0.05
69.7 0 -0.0735 -0.000735 105 3.15 477 4 2 0.05
69.8 0 -0.0495 -0.000495 90 2.7 477 4 2 0.05
69.9 0 -24 -0.24 77 2.31 477 4 2 0.05
70 0 0.0015 1.5E-05 64.5 1.935 477 4 2 0.05
70.1 0 0.0015 1.5E-05 60 1.8 477 4 2 0.05
70.2 0 0 0 58 1.74 477 4 2 0.05
70.3 0 -0.0015 -1.5E-05 56.5 1.695 477 4 2 0.05
70.4 0 -0.0015 -1.5E-05 55.5 1.665 477 4 2 0.05
70.5 0 0 0 55 1.65 477 4 2 0.05
70.6 0 -0.0015 -1.5E-05 55 1.65 477 4 2 0.05
70.7 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
70.8 0 0 0 54.5 1.635 477 4 2 0.05
70.9 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
71 0 0 0 54.5 1.635 477 4 2 0.05
71.1 0 0 0 54 1.62 477 4 2 0.05
71.2 0 0 0 54.5 1.635 477 4 2 0.05
71.3 0 0 0 54 1.62 477 4 2 0.05
71.4 0 0 0 54 1.62 477 4 2 0.05
71.5 0 0 0 54.5 1.635 477 4 2 0.05
71.6 0 3 0.03 54.5 1.635 477 4 2 0.05
71.7 0 -0.0015 -1.5E-05 54 1.62 477 4 2 0.05
71.8 0 0 0 54 1.62 477 4 2 0.05
71.9 0 0 0 54 1.62 477 4 2 0.05
72 0 0 0 54 1.62 477 4 2 0.05
72.1 0 0 0 54 1.62 477 4 2 0.05
72.2 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
72.3 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
72.4 0 0 0 54 1.62 477 4 2 0.05
72.5 0 -3 -0.03 54 1.62 477 4 2 0.05
72.6 0 0 0 54 1.62 477 4 2 0.05
72.7 0 0 0 54 1.62 477 4 2 0.05
72.8 0 0 0 54 1.62 477 4 2 0.05
72.9 0 0 0 54 1.62 477 4 2 0.05
73 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
73.1 0 -3 -0.03 54 1.62 477 4 2 0.05
73.2 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
73.3 0 0 0 54 1.62 477 4 2 0.05
73.4 0 -3 -0.03 54 1.62 477 4 2 0.05
73.5 0 0 0 54.5 1.635 477 4 2 0.05
73.6 0 0 0 54 1.62 477 4 2 0.05
73.7 0 0 0 54.5 1.635 477 4 2 0.05
73.8 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
73.9 0 0 0 54.5 1.635 477 4 2 0.05
74 0 0 0 54 1.62 477 4 2 0.05
74.1 0 -0.0015 -1.5E-05 54 1.62 477 4 2 0.05
74.2 0 0 0 54 1.62 477 4 2 0.05
74.3 0 0 0 54 1.62 477 4 2 0.05
74.4 0 0.0585 0.000585 38.5 1.155 477 4 2 0.05
74.5 0 102 1.02 18.5 0.555 477 4 2 0.05
74.6 0 0.1215 0.001215 6 0.18 477 4 2 0.05
74.7 0 0.1485 0.001485 -5.5 -0.165 477 4 2 0.05
74.8 0 0.1725 0.001725 -18 -0.54 477 4 2 0.05
74.9 0 195 1.95 -28.5 -0.855 477 4 2 0.05
75 0 219 2.19 -40 -1.2 477 4 2 0.05
75.1 0 234 2.34 -48 -1.44 477 4 2 0.05
75.2 0 255 2.55 -58 -1.74 477 4 2 0.05
75.3 0 0.2835 0.002835 -70 -2.1 477 4 2 0.05
75.4 0 312 3.12 -83 -2.49 477 4 2 0.05
75.5 0 339 3.39 -95 -2.85 477 4 2 0.05
75.6 0 363 3.63 -106.5 -3.195 477 4 2 0.05
75.7 0 378 3.78 -117 -3.51 477 4 2 0.05
75.8 0 384 3.84 -122 -3.66 477 4 2 0.05
75.9 0 396 3.96 -127 -3.81 477 4 2 0.05
76 0 0.4185 0.004185 -134.5 -4.035 477 4 2 0.05
76.1 0 0.45 0.0045 -148.5 -4.455 477 4 2 0.05
76.2 0 507 5.07 -169 -5.07 477 4 2 0.05
76.3 0 0.5715 0.005715 -194 -5.82 477 4 2 0.05
76.4 0 639 6.39 -221.5 -6.645 477 4 2 0.05
76.5 0 0.6795 0.006795 -242.5 -7.275 477 4 2 0.05
76.6 0 702 7.02 -257 -7.71 477 4 2 0.05
76.7 0 0.7185 0.007185 -268.5 -8.055 477 4 2 0.05
76.8 0 0.7395 0.007395 -278.5 -8.355 477 4 2 0.05
76.9 0 0.7815 0.007815 -292.5 -8.775 477 4 2 0.05
77 0 0.8625 0.008625 -320.5 -9.615 477 4 2 0.05
77.1 0 0.9105 0.009105 -343.5 -10.305 477 4 2 0.05
77.2 0 0.9465 0.009465 -360 -10.8 477 4 2 0.05
77.3 0 0.9735 0.009735 -373.5 -11.205 477 4 2 0.05
77.4 0 1002 10.02 -387 -11.61 477 4 2 0.05
77.5 0 1.0245 0.010245 -398 -11.94 477 4 2 0.05
77.6 0 1047 10.47 -408 -12.24 477 4 2 0.05
77.7 0 1.0875 0.010875 -421.5 -12.645 477 4 2 0.05
77.8 0 1128 11.28 -437.5 -13.125 477 4 2 0.05
77.9 0 1.1745 0.011745 -454 -13.62 477 4 2 0.05
78 0 1.2255 0.012255 -472 -14.16 477 4 2 0.05
78.1 0 1.26 0.0126 -486.5 -14.595 477 4 2 0.05
78.2 0 1.2825 0.012825 -498.5 -14.955 477 4 2 0.05
78.3 0 1314 13.14 -510 -15.3 477 4 2 0.05
78.4 0 1.35 0.0135 -522 -15.66 477 4 2 0.05
78.5 0 1.3845 0.013845 -534 -16.02 477 4 2 0.05
78.6 0 1416 14.16 -546 -16.38 477 4 2 0.05
78.7 0 1.4505 0.014505 -558 -16.74 477 4 2 0.05
78.8 0 1.4745 0.014745 -568 -17.04 477 4 2 0.05
78.9 0 1497 14.97 -577.5 -17.325 477 4 2 0.05
79 0 1.5045 0.015045 -582 -17.46 477 4 2 0.05
79.1 0 1.5135 0.015135 -586 -17.58 477 4 2 0.05
79.2 0 1.5285 0.015285 -590.5 -17.715 477 4 2 0.05
79.3 0 1.5465 0.015465 -596 -17.88 477 4 2 0.05
79.4 0 1578 15.78 -604 -18.12 477 4 2 0.05
79.5 0 1.6125 0.016125 -613.5 -18.405 477 4 2 0.05
79.6 0 1.6515 0.016515 -625 -18.75 477 4 2 0.05
79.7 0 1.6935 0.016935 -638 -19.14 477 4 2 0.05
79.8 0 1.7415 0.017415 -652 -19.56 477 4 2 0.05
79.9 0 1794 17.94 -666.5 -19.995 477 4 2 0.05
80 0 1.8315 0.018315 -679.5 -20.385 477 4 2 0.05
80.1 0 1.8615 0.018615 -690 -20.7 477 4 2 0.05
80.2 0 1911 19.11 -702 -21.06 477 4 2 0.05
80.3 0 1.9455 0.019455 -713 -21.39 477 4 2 0.05
80.4 0 1974 19.74 -723 -21.69 477 4 2 0.05
80.5 0 2.0055 0.020055 -732 -21.96 477 4 2 0.05
80.6 0 2043 20.43 -741 -22.23 477 4 2 0.05
80.7 0 2.0745 0.020745 -750.5 -22.515 477 4 2 0.05
80.8 0 2088 20.88 -756 -22.68 477 4 2 0.05
80.9 0 2.0955 0.020955 -759.5 -22.785 477 4 2 0.05
81 0 2103 21.03 -761.5 -22.845 477 4 2 0.05
81.1 0 2.1015 0.021015 -763 -22.89 477 4 2 0.05
81.2 0 2106 21.06 -763.5 -22.905 477 4 2 0.05
81.3 0 2.1075 0.021075 -764.5 -22.935 477 4 2 0.05
81.4 0 2106 21.06 -765 -22.95 477 4 2 0.05
81.5 0 2109 21.09 -765 -22.95 477 4 2 0.05
81.6 0 2109 21.09 -765.5 -22.965 477 4 2 0.05
81.7 0 2109 21.09 -765.5 -22.965 477 4 2 0.05
81.8 0 2109 21.09 -765.5 -22.965 477 4 2 0.05
81.9 0 2112 21.12 -766 -22.98 477 4 2 0.05
82 0 2109 21.09 -765.5 -22.965 477 4 2 0.05
82.1 0 2.1105 0.021105 -766 -22.98 477 4 2 0.05
82.2 0 2112 21.12 -766 -22.98 477 4 2 0.05
82.3 0 2112 21.12 -766 -22.98 477 4 2 0.05
82.4 0 2112 21.12 -766 -22.98 477 4 2 0.05
82.5 0 2112 21.12 -766 -22.98 477 4 2 0.05
82.6 0 2.1105 0.021105 -766 -22.98 477 4 2 0.05
82.7 0 2115 21.15 -766 -22.98 477 4 2 0.05
82.8 0 2.1105 0.021105 -766 -22.98 477 4 2 0.05
82.9 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
83 0 2115 21.15 -767 -23.01 477 4 2 0.05
