#Ne err_Ne Ne err_Ne
0.00000000000000019 0.00000000000000006 0.00000000000000019 0.00000000000000006
0.0000000000000007 0.0000000000000005 0.0000000000000007 0.0000000000000005
0.000000000000001 0.000000000000003 0.000000000000001 0.000000000000003
0.000000000000000085 0.000000000000000024 0.000000000000000085 0.000000000000000024
0.0000000000000002 0.0000000000000004 0.0000000000000002 0.0000000000000004
0.0000000000000002 0.0000000000000003 0.0000000000000002 0.0000000000000003
0.0000000000000002 0.0000000000000004 0.0000000000000002 0.0000000000000004
0.0000000000000005 0.0000000000000007 0.0000000000000005 0.0000000000000007
0.00000000000000001 0.00000000000000004 0.00000000000000001 0.00000000000000004
0.000000000000000024 0.000000000000000005 0.000000000000000024 0.000000000000000005
0.0000000000000000205 0.0000000000000000015 0.0000000000000000205 0.0000000000000000015
0.0000000000000000177 0.0000000000000000011 0.0000000000000000177 0.0000000000000000011
0.000000000000000036 0.000000000000000004 0.000000000000000036 0.000000000000000004
