#r-1 err_r-1 e_S^(2/3) err_e_S^(2/3)
0.7152052639107423503972427 0.0998484247714038763987787 2.5648146784518317531365028 1.0156190839383942847717890
0.4763492592769018041387596 0.1645995106366239246753480 2.5641406052847974805786180 1.9806899461138489648703853
0.4015096763832008419647934 0.5445674483347195948823583 2.5674831388469501192162170 7.3753077199307357503244020
0.9449116507606537540553404 0.1204465479425608775976286 2.5793732828642426113674446 0.9891044726037263590256998
0.7052186177715090709128276 0.5882955592115077791959266 2.5648730476306464964864062 4.5622890352612746056593096
0.6656017039403621105009279 0.3896410400795716211241881 2.5708053497886695915042310 3.2521944200689301140982934
0.6776445076912651632738971 0.5846560867334275046758307 2.5710570887380725935145165 4.7288228313387605794559931
0.5307855626326962728001035 0.3685916940511446693307107 2.5691278381586846180084649 3.8230821071649914166812323
2.3651844843897822379119589 7.0004537932009789358289709 2.2957704246655583624203700 13.7618115588215221833934265
1.4277555682467160114157423 0.1202706717969106858800998 2.5221731298884573213570093 0.8998510234066019464194142
1.5142337976983648584194952 0.0502145974706150674538030 2.5265960565646694568897601 0.6842510795505652998471646
1.5928639694170114715632280 0.0441475518761643842546860 2.6478355412522147638298975 0.8898622590093266948585438
1.2600806451612900360714775 0.0679579783428719969018417 2.5662299438731466239005385 0.7348089391115119051178795
