#r-1 err_r-1 e_S^(2/3) err_e_S^(2/3)
0.7152052639107423503972427 0.000000000000000000000001 2.5648146784518317531365028 0.000000000000000000000001
0.4763492592769018041387596 0.000000000000000000000001 2.5641406052847974805786180 0.000000000000000000000001
0.4015096763832008419647934 0.000000000000000000000001 2.5674831388469501192162170 0.000000000000000000000001
0.9449116507606537540553404 0.000000000000000000000001 2.5793732828642426113674446 0.000000000000000000000001
0.7052186177715090709128276 0.000000000000000000000001 2.5648730476306464964864062 0.000000000000000000000001
0.6656017039403621105009279 0.000000000000000000000001 2.5708053497886695915042310 0.000000000000000000000001
0.6776445076912651632738971 0.000000000000000000000001 2.5710570887380725935145165 0.000000000000000000000001
0.5307855626326962728001035 0.000000000000000000000001 2.5691278381586846180084649 0.000000000000000000000001
2.3651844843897822379119589 0.000000000000000000000001 2.2957704246655583624203700 0.000000000000000000000001
1.4277555682467160114157423 0.000000000000000000000001 2.5221731298884573213570093 0.000000000000000000000001
1.5142337976983648584194952 0.000000000000000000000001 2.5265960565646694568897601 0.000000000000000000000001
1.5928639694170114715632280 0.000000000000000000000001 2.6478355412522147638298975 0.000000000000000000000001
1.2600806451612900360714775 0.000000000000000000000001 2.5662299438731466239005385 0.000000000000000000000001
