#N_ungerundet err_N_ungerundet r-1 err_r-1 e err_e
92.92307692307691979750 46.02523462853017122143 715205.26391074236016720533 99848.42477140387927647680 0.00000000000000000013 0.00000000000000000005
314.61538461538464162004 271.53051857980875638532 476349.25927690183743834496 164599.51063662391970865428 0.00000000000000000013 0.00000000000000000005
525.38461538461535837996 1606.07038880593154317467 401509.67638320085825398564 544567.44833471963647753000 0.00000000000000000013 0.00000000000000000005
40.30769230769230659917 19.27974555420406943540 944911.65076065377797931433 120446.54794256087916437536 0.00000000000000000013 0.00000000000000000005
96.92307692307691979750 184.64828346300384964707 705218.61777150910347700119 588295.55921150778885930777 0.00000000000000000013 0.00000000000000000005
115.30769230769230659917 157.30422410382414000196 665601.70394036208745092154 389641.04007957165595144033 0.00000000000000000013 0.00000000000000000005
109.30769230769230659917 214.99670136372557749382 677644.50769126520026475191 584656.08673342748079448938 0.00000000000000000013 0.00000000000000000005
227.38461538461535837996 363.74688906813611311009 530785.56263269635383039713 368591.69405114470282569528 0.00000000000000000013 0.00000000000000000005
2.53846153846153832490 17.02801288836628046397 2365184.48438978241756558418 7000453.79320097900927066803 0.00000000000000000013 0.00000000000000000005
11.69230769230769162448 5.01993156280110497391 1427755.56824671616777777672 120270.67179691069759428501 0.00000000000000000013 0.00000000000000000005
9.76923076923076827427 3.82064366580785552685 1514233.79769836482591927052 50214.59747061506641330197 0.00000000000000000013 0.00000000000000000005
8.38461538461538324896 3.26949716443882465455 1592863.96941701159812510014 44147.55187616438342956826 0.00000000000000000013 0.00000000000000000005
17.00000000000000000000 6.86040004353947630023 1260080.64516129018738865852 67957.97834287199657410383 0.00000000000000000013 0.00000000000000000005
