24,4	-3,009	-957
24,5	-3,015	-958,5
24,6	-3,0195	-960,5
24,7	-3,021	-960
24,8	-3,024	-960,5
24,9	-3,0225	-959,5
25	-3,024	-961
25,1	-3,024	-959,5
25,2	-3,024	-959,5
25,3	-3,024	-961,5
25,4	-3,0255	-959,5
25,5	-3,0225	-960,5
25,6	-3,0045	-958,5
25,7	-2,985	-958
25,8	-2,982	-956,5
25,9	-2,97	-956,5
26	-2,934	-954
26,1	-2,922	-951,5
26,2	-2,916	-951
26,3	-2,9115	-951
26,4	-2,898	-950,5
26,5	-2,892	-949
26,6	-2,8905	-948
26,7	-2,889	-949,5
26,8	-2,889	-949
26,9	-2,8905	-948,5
27	-2,889	-948
27,1	-2,889	-948,5
27,2	-2,889	-949
27,3	-2,8905	-948,5
27,4	-2,889	-948,5
27,5	-2,889	-949
27,6	-2,8905	-948
27,7	-2,892	-948,5
27,8	-2,889	-948
27,9	-2,892	-948,5
28	-2,889	-949
28,1	-2,8905	-948,5
28,2	-2,889	-949,5
28,3	-2,892	-949
28,4	-2,892	-949,5
28,5	-2,889	-949
28,6	-2,8905	-948,5
28,7	-2,8905	-949,5
28,8	-2,8905	-949,5
28,9	-2,8905	-950
29	-2,8905	-950
29,1	-2,892	-948,5
29,2	-2,892	-949
29,3	-2,892	-949,5
29,4	-2,8905	-948,5
29,5	-2,8905	-948,5
29,6	-2,889	-949
29,7	-2,8935	-950
29,8	-2,892	-950
29,9	-2,8905	-949
30	-2,892	-950
30,1	-2,892	-950
30,2	-2,889	-948
30,3	-2,8935	-950
30,4	-2,8905	-949
30,5	-2,892	-948
30,6	-2,8905	-949
30,7	-2,8905	-949
30,8	-2,8905	-948
30,9	-2,892	-949,5
31	-2,892	-948
31,1	-2,8905	-948
31,2	-2,892	-949,5
31,3	-2,8905	-948
31,4	-2,8905	-950
31,5	-2,892	-948
31,6	-2,892	-948,5
31,7	-2,8905	-948,5
31,8	-2,8905	-948,5
31,9	-2,8905	-949
32	-2,889	-949
32,1	-2,8905	-949
32,2	-2,817	-944
32,3	-2,7165	-933
32,4	-2,625	-921
32,5	-2,5515	-910,5
32,6	-2,475	-899,5
32,7	-2,403	-888
32,8	-2,337	-876
32,9	-2,256	-862
33	-2,1765	-847,5
33,1	-2,106	-831
33,2	-2,0205	-813
33,3	-1,9515	-796
33,4	-1,887	-779
33,5	-1,851	-767,5
33,6	-1,836	-761
33,7	-1,773	-749
33,8	-1,671	-725
33,9	-1,6095	-706
34	-1,5915	-695
34,1	-1,593	-691
34,2	-1,5915	-689
34,3	-1,5915	-689
34,4	-1,5915	-689
34,5	-1,5645	-685
34,6	-1,4895	-669
34,7	-1,458	-656,5
34,8	-1,41	-643,5
34,9	-1,3575	-628,5
35	-1,3215	-616
35,1	-1,2735	-601,5
35,2	-1,2165	-583,5
35,3	-1,155	-565
35,4	-1,1205	-552,5
35,5	-1,0755	-537
35,6	-1,017	-518,5
35,7	-0,9555	-499
35,8	-0,9	-478
35,9	-0,8505	-459,5
36	-0,8175	-446
36,1	-0,7725	-429
36,2	-0,7215	-409,5
36,3	-0,684	-394
36,4	-0,636	-376
36,5	-0,558	-348
36,6	-0,462	-308
36,7	-0,399	-278,5
36,8	-0,3375	-249,5
36,9	-0,2835	-224
37	-0,24	-201
37,1	-0,18	-174
37,2	-0,1245	-147,5
37,3	-0,066	-118,5
37,4	-0,024	-97
37,5	0	-79,5
37,6	0,0015	-73,5
37,7	0	-70,5
37,8	0	-69
37,9	0	-68
38	-0,0015	-67,5
38,1	0	-67
38,2	0	-66,5
38,3	0	-66,5
38,4	0	-66,5
38,5	0	-66,5
38,6	0	-66
38,7	0	-66
38,8	0	-66
38,9	0,003	-66
39	-0,0015	-66
39,1	0	-66
39,2	0	-65,5
39,3	0	-66
39,4	0	-66
39,5	0,003	-66
39,6	0	-66
39,7	0	-66
39,8	0,0015	-66
39,9	0,0015	-66
40	0	-66
40,1	0	-66
40,2	0,0015	-66
40,3	-0,0015	-66
40,4	-0,0015	-66
40,5	0	-66
40,6	-0,0015	-66
40,7	0	-66
40,8	-0,003	-66
40,9	0,0015	-66
41	-0,0015	-66
41,1	0	-66
41,2	-0,0015	-66
41,3	0	-66
41,4	0	-66
41,5	0	-66
41,6	0,027	-62
41,7	0,054	-52
41,8	0,0795	-40,5
41,9	0,1065	-28
42	0,1515	-9,5
42,1	0,1905	8
42,2	0,246	32
42,3	0,288	52,5
42,4	0,327	70,5
42,5	0,3555	86
42,6	0,387	100,5
42,7	0,4125	113,5
42,8	0,453	129,5
42,9	0,501	149,5
43	0,5565	173,5
43,1	0,6135	197,5
43,2	0,621	210
43,3	0,6285	217,5
43,4	0,6405	223
43,5	0,678	234
43,6	0,7485	257,5
43,7	0,852	293,5
43,8	0,96	333,5
43,9	1,0695	375
44	1,146	411
44,1	1,188	433,5
44,2	1,2435	456
44,3	1,3275	484
44,4	1,4175	516
44,5	1,4865	542,5
44,6	1,545	565,5
44,7	1,6125	588,5
44,8	1,6575	607
44,9	1,7235	627
45	1,809	651
45,1	1,89	675
45,2	1,977	701
45,3	2,0505	723
45,4	2,121	744
45,5	2,205	765
45,6	2,319	791,5
45,7	2,4585	823,5
45,8	2,5665	850
45,9	2,661	873
46	2,742	891
46,1	2,8125	907
46,2	2,8425	916
46,3	2,859	920,5
46,4	2,8665	923
46,5	2,8695	924
46,6	2,8755	925
46,7	2,8725	925
46,8	2,8755	925,5
46,9	2,877	925
47	2,877	925,5
47,1	2,8755	925,5
47,2	2,877	925,5
47,3	2,8755	925,5
47,4	2,877	925,5
47,5	2,877	925,5
47,6	2,8755	925,5
47,7	2,8785	926
47,8	2,877	926
47,9	2,8785	926
48	2,8785	926
48,1	2,88	926
48,2	2,877	925,5
48,3	2,877	926
48,4	2,8755	926
48,5	2,8785	926
48,6	2,877	926
48,7	2,8785	926
48,8	2,874	925,5
48,9	2,877	926
49	2,877	926
49,1	2,877	926
49,2	2,877	926
49,3	2,8755	926
49,4	2,874	926
49,5	2,8755	926
49,6	2,877	926
49,7	2,8785	926
49,8	2,877	925,5
49,9	2,8785	925,5
50	2,8755	926
50,1	2,8785	926
50,2	2,8785	926
50,3	2,877	926
50,4	2,877	926
50,5	2,8785	926
50,6	2,877	926
50,7	2,877	926
50,8	2,877	926
50,9	2,8785	926
51	2,8785	926
51,1	2,877	926
51,2	2,877	926
51,3	2,877	926
51,4	2,8785	926
51,5	2,88	926
51,6	2,877	926
51,7	2,877	926
51,8	2,877	926
51,9	2,8785	926
52	2,877	926
52,1	2,8785	926
52,2	2,8785	926
52,3	2,8785	926
52,4	2,8785	926
52,5	2,877	926
52,6	2,88	926
52,7	2,8785	926
52,8	2,8785	926
52,9	2,8785	926
53	2,8785	926
53,1	2,877	926
53,2	2,8785	926
53,3	2,88	926
53,4	2,8815	926,5
53,5	2,892	927,5
53,6	2,9145	930
53,7	2,937	934
53,8	2,9565	937,5
53,9	2,9715	940
54	2,9835	942,5
54,1	2,991	944
54,2	2,994	945
54,3	2,9925	945
54,4	2,9955	945,5
54,5	2,9955	945,5
54,6	2,9955	946
54,7	2,997	945,5
54,8	2,997	945,5
54,9	2,9955	945,5
55	2,9955	945,5
55,1	2,9955	945,5
55,2	2,997	945,5
55,3	2,997	946
55,4	2,9955	946
55,5	2,997	946
55,6	2,994	946
55,7	2,9955	945,5
55,8	2,9955	945,5
55,9	2,9955	946
56	2,997	946
56,1	2,997	945,5
56,2	2,9955	946
56,3	2,9985	946
56,4	2,997	946
56,5	2,997	946
56,6	2,9985	945,5
56,7	2,997	946
56,8	2,9985	946
56,9	2,997	945,5
57	2,9955	945,5
57,1	2,9355	941,5
57,2	2,8425	933,5
57,3	2,748	924
57,4	2,664	914
57,5	2,592	904,5
57,6	2,5275	895,5
57,7	2,4795	887
57,8	2,427	878,5
57,9	2,3685	869,5
58	2,334	862,5
58,1	2,2905	855
58,2	2,2365	845,5
58,3	2,1945	836
58,4	2,1405	825,5
58,5	2,0955	815,5
58,6	2,046	805
58,7	2,013	795,5
58,8	1,9755	787
58,9	1,941	779
59	1,884	766
59,1	1,833	753,5
59,2	1,7715	739
59,3	1,7265	725
59,4	1,668	709,5
59,5	1,6275	697,5
59,6	1,5735	682,5
59,7	1,5105	665,5
59,8	1,461	649,5
59,9	1,401	633
60	1,329	612,5
60,1	1,2645	592,5
60,2	1,1835	568
60,3	1,1055	542
60,4	1,0155	513
60,5	0,927	483
60,6	0,8445	453
60,7	0,768	423
60,8	0,681	390,5
60,9	0,615	361
61	0,54	330,5
61,1	0,483	304
61,2	0,4275	278
61,3	0,3795	255
61,4	0,315	227
61,5	0,2505	196,5
61,6	0,171	162,5
61,7	0,1065	131
61,8	0,0465	100
61,9	0	75
62	0,0015	65,5
62,1	0,0015	61
62,2	0,0015	59
62,3	0	57,5
62,4	0,0015	56,5
62,5	0	56
62,6	-0,003	55,5
62,7	0	55,5
62,8	0	55
62,9	0	55
63	0	55
63,1	0,0015	55
63,2	0	55
63,3	-0,0015	55
63,4	0	55
63,5	0	55
63,6	-0,0015	55
63,7	-0,0015	55
63,8	0,0015	54,5
63,9	0	54,5
64	-0,0015	54,5
64,1	0	54,5
64,2	0,0015	54,5
64,3	0	54,5
64,4	-0,0015	54,5
64,5	0	54,5
64,6	-0,0015	54,5
64,7	-0,003	54,5
64,8	-0,0015	54,5
64,9	0	55
65	0,0015	54,5
65,1	0	54,5
65,2	0,0015	54,5
65,3	0	54,5
65,4	0	55
65,5	0,0015	54,5
65,6	-0,0015	54,5
65,7	-0,0015	54,5
65,8	0	54,5
65,9	0,0015	54,5
66	0,0015	54,5
66,1	-0,033	49
66,2	-0,096	28,5
66,3	-0,1455	4,5
66,4	-0,186	-14,5
66,5	-0,2145	-29,5
66,6	-0,237	-43,5
66,7	-0,264	-55,5
66,8	-0,3045	-72,5
66,9	-0,3195	-84
67	-0,3435	-93,5
67,1	-0,402	-116
67,2	-0,4485	-136
67,3	-0,48	-153
67,4	-0,5055	-166
67,5	-0,537	-180
67,6	-0,573	-195,5
67,7	-0,597	-209
67,8	-0,612	-217,5
67,9	-0,6345	-227,5
68	-0,657	-238,5
68,1	-0,678	-248,5
68,2	-0,6855	-254,5
68,3	-0,711	-264
68,4	-0,735	-274
68,5	-0,759	-285
68,6	-0,7785	-294,5
68,7	-0,7995	-302,5
68,8	-0,828	-313,5
68,9	-0,858	-326
69	-0,903	-342
69,1	-0,933	-355,5
69,2	-0,9705	-370,5
69,3	-1,0095	-386,5
69,4	-1,047	-401,5
69,5	-1,086	-416,5
69,6	-1,131	-433,5
69,7	-1,197	-454,5
69,8	-1,2675	-480
69,9	-1,2975	-497
70	-1,326	-509
70,1	-1,3605	-522
70,2	-1,4235	-541,5
70,3	-1,4715	-558,5
70,4	-1,5315	-577,5
70,5	-1,6125	-600,5
70,6	-1,692	-625,5
70,7	-1,7895	-654,5
70,8	-1,902	-686
70,9	-2,0235	-720
71	-2,1525	-754
71,1	-2,301	-791,5
71,2	-2,475	-832
71,3	-2,6145	-867
71,4	-2,7645	-898,5
71,5	-2,898	-928,5
71,6	-2,9475	-943,5
71,7	-2,973	-949,5
71,8	-2,9835	-954,5
71,9	-2,9925	-954,5
72	-2,9925	-957
72,1	-2,994	-956
72,2	-2,994	-955,5
72,3	-2,9955	-957
72,4	-2,9925	-957
72,5	-2,994	-957,5
72,6	-2,9955	-957
72,7	-2,9955	-957
72,8	-2,9985	-957,5
72,9	-2,994	-956,5
73	-2,9985	-958
73,1	-2,9955	-958
73,2	-2,997	-957,5
73,3	-2,9985	-956,5
73,4	-2,997	-956,5
73,5	-2,997	-956
73,6	-2,997	-958
73,7	-2,997	-956,5
73,8	-2,9985	-956
73,9	-2,997	-956
74	-2,9985	-956
74,1	-2,9985	-956,5
74,2	-2,997	-958
74,3	-2,9985	-956,5
74,4	-3,0015	-956
74,5	-2,997	-956
74,6	-2,9985	-957,5
74,7	-2,9985	-957,5
74,8	-3	-956
74,9	-3	-957,5
75	-3	-957
75,1	-3	-957,5
75,2	-2,9985	-958
75,3	-3,0015	-957
75,4	-2,9985	-958
75,5	-3	-957
75,6	-2,9985	-958
75,7	-3	-956,5
75,8	-2,9985	-956,5
75,9	-3	-958,5
76	-3	-957
76,1	-3	-957
76,2	-3,0015	-958
76,3	-3,0015	-958
76,4	-3,0015	-958,5
76,5	-3,003	-957
76,6	-3	-958,5
76,7	-3,0015	-957,5
76,8	-3,0015	-957,5
76,9	-3	-958,5
77	-3	-956,5
77,1	-3	-958,5
77,2	-3,0015	-956,5
77,3	-3,0015	-957
77,4	-3	-957,5
77,5	-3	-958
77,6	-3,0015	-958
77,7	-3	-958
77,8	-3	-958,5
77,9	-3	-956,5
78	-3	-958
78,1	-2,9985	-957
78,2	-3	-958
78,3	-3,0015	-958,5
78,4	-3	-958
78,5	-3,0015	-958
78,6	-3	-956,5
78,7	-3,0015	-958
78,8	-3	-958,5
78,9	-2,9985	-956,5
79	-3,0015	-958,5
79,1	-3	-956,5
79,2	-2,9985	-958,5
79,3	-3	-958
79,4	-3,0015	-958,5
79,5	-3	-958,5
79,6	-3	-958
79,7	-3,0015	-958,5
79,8	-3,0015	-958
79,9	-3,0015	-957,5
80	-3,0015	-958,5
80,1	-3,0015	-958,5
80,2	-2,9985	-957
80,3	-2,9985	-959
80,4	-2,9385	-952,5
80,5	-2,9385	-953,5
80,6	-2,904	-949,5
80,7	-2,8065	-942
80,8	-2,6805	-928,5
80,9	-2,556	-912
81	-2,502	-902,5
81,1	-2,4795	-897,5
81,2	-2,4525	-893,5
81,3	-2,439	-890
81,4	-2,418	-887
81,5	-2,3835	-881,5
81,6	-2,319	-872
81,7	-2,2875	-864,5
81,8	-2,2545	-858
81,9	-2,208	-850
82	-2,16	-840
82,1	-2,151	-835
82,2	-2,142	-833
82,3	-2,121	-828,5
82,4	-2,0625	-819,5
82,5	-1,995	-804,5
82,6	-1,9605	-794,5
82,7	-1,896	-781
82,8	-1,8285	-765
82,9	-1,7895	-752,5
83	-1,764	-743,5
83,1	-1,749	-738,5
83,2	-1,7265	-732
83,3	-1,6905	-723,5
83,4	-1,6365	-712
83,5	-1,608	-701
83,6	-1,5765	-690,5
83,7	-1,5495	-683
83,8	-1,5195	-674,5
83,9	-1,485	-665
84	-1,4595	-655,5
84,1	-1,41	-643
84,2	-1,338	-625
84,3	-1,26	-602
84,4	-1,206	-583,5
84,5	-1,1625	-567,5
84,6	-1,1175	-552,5
84,7	-1,065	-535,5
84,8	-1,0155	-518
84,9	-0,963	-500
85	-0,9045	-480,5
85,1	-0,8385	-458
85,2	-0,771	-433
85,3	-0,6915	-404
85,4	-0,618	-373
85,5	-0,5385	-341
85,6	-0,4725	-310,5
85,7	-0,402	-280
85,8	-0,339	-249
85,9	-0,2745	-219,5
86	-0,216	-192
86,1	-0,147	-160,5
86,2	-0,0765	-127
86,3	-0,0105	-95
86,4	0	-79
86,5	0	-73
86,6	-0,0015	-70
86,7	0	-68,5
86,8	0,0015	-67,5
86,9	0,0015	-67
87	0	-66,5
87,1	0	-66,5
87,2	0	-66
87,3	0	-66
87,4	0,003	-66
87,5	0	-65,5
87,6	0	-65,5
87,7	0	-65,5
87,8	-0,0015	-65,5
87,9	-0,0015	-65,5
88	0	-65,5
88,1	-0,0015	-65,5
88,2	0	-65,5
88,3	-0,0015	-65,5
88,4	0,0015	-65,5
88,5	0	-65,5
88,6	0	-65,5
88,7	0	-65,5
88,8	0	-65,5
88,9	0	-65,5
89	0	-65,5
89,1	0	-65,5
89,2	0	-65,5
89,3	0	-65,5
89,4	-0,003	-66
89,5	-0,0015	-65,5
89,6	0	-65,5
89,7	0	-65,5
89,8	0,0015	-65,5
89,9	0	-65,5
90	0,0015	-65,5
90,1	0	-65,5
90,2	0	-65,5
90,3	0,0285	-61
90,4	0,0645	-49,5
90,5	0,1155	-28,5
90,6	0,1515	-9
90,7	0,195	9,5
90,8	0,243	31,5
90,9	0,288	51,5
91	0,3405	74,5
91,1	0,3765	94
91,2	0,4065	109,5
91,3	0,4365	123
91,4	0,441	131,5
91,5	0,4515	137
91,6	0,51	155
91,7	0,5715	180
91,8	0,6135	200
91,9	0,6585	220
92	0,702	239
92,1	0,7545	260,5
92,2	0,8175	285,5
92,3	0,8745	310
92,4	0,927	332
92,5	0,9825	356
92,6	1,029	376
92,7	1,0515	390
92,8	1,074	402,5
92,9	1,122	417,5
93	1,1625	435,5
93,1	1,236	458,5
93,2	1,3035	482
93,3	1,389	510
93,4	1,4715	538
93,5	1,554	566
93,6	1,6395	594
93,7	1,746	626,5
93,8	1,8495	658
93,9	1,9935	696
94	2,109	732
94,1	2,139	752
94,2	2,136	758,5
94,3	2,1345	762
94,4	2,1345	763
94,5	2,136	764
94,6	2,1465	764,5
94,7	2,184	770,5
94,8	2,265	786
94,9	2,358	806
95	2,4255	823,5
95,1	2,493	839,5
95,2	2,6175	862
95,3	2,7285	886,5
95,4	2,8545	910
95,5	2,9295	927,5
95,6	2,9625	936,5
95,7	2,976	940,5
95,8	2,982	942,5
95,9	2,9865	943,5
96	2,9865	944
96,1	2,9895	944,5
96,2	2,9895	944,5
96,3	2,991	944,5
96,4	2,991	944,5
96,5	2,991	945
96,6	2,9925	945
96,7	2,994	945
96,8	2,991	945
96,9	2,991	945
97	2,991	945
97,1	2,994	945
97,2	2,994	945
97,3	2,9925	945
97,4	2,9925	945
97,5	2,994	945,5
97,6	2,994	945
97,7	2,9925	945
97,8	2,994	945
97,9	2,9925	945,5
98	2,991	945
98,1	2,9925	945,5
98,2	2,991	945,5
98,3	2,994	945,5
98,4	2,9955	945,5
98,5	2,994	945,5
98,6	2,847	934,5
98,7	2,691	918,5
98,8	2,547	901
98,9	2,442	884,5
99	2,3655	870
99,1	2,289	856,5
99,2	2,199	841
99,3	2,0835	819
99,4	1,9635	793
99,5	1,8405	764,5
99,6	1,707	730
99,7	1,5525	691
99,8	1,3995	647
99,9	1,2645	604
100	1,1385	562
100,1	1,0305	524
100,2	0,933	488,5
100,3	0,8385	453,5
100,4	0,711	407
100,5	0,588	357,5
100,6	0,48	310,5
100,7	0,4155	275
100,8	0,273	219,5
100,9	0,1515	160
101	0,093	127
101,1	0,027	94
101,2	0	72
101,3	0	64
101,4	0	60
101,5	-0,003	58
101,6	-0,003	56,5
101,7	0,0015	55,5
101,8	-0,0015	55
101,9	0	54,5
102	0	54
102,1	0,0015	54
102,2	0	54
102,3	0	54
102,4	0	54
102,5	0	54
102,6	0	54
102,7	0	53,5
102,8	0	54
102,9	-0,0015	53,5
103	0,0015	53,5
103,1	0,003	53,5
103,2	0	54
103,3	-0,099	31
103,4	-0,1815	-5
103,5	-0,2835	-49
103,6	-0,3795	-91,5
103,7	-0,453	-125,5
103,8	-0,5025	-154
103,9	-0,561	-179
104	-0,633	-209
104,1	-0,741	-249
104,2	-0,8145	-285,5
104,3	-0,864	-311
104,4	-0,936	-338
104,5	-1,053	-378,5
104,6	-1,143	-416,5
104,7	-1,239	-452,5
104,8	-1,3785	-498
104,9	-1,5075	-543
105	-1,638	-588,5
105,1	-1,758	-629,5
105,2	-1,8885	-671
105,3	-2,0145	-710,5
105,4	-2,0445	-734
105,5	-2,043	-743,5
105,6	-2,0445	-748
105,7	-2,043	-750
105,8	-2,0445	-750,5
105,9	-2,064	-753
106	-2,112	-761
106,1	-2,202	-779,5
106,2	-2,2575	-794,5
106,3	-2,3475	-814
106,4	-2,466	-838,5
106,5	-2,5665	-863
106,6	-2,652	-883,5
106,7	-2,73	-901
106,8	-2,841	-920
106,9	-2,9325	-938
107	-2,964	-948,5
107,1	-2,979	-953,5
107,2	-2,9895	-954
107,3	-2,991	-956
107,4	-2,994	-957
107,5	-2,994	-956
107,6	-2,994	-957,5
107,7	-2,9955	-957
107,8	-2,9955	-956,5
107,9	-2,994	-956,5
108	-2,9955	-956,5
108,1	-2,997	-956,5
108,2	-2,997	-957,5
108,3	-2,9955	-955,5
108,4	-2,9955	-957,5
108,5	-2,997	-957,5
108,6	-2,997	-956,5
108,7	-2,9985	-956
108,8	-2,997	-956,5
108,9	-2,9955	-958
109	-2,997	-956
109,1	-2,997	-956
109,2	-2,997	-956,5
109,3	-2,9985	-958
109,4	-2,9985	-957
109,5	-2,9985	-957
109,6	-2,997	-958
109,7	-2,997	-957
109,8	-2,997	-958
109,9	-2,997	-956,5
110	-2,9985	-956
110,1	-2,9985	-957
110,2	-2,9985	-957
110,3	-2,9985	-957
110,4	-3	-956,5
110,5	-3	-956,5
110,6	-2,9985	-957,5
110,7	-2,9985	-957
110,8	-2,997	-957,5
110,9	-2,997	-956,5
111	-2,9985	-958,5
111,1	-2,9985	-957,5
111,2	-3	-957,5
111,3	-3,0015	-957
111,4	-3	-956,5
111,5	-2,988	-955,5
111,6	-2,9115	-951
111,7	-2,8575	-946,5
111,8	-2,8035	-939,5
111,9	-2,7285	-933,5
112	-2,649	-924
112,1	-2,5455	-910,5
112,2	-2,4465	-896
112,3	-2,34	-879
112,4	-2,2335	-860
112,5	-2,1525	-842
112,6	-2,0475	-821
112,7	-1,959	-800
112,8	-1,89	-782
112,9	-1,8315	-765,5
113	-1,7655	-748,5
113,1	-1,6755	-727,5
113,2	-1,572	-700
113,3	-1,4715	-671,5
113,4	-1,3935	-646
113,5	-1,3065	-619,5
113,6	-1,2165	-592
113,7	-1,1205	-562
113,8	-1,0155	-528
113,9	-0,9195	-493
114	-0,825	-457,5
114,1	-0,723	-420,5
114,2	-0,6315	-383,5
114,3	-0,543	-345,5
114,4	-0,4545	-307
114,5	-0,375	-269,5
