#H_Fe[T] err_H_Fe[T]
-6080000 80000
-6100000 80000
-2970 140
-6120000 80000
-6120000 80000
-2980 140
-2970 140
-2970 140
-6120000 80000
-2980 140
-2970 140
-6140000 80000
-3020 140
-3040 140
-3070 140
-6260000 80000
-3100 140
-6290000 80000
-6300000 80000
-6320000 80000
-3130 140
-6330000 80000
-6340000 80000
-3140 140
-6340000 80000
-6340000 80000
-6340000 80000
-6340000 80000
-3140 140
-3130 140
-3100 140
-6250000 80000
-6250000 80000
-3030 140
-6150000 80000
-6120000 80000
-6110000 80000
-2930 140
-6070000 80000
-6060000 80000
-2900 140
-6050000 80000
-6050000 80000
-2900 140
-6050000 80000
-6050000 80000
-6050000 80000
-2900 140
-6050000 80000
-6050000 80000
-2900 140
-6060000 80000
-6050000 80000
-6060000 80000
-6050000 80000
-2900 140
-6050000 80000
-6060000 80000
-6060000 80000
-6050000 80000
-2900 140
-2890 140
-2890 140
-2890 140
-2890 140
-6060000 80000
-6060000 80000
-6060000 80000
-2900 140
-2900 140
-6050000 80000
-2900 140
-6060000 80000
-2890 140
-6060000 80000
-6060000 80000
-6050000 80000
-2900 140
-2890 140
-6060000 80000
-2890 140
-2890 140
-2900 140
-6060000 80000
-6060000 80000
-2900 140
-6060000 80000
-2900 140
-2890 140
-6060000 80000
-6060000 80000
-2900 140
-2900 140
-2890 140
-6050000 80000
-2890 140
-5900000 80000
-2580 140
-5500000 70000
-2310 130
-5190000 70000
-5030000 70000
-4900000 60000
-4730000 60000
-1740 120
-4410000 60000
-1520 110
-1440 110
-3950000 50000
-3880000 50000
-3850000 50000
-3710000 50000
-3500000 50000
-1020 100
-1020 100
-3340000 40000
-1040 100
-1040 100
-1040 100
-990 100
-890 90
-3050000 40000
-810 90
-750 90
-720 90
-660 80
-600 80
-2420000 30000
-510 80
-460 70
-2130000 30000
-340 70
-290 70
-250 60
-230 60
-190 60
-150 60
-1433000 19000
-1332000 17000
-1169000 15000
-968000 13000
-836000 11000
120 30
150 30
170 30
203 23
231 19
-138000 1800
-50000 700
265 11
248 10
235 9
230 9
227 9
222 9
224 9
222 9
222 9
222 9
222 9
220 9
220 9
220 9
6510 80
217 9
220 9
219 9
220 9
220 9
6510 80
220 9
220 9
223 9
223 9
220 9
220 9
223 9
217 9
217 9
220 9
217 9
220 9
-6070 80
223 9
217 9
220 9
217 9
220 9
220 9
220 9
56800 700
113400 1500
302 6
317 5
349 4
373 5
516000 7000
604000 8000
685000 9000
458 14
811000 11000
486 18
949000 12000
1050000 14000
590 30
630 30
1301000 17000
590 30
600 30
1421000 19000
710 40
1785000 23000
900 50
990 50
2400000 30000
2490000 30000
1090 70
1170 70
1250 70
1310 80
3240000 40000
1420 80
1450 90
1520 90
3790000 50000
1710 100
4140000 50000
1890 100
4440000 60000
4620000 60000
4860000 60000
2410 120
2540 120
5580000 70000
5750000 80000
2870 130
2900 140
5990000 80000
2930 140
2930 140
2940 140
2940 140
2940 140
6030000 80000
6030000 80000
2940 140
6030000 80000
2940 140
6030000 80000
6030000 80000
2940 140
2940 140
6030000 80000
2940 140
2940 140
2950 140
6030000 80000
6030000 80000
2940 140
2940 140
6030000 80000
2940 140
6020000 80000
6030000 80000
6030000 80000
6030000 80000
6030000 80000
2940 140
6020000 80000
2940 140
6030000 80000
2940 140
6030000 80000
2950 140
2940 140
2940 140
2940 140
6030000 80000
6030000 80000
2940 140
6030000 80000
6030000 80000
6030000 80000
2940 140
2940 140
6030000 80000
6030000 80000
6030000 80000
2940 140
2950 140
6030000 80000
6030000 80000
6030000 80000
2940 140
6030000 80000
2940 140
2940 140
2940 140
2940 140
6030000 80000
2950 140
2940 140
2940 140
2940 140
2940 140
6030000 80000
2940 140
2950 140
2950 140
6060000 80000
3010 140
6150000 80000
3070 140
3090 140
3110 140
6270000 80000
6270000 80000
3120 140
3130 140
3130 140
3120 140
6280000 80000
6280000 80000
3130 140
3130 140
3130 140
6280000 80000
6280000 80000
3120 140
6280000 80000
6270000 80000
3130 140
3130 140
3120 140
6280000 80000
6280000 80000
3120 140
3130 140
6280000 80000
6280000 80000
3130 140
6280000 80000
3130 140
6280000 80000
3130 140
3010 140
2840 140
5760000 80000
5580000 70000
5430000 70000
2310 130
2240 130
5090000 70000
2060 120
4890000 60000
1950 120
1870 120
1810 120
1730 120
1670 120
4290000 60000
4220000 60000
1520 110
4070000 50000
3950000 50000
3840000 50000
1250 100
1200 100
3490000 50000
1080 100
1020 100
950 90
3060000 40000
2930000 40000
2780000 40000
670 80
590 80
510 70
420 70
1940000 30000
260 60
1609000 21000
1426000 19000
1288000 17000
30 40
1012000 13000
-30 40
-60 30
660000 9000
-130 30
358000 5000
-214 17
-236 13
-250 10
-215 9
-200 8
-194 8
-192 8
-185 8
-187 7
-6470 80
-185 7
-184 7
-184 7
-184 7
-180 7
-184 7
-187 7
-184 7
-184 7
-187 7
-187 7
-179 7
-182 7
-185 7
-182 7
-179 7
-182 7
-185 7
-182 7
-185 7
-6470 80
-185 7
-184 7
-179 7
-182 7
-179 7
-182 7
-184 7
-179 7
-185 7
-185 7
-182 7
-179 7
-179 7
-69300 900
-201000 3000
-320 4
-390000 5000
-351 7
-497000 6000
-553000 7000
-396 12
-390 13
-408 15
-842000 11000
-486 20
-496 23
-506 24
-1125000 15000
-1201000 16000
-1251000 16000
-1282000 17000
-570 30
-1377000 18000
-1421000 19000
-590 40
-1490000 19000
-1540000 20000
-1590000 21000
-650 40
-670 40
-1735000 23000
-1798000 23000
-1892000 25000
-1950000 30000
-800 50
-830 60
-2190000 30000
-2280000 30000
-2370000 30000
-2510000 30000
-1060 70
-1060 70
-2780000 40000
-1110 70
-1180 80
-1220 80
-1280 80
-1380 90
-3550000 50000
-1570 90
-3990000 50000
-1840 100
-2000 110
-4820000 60000
-5190000 70000
-2590 130
-2800 130
-6070000 80000
-3030 140
-6230000 80000
-3070 140
-3090 140
-3080 140
-6270000 80000
-6270000 80000
-3090 140
-3080 140
-6270000 80000
-3090 140
-3090 140
-3090 140
-6270000 80000
-3090 140
-3080 140
-6280000 80000
-3090 140
-6280000 80000
-6280000 80000
-6280000 80000
-6280000 80000
-3100 140
-6280000 80000
-3100 140
-3090 140
-6280000 80000
-3090 140
-3100 140
-6280000 80000
-3090 140
-3090 140
-3100 140
-3090 140
-3100 140
-3090 140
-3090 140
-3100 140
-3090 140
-3100 140
-3090 140
-3100 140
-3090 140
-3090 140
-3100 140
-3100 140
-3100 140
-3100 140
-3090 140
-6290000 80000
-3090 140
-3100 140
-3100 140
-3090 140
-3100 140
-3090 140
-3100 140
-3100 140
-3090 140
-3090 140
-3100 140
-3090 140
-3090 140
-3100 140
-3090 140
-3090 140
-3090 140
-3090 140
-3090 140
-3100 140
-3100 140
-3100 140
-3090 140
-3090 140
-3090 140
-3100 140
-3090 140
-3090 140
-3090 140
-3090 140
-3090 140
-3090 140
-3100 140
-3100 140
-3090 140
-3090 140
-3090 140
-3090 140
-2980 140
-2980 140
-6080000 80000
-2740 140
-2520 140
-5360000 70000
-5240000 70000
-2200 130
-2160 130
-5110000 70000
-5070000 70000
-2060 130
-4860000 60000
-1910 120
-1860 120
-4630000 60000
-1730 120
-4510000 60000
-4490000 60000
-4440000 60000
-1590 120
-4180000 50000
-1460 110
-3970000 50000
-1280 110
-1240 110
-3700000 50000
-3660000 50000
-1180 100
-1130 100
-1060 100
-3370000 40000
-1000 100
-970 100
-940 90
-3110000 40000
-870 90
-810 90
-2800000 40000
-630 80
-2530000 30000
-540 80
-500 80
-2230000 30000
-400 70
-2020000 30000
-290 70
-230 60
-1615000 21000
-100 50
-1294000 17000
10 50
50 40
-842000 11000
-710000 9000
160 30
-452000 6000
-308000 4000
263 17
295 13
264 11
244 10
230 9
229 9
228 9
227 9
222 9
222 9
220 9
220 9
6510 80
219 9
219 9
219 9
215 9
215 9
219 9
215 9
219 9
215 9
222 9
219 9
219 9
219 9
219 9
219 9
219 9
219 9
219 9
219 9
-6070 80
215 9
219 9
219 9
222 9
219 9
222 9
219 9
219 9
263 8
300 7
337 5
348 4
409000 5000
509000 7000
604000 8000
465 13
476 15
487 17
505 19
924000 12000
489 21
552 23
600 30
620 30
650 30
1471000 19000
710 40
760 40
800 40
1940000 30000
870 50
2160000 30000
900 60
2250000 30000
2350000 30000
980 60
2590000 30000
1120 70
2910000 40000
1290 80
3260000 40000
1460 90
3660000 50000
1680 100
1860 100
4420000 60000
4480000 60000
4480000 60000
1930 110
1930 110
4480000 60000
1950 110
4580000 60000
4750000 60000
4940000 60000
2340 120
5220000 70000
2610 130
2760 130
2950 140
3050 140
3090 140
6240000 80000
6250000 80000
3110 140
3110 140
3120 140
3120 140
6270000 80000
6270000 80000
6270000 80000
3120 140
6270000 80000
6270000 80000
6270000 80000
6270000 80000
6270000 80000
6270000 80000
3120 140
3120 140
6270000 80000
6270000 80000
3120 140
6270000 80000
3120 140
6270000 80000
3120 140
6270000 80000
6270000 80000
3130 140
6270000 80000
5970000 80000
5640000 70000
5340000 70000
5120000 70000
2060 120
4800000 60000
4610000 60000
1640 120
1470 110
1310 110
3580000 50000
950 100
780 90
640 80
510 80
410 70
1950000 30000
240 60
1489000 19000
1232000 16000
-30 40
-50 40
572000 7000
-216 21
195000 3000
56300 700
-240 10
-214 9
-200 8
-6480 80
-6480 80
-182 7
-187 7
-182 7
-180 7
-177 7
-180 7
-180 7
-180 7
-180 7
-180 7
-179 7
-180 7
-182 7
-175 7
6110 80
-180 7
-208000 3000
-364 5
-431 9
-490 15
-949000 12000
-540 23
-1176000 15000
-1326000 17000
-1553000 20000
-750 40
-1810000 24000
-1960000 30000
-2210000 30000
-2390000 30000
-2600000 30000
-1230 70
-1350 80
-3430000 40000
-3680000 50000
-1720 100
-1850 100
-1840 110
-4280000 60000
-1790 110
-4280000 60000
-1780 110
-4320000 60000
-4430000 60000
-4610000 60000
-2080 120
-2210 120
-5170000 70000
-2500 130
-5560000 70000
-2720 130
-5950000 80000
-3020 140
-6210000 80000
-6240000 80000
-3080 140
-6270000 80000
-6270000 80000
-6270000 80000
-6270000 80000
-3090 140
-3090 140
-6270000 80000
-3090 140
-6280000 80000
-6280000 80000
-3090 140
-3090 140
-6280000 80000
-6280000 80000
-3100 140
-6280000 80000
-3080 140
-6280000 80000
-6280000 80000
-6280000 80000
-3090 140
-3090 140
-3090 140
-6280000 80000
-6280000 80000
-6280000 80000
-6280000 80000
-3100 140
-3090 140
-3090 140
-3090 140
-3100 140
-3100 140
-3090 140
-3090 140
-6280000 80000
-6280000 80000
-3090 140
-3090 140
-3090 140
-3100 140
-3100 140
-6260000 80000
-2930 140
-2830 140
-2740 140
-2610 140
-5550000 70000
-2300 130
-2140 130
-1970 130
-1810 120
-1700 120
-1550 120
-4100000 50000
-1350 110
-1290 110
-1200 100
-1090 100
-3290000 40000
-840 90
-770 90
-670 90
-580 80
-470 80
-370 70
-280 70
-1728000 23000
-1514000 20000
-40 50
-1137000 15000
70 40
-785000 10000
-616000 8000
200 30
-270000 4000
-112800 1500
-5990 80
262 10
242 10
237 9
229 9
227 9
222 9
217 9
220 9
219 9
222 9
219 9
215 9
215 9
217 9
214 9
215 9
217 9
217 9
217 9
220 9
217 9
217 9
217 9
217 9
220 9
217 9
220 9
249 8
296 7
233000 3000
321000 4000
428000 6000
572000 7000
483 12
532 17
1012000 13000
1138000 15000
650 30
700 30
740 40
1773000 23000
880 50
930 50
2220000 30000
2310000 30000
2480000 30000
1170 70
1240 70
1280 80
3170000 40000
1400 80
1490 90
1590 90
3880000 50000
1750 100
1850 100
1980 110
2100 110
4900000 60000
2410 120
2610 130
2720 130
5810000 80000
5980000 80000
6110000 80000
3070 140
3090 140
3100 140
3110 140
6250000 80000
3110 140
6260000 80000
6260000 80000
6260000 80000
3120 140
6260000 80000
3120 140
3120 140
6270000 80000
3120 140
3120 140
6270000 80000
6270000 80000
3110 140
6270000 80000
3120 140
6170000 80000
5930000 80000
2620 130
5390000 70000
2150 130
4820000 60000
1750 120
1570 110
1360 110
3790000 50000
1190 100
1090 100
990 100
3110000 40000
860 90
810 90
740 80
2650000 30000
2470000 30000
490 70
2090000 30000
300 60
1640000 21000
130 50
1225000 16000
-40 40
741000 10000
490000 6000
283000 4000
-255 14
-259 11
-227 9
-202 8
-192 8
-190 8
-187 7
-187 7
-185 7
-182 7
-177 7
-180 7
-183 7
-179 7
6110 80
-175 7
-175 7
-179 7
-179 7
-179 7
-179 7
-179 7
-179 7
-177 7
-179 7
-182 7
-182 7
-175 7
6110 80
-179 7
-179 7
-179 7
-179 7
-223 7
-268 5
-307 4
-346000 5000
-497000 6000
-406 11
-748000 10000
-918000 12000
-1094000 14000
-1207000 16000
-620 30
-670 40
-720 40
-1729000 23000
-1848000 24000
-850 50
-2230000 30000
-2440000 30000
-2650000 30000
-1190 70
-3050000 40000
-1370 80
-1500 90
-3870000 50000
-1890 100
-2120 110
-5010000 70000
-2510 120
-5660000 70000
-2930 140
-3010 140
-6200000 80000
-6240000 80000
-3070 140
-3080 140
-3080 140
-3090 140
-6270000 80000
-3090 140
-6270000 80000
-6270000 80000
-3090 140
-3090 140
-6270000 80000
-6270000 80000
-6280000 80000
-3090 140
-3090 140
-3090 140
-3090 140
-3090 140
-6280000 80000
-6280000 80000
-3090 140
-6280000 80000
-3090 140
-6280000 80000
-3090 140
-3090 140
-6280000 80000
-3090 140
-3070 140
-3070 140
-6260000 80000
-6250000 80000
-6260000 80000
-6260000 80000
-6250000 80000
-3070 140
-6260000 80000
-3080 140
-3070 140
-6270000 80000
-3070 140
-6260000 80000
-6260000 80000
-3070 140
-6270000 80000
-3080 140
-6270000 80000
-3080 140
-3070 140
-6260000 80000
-3070 140
-3070 140
-3070 140
-6270000 80000
-3070 140
-6110000 80000
-2720 140
-2530 140
-2300 130
-5050000 70000
-1870 120
-4510000 60000
-1540 120
-1400 110
-1260 110
-3640000 50000
-3430000 40000
-950 100
-3090000 40000
-2920000 40000
-670 90
-610 80
-520 80
-450 70
-340 70
-250 70
-150 60
-90 50
0 50
90 40
140 30
220 30
-245000 3000
297 15
292 12
255 10
239 10
230 9
225 9
225 9
219 9
219 9
217 9
217 9
214 9
215 9
212 9
215 9
212 9
215 9
215 9
215 9
215 9
215 9
214 9
212 9
214 9
214 9
215 9
215 9
214 9
214 9
218 9
6500 80
217 9
210 9
215 9
215 9
214 9
218 9
6500 80
214 9
214 9
217 9
215 9
214 9
214 9
215 9
214 9
214 9
218 9
215 9
214 9
215 9
214 9
215 9
6500 80
214 9
