#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
80.7 0 1.9785 0.019785 715 21.45 477 4 2 0.05
80.8 0 1.9905 0.019905 720.5 21.615 477 4 2 0.05
80.9 0 1.998 0.01998 723.5 21.705 477 4 2 0.05
81 0 2.001 0.02001 726 21.78 477 4 2 0.05
81.1 0 2.0055 0.020055 727.5 21.825 477 4 2 0.05
81.2 0 2.0085 0.020085 728.5 21.855 477 4 2 0.05
81.3 0 2.01 0.0201 729.5 21.885 477 4 2 0.05
81.4 0 2.013 0.02013 730.5 21.915 477 4 2 0.05
81.5 0 2.01 0.0201 730.5 21.915 477 4 2 0.05
81.6 0 2.0085 0.020085 730 21.9 477 4 2 0.05
81.7 0 2.0085 0.020085 730 21.9 477 4 2 0.05
81.8 0 2.0085 0.020085 730 21.9 477 4 2 0.05
81.9 0 2.0085 0.020085 730 21.9 477 4 2 0.05
82 0 2.013 0.02013 730 21.9 477 4 2 0.05
82.1 0 2.0115 0.020115 730.5 21.915 477 4 2 0.05
82.2 0 2.01 0.0201 730.5 21.915 477 4 2 0.05
82.3 0 1.9935 0.019935 728 21.84 477 4 2 0.05
82.4 0 2.016 0.02016 730.5 21.915 477 4 2 0.05
82.5 0 2.019 0.02019 731.5 21.945 477 4 2 0.05
82.6 0 2.0205 0.020205 732 21.96 477 4 2 0.05
82.7 0 2.0205 0.020205 732 21.96 477 4 2 0.05
82.8 0 2.0205 0.020205 732.5 21.975 477 4 2 0.05
82.9 0 2.0205 0.020205 732.5 21.975 477 4 2 0.05
83 0 2.022 0.02022 733 21.99 477 4 2 0.05
83.1 0 2.0205 0.020205 732.5 21.975 477 4 2 0.05
83.2 0 2.022 0.02022 733 21.99 477 4 2 0.05
83.3 0 2.0235 0.020235 733 21.99 477 4 2 0.05
