#H_Fe[T] err_H_Fe[T]
-4400000 60000
-6860 120
-6800 120
-6700 120
-4170000 50000
-6620 120
-4150000 50000
-4120000 50000
-6530 120
-6470 120
-4010000 50000
-3980000 50000
-6370 120
-3930000 50000
-6300 110
-6250 110
-3830000 50000
-6180 110
-3800000 50000
-3790000 50000
-3780000 50000
-6080 110
-6010 110
-5940 110
-5880 110
-5860 110
-3560000 50000
-3540000 50000
-5800 110
-5770 110
-3490000 50000
-5710 110
-3430000 40000
-5630 100
-5600 100
-3310000 40000
-3270000 40000
-5390 100
-3180000 40000
-5280 100
-5260 100
-3080000 40000
-5090 100
-2960000 40000
-2940000 40000
-4940 90
-4900 90
-4830 90
-4720 90
-4600 90
-2640000 30000
-2630000 30000
-2630000 30000
-4520 90
-2630000 30000
-2590000 30000
-4330 80
-4230 80
-2380000 30000
-2320000 30000
-2230000 30000
-3800 80
-3700 70
-2030000 30000
-3580 70
-3530 70
-1920000 30000
-1851000 24000
-3140 60
-3020 60
-1605000 21000
-2890 60
-2840 60
-2760 60
-1435000 19000
-1353000 18000
-2380 50
-1146000 15000
-1095000 14000
-2080 40
-2070 40
-1058000 14000
-2050 40
-2030 40
-925000 12000
-1600 40
-1460 30
-1380 30
-1260 30
-1180 30
-479000 6000
-390000 5000
-321000 4000
-246000 3000
-504 14
-404 12
-50600 700
-212 9
-197 8
-194 8
-192 8
-188 7
-184 7
-187 7
-179 7
-182 7
-179 7
-182 7
-180 7
-182 7
-180 7
-180 7
-182 7
6110 80
-183 7
-180 7
-180 7
-180 7
-180 7
-177 7
-177 7
-180 7
-6470 80
-180 7
-180 7
-180 7
-180 7
-177 7
-6470 80
-177 7
-180 7
-6470 80
-182 7
-180 7
-182 7
-177 7
-182 7
-180 7
-183 7
-180 7
-180 7
-6 5
214000 3000
235 3
330 4
422 6
409000 5000
459000 6000
491000 6000
535000 7000
828 13
654000 9000
711000 9000
761000 10000
793000 10000
805000 11000
831000 11000
1326 23
1439 25
1063000 14000
1850 30
1340000 17000
2230 40
1473000 19000
2400 40
2480 40
2610 50
2880 50
3050 50
3190 60
3290 60
2100000 30000
3480 60
2200000 30000
3690 70
2370000 30000
3980 70
4140 80
4260 80
4350 80
2760000 40000
4570 80
4680 90
2970000 40000
4900 90
4990 90
3140000 40000
5100 90
5130 90
5170 90
5230 90
3310000 40000
5430 100
5550 100
5680 100
5830 100
3760000 50000
6110 110
6200 110
4010000 50000
6460 120
4140000 50000
6650 120
4290000 60000
6850 120
4380000 60000
6930 120
4410000 60000
6950 120
4420000 60000
6970 120
4420000 60000
4420000 60000
4420000 60000
4420000 60000
4420000 60000
4430000 60000
4420000 60000
6980 120
4430000 60000
4430000 60000
4430000 60000
4430000 60000
6980 120
4440000 60000
6980 120
6990 120
4440000 60000
