#H_Fe[T] err_H_Fe[T]
0.00000000000000000000 0.00000000000000000000
0.00000000000000000000 0.00000000000000000000
0.00000000000000000000 0.00000000000000000000
-3.14465408805031465533 0.04103992938202469937
-3.14465408805031465533 0.04103992938202469937
0.00000000000000000000 0.00000000000000000000
0.00000000000000000000 0.00000000000000000000
3.14465408805031465533 0.04103992938202469937
0.00000000000000000000 0.00000000000000000000
0.00000000000000000000 0.00000000000000000000
3.14465408805031465533 0.04103992938202469937
-6289.30817610062877065502 82.07985876404940484008
0.00000000000000000000 0.00000000000000000000
-3.14465408805031465533 0.04103992938202469937
3.14465408805031465533 0.04103992938202469937
0.00000000000000000000 0.00000000000000000000
3.14465408805031465533 0.04103992938202469937
3.14465408805031465533 0.04103992938202469937
6289.30817610062877065502 82.07985876404940484008
0.00000000000000000000 0.00000000000000000000
-3.14465408805031465533 0.04103992938202469937
3.14465408805031465533 0.04103992938202469937
3.14465408805031465533 0.04103992938202469937
0.00000000000000000000 0.00000000000000000000
0.00000000000000000000 0.00000000000000000000
-3.14465408805031465533 0.04103992938202469937
0.00000000000000000000 0.00000000000000000000
1.47636327995916838418 0.07339298702179750111
31.63846840863512355213 0.40922814774147336925
179.88012254836053216422 2.55404022918447903834
295697.58172521501546725631 3858.29474790018457497354
527.31273576610885811533 8.17923960210213607525
421560.48662439978215843439 5500.30784542052151664393
681.71082749889956176048 10.97675426278587451634
717.26166010811289197591 11.69463321137263278615
765.39110906952760160493 12.52141440309862119307
572592.30226364370901137590 7470.70380697989094187506
597769.55445774330291897058 7799.13190859248334163567
610361.51713640929665416479 7963.36413760441246267874
975.87624874792459195305 16.27891948010398692759
704751.18850216153077781200 9194.83327991085207031574
1112.69085170424068564898 18.83187363809824077521
1194.70284246677738337894 20.32969268222373671051
843206.05608001223299652338 11001.07893958914974064101
887261.24254726234357804060 11575.80091997624913346954
1455.36957697094430841389 25.16690136227603957764
1503.88288098862290098623 26.17962889215781885355
1563.49843807854335864249 27.32485645559349407563
1616.82468699236346765247 28.42241121542722481763
1626.83443184091038347105 28.77576879873493709283
1032045.45728060789406299591 13464.34482527626096270978
1632.22315932144761063682 29.14249365331452423789
1641.84904911373064351210 29.30804322608808831774
1088670.91864601871930062771 14203.18078685108594072517
1844.89331544723518163664 32.46715018873957347978
1296326.52735986537300050259 16912.40379949222187860869
1390729.54505208227783441544 18143.94576341321953805164
2308.08759064560717888526 40.98109668417848183708
1522903.44590787286870181561 19868.15733919031845289283
2509.71455064424935699208 44.96857383307192179700
2649.48188016048379722633 47.46412157733833936391
1749465.34983860747888684273 22823.82896841640103957616
1799823.19080842286348342896 23480.70358939959987765178
1869048.95630654017440974712 24383.81738393429623101838
1919406.79727635555900633335 25040.69201770259314798750
1982341.58630756428465247154 25861.71698390443998505361
3288.76202759683155818493 59.59737932142548544334
3369.48958260754125149106 61.23360325641324664048
3443.54397438588603108656 62.63077563145972703751
2177445.27132213907316327095 28406.92627722026008996181
3599.61035692676796315936 65.53073606315032861858
2278137.59719045646488666534 29720.54800234673166414723
3771.59193743603327675373 68.64174721606053708456
3845.64632921437851109658 70.03898891384440617003
2435470.39904145803302526474 31773.08764373035228345543
4009.67031073945190655650 73.04449675911189387989
4075.57517600547316760640 25157.32966607950220350176
2555045.66405535023659467697 33333.03053027754504000768
4212.19785143365697877016 76.71154047570693990110
2655727.98017881903797388077 34646.59757631999673321843
4356.97005337416521797422 79.38628336828922726909
2724958.75054936064407229424 35549.73871251814853167161
4480.63025739388376678107 81.57337623679731564152
4568.73962880438921274617 83.02494623485569036347
4633.16813079045095946640 84.25671180713828789521
4702.21765014452284958679 85.47436324284919351157
4772.74353277855334454216 86.65511354142196864814
4824.40149088428279355867 87.69854513574236420936
3014435.42402160679921507835 39326.32599067606497555971
4916.03937143910206941655 89.36668162733950282473
4954.54293060823420091765 90.02830152971820609764
4962.88438464868977462174 90.32754176662700729139
4972.51027444097235274967 90.49293369320271551715
4975.84685605715458223131 90.61268990470034623286
3096249.81561677390709519386 40393.65389392033102922142
3108836.77342301560565829277 40557.85888774084014585242
3108840.11000463180243968964 40557.87711354400380514562
5033.60219481085277948296 91.60502570078172368540
5033.60219481085277948296 91.60502570078172368540
5049.51739277923570625717 91.81610607730334550070
5081.53971624413497920614 31446.66071700961765600368
5139.10312746970066655194 93.23097927717788024893
3215805.06114096892997622490 41953.48743010316684376448
3222102.71077110990881919861 42035.61270671083912020549
5205.19992026385443750769 94.52244033821631319370
3228398.69211044302210211754 42117.72887176130461739376
5222.78340904032847902272 94.79347293475731817125
5226.11999065651070850436 94.91307237236550520265
5227.78828146460182324518 94.97288573844993209150
5235.74588044879419612698 95.07848473911097642031
5243.70347943298565951409 95.18409951664060031362
5239.08246206497642560862 95.19811473523576239586
3247279.96296520950272679329 42364.04091839691682253033
3247279.96296520950272679329 42364.04091839691682253033
5239.08246206497642560862 95.19811473523576239586
3247279.96296520950272679329 42364.04091839691682253033
5247.04006104916788899573 95.30370560125923873329
5239.08246206497642560862 95.19811473523576239586
5245.37177024107677425491 95.24389802488791190171
3253570.93943211855366826057 42446.12974678237515036017
3253574.27601373475044965744 42446.14797143811301793903
5288.49634677821813966148 95.89165238788847034357
5307.74812636278329591732 96.22250750907741689844
3310198.06908833747729659081 43184.97476655102946097031
3310201.40566995367407798767 43184.99298982002801494673
3310203.07396076153963804245 43185.00210160586721030995
3322786.69518538704141974449 43349.18887154513504356146
5370.31641001262323698029 97.29781007805362946783
3354248.25068316329270601273 43759.66946455158176831901
5415.30120488598640804412 98.10200135844495150650
3373126.18495631357654929161 44005.96328743881895206869
3373129.52153792977333068848 44005.98151029972359538078
3379420.49800483835861086845 44088.07033977034006966278
3379422.16629564668983221054 44088.07945122033561347052
3392007.45581108005717396736 44252.27533308882266283035
5481.01414262387606868288 99.20035330674758711211
5500.26592220844213443343 99.53124108788753687804
5525.80700996910854883026 99.90820711376395024672
5559.49762424209893652005 100.48729401597590538131
3473805.16449816618114709854 45319.51212261683394899592
3480099.47754669096320867538 45401.61917448666645213962
3486393.79059521621093153954 45483.72622640497138490900
3498977.41181984171271324158 45647.91299796864768723026
3517853.67780218413099646568 45894.19771098862111102790
3536728.27549371821805834770 46140.47331407121964730322
5687.77884562982671923237 102.66136728925150123359
3568193.16757311020046472549 46550.97213079057110007852
5751.82349255962526513031 103.70044908021377239038
3599656.39136169431731104851 46961.46183742817083839327
5790.32705172875739663141 104.36235834694916491117
5817.53643029751401627436 104.79922530117367784896
3662574.49748482229188084602 47782.39570337982877390459
3700327.02944950666278600693 48274.96513449028861941770
5947.29401496520222281106 106.93747207179953306877
5976.17168434205086668953 107.43396728451013188987
6005.04935371889951056801 107.93046742217539701869
3782129.74300901731476187706 49342.22926736302179051563
6045.22120369612275680993 108.65196891321359373705
6054.84709348840533493785 108.81747007699584628426
6064.47298328068791306578 108.98297177432930027408
3801012.68215459212660789490 49588.55041864501981763169
3801014.35044539999216794968 49588.55952752281154971570
6074.09887307297049119370 109.14847400278689804054
6075.76716388106251542922 109.20796974061929063282
6077.43545468915363017004 109.26747371827411825507
3807306.99520311690866947174 49670.65746917064825538546
6077.43545468915363017004 109.26747371827411825507
6077.43545468915363017004 109.26747371827411825507
6077.43545468915363017004 109.26747371827411825507
6077.43545468915363017004 109.26747371827411825507
3845052.85400456935167312622 50163.19046813937893602997
3882805.38596925372257828712 50655.75990303972503170371
3926850.56269165547564625740 51230.42728090069431345910
6266.23281386236612888752 112.26759034661650105136
6267.90110467045724362833 112.32699495325114469324
6277.52699446273982175626 112.49251798225546394860
6306.21273631145595572889 112.89368821742928616914
6344.52436795245648681885 113.46051343236257480385
4008651.60796035779640078545 52297.68231210656085750088
6395.79847100192091602366 114.31164835569474291788
6437.44668425910276710056 114.99727716015313205844
6498.15474957271908351686 115.91897816628004136419
6527.03241894956772739533 116.41564381879750555981
6557.57837913450748601463 116.97157199086876744332
6600.70295567164885142120 117.62162183449325425499
6637.53822403268986818148 118.22464993084817308500
4247745.41610066685825586319 55417.25841806490643648431
4304374.21404769457876682281 56156.11258503244607709348
4354710.36723700445145368576 56812.86881108204397605732
6890.38023013569909380749 122.26921221106935888656
6927.21549849674011056777 122.87247379423324389336
6943.32262399325554724783 44025.30754519040783634409
4417641.81968659628182649612 57633.87555064354091882706
4417645.15626821294426918030 57633.89376017297763610259
6977.01323826624593493761 123.75950514356972576024
4423937.80102592986077070236 57715.99170270285685546696
4430228.77749283798038959503 57798.08054045935568865389
4430228.77749283798038959503 57798.08054045935568865389
4430230.44578364677727222443 57798.08964523512986488640
4430228.77749283798038959503 57798.08054045935568865389
4430230.44578364677727222443 57798.08964523512986488640
6988.30741886662053730106 123.98418247468705999381
6982.01811069051927916007 123.93679626224303547133
4430230.44578364677727222443 57798.08964523512986488640
6988.30741886662053730106 123.98418247468705999381
6980.34981988242816441925 123.87769157298464506312
6982.01811069051927916007 123.93679626224303547133
6988.30741886662053730106 123.98418247468705999381
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4430230.44578364677727222443 57798.08964523512986488640
4430230.44578364677727222443 57798.08964523512986488640
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4436519.75395974703133106232 57880.16937832011899445206
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
4436519.75395974703133106232 57880.16937832011899445206
4430230.44578364677727222443 57798.08964523512986488640
4436521.42225055489689111710 57880.17848300730111077428
6986.63912805852942256024 123.92509443189464946045
4430232.11407445464283227921 57798.09875008628296200186
4436521.42225055489689111710 57880.17848300730111077428
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
4430230.44578364677727222443 57798.08964523512986488640
4436519.75395974703133106232 57880.16937832011899445206
6988.30741886662053730106 123.98418247468705999381
4430232.11407445464283227921 57798.09875008628296200186
4430232.11407445464283227921 57798.09875008628296200186
4436521.42225055489689111710 57880.17848300730111077428
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4430232.11407445464283227921 57798.09875008628296200186
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
4430232.11407445464283227921 57798.09875008628296200186
6988.30741886662053730106 123.98418247468705999381
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
4430232.11407445464283227921 57798.09875008628296200186
6988.30741886662053730106 123.98418247468705999381
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
6996.26501785081109119346 124.09068395368433357362
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
4436521.42225055489689111710 57880.17848300730111077428
4430232.11407445464283227921 57798.09875008628296200186
6988.30741886662053730106 123.98418247468705999381
6989.97570967471165204188 124.04327816554078367517
4436521.42225055489689111710 57880.17848300730111077428
6989.97570967471165204188 124.04327816554078367517
6988.30741886662053730106 123.98418247468705999381
