m,err_m,x_m,err_x_m
1.0,1e-07,3.215,0.3535533905932738
2.0,1e-07,6.025,0.3535533905932738
3.0,1e-07,9.010000000000002,0.3535533905932738
4.0,1e-07,12.060000000000002,0.3535533905932738
5.0,1e-07,16.215,0.7071067811865476
