0	0.4379457802	47.5872897	0.8479379316	0	0	1.345	17.67157995	0	11
0	0.4976289089	47.56929352	0.8493364679	0	0	1.345	20.10537025	0	11
0	0.6565542547	47.5370618	0.8063364395	0	0	1.345	25.16629261	0	11
0	0.7280355322	47.48940917	0.7697897612	0	0	1.345	26.61469371	0	11
0	0.8387491307	47.52078016	0.6957340257	0	0	1.345	27.73057587	0	11
0	0.9249873096	47.59783241	0.6202810432	0	0	1.345	27.30935598	0	11
0	1.000023585	47.56682704	0.5319235997	0	0	1.345	25.3025146	0	11
0	1.064499889	47.62195123	0.4334948654	0	0	1.345	21.97539874	0	11
0	1.133607976	47.67318946	0.2755604299	0	0	1.345	14.8920318	0	11
0	1.17565772	47.77717329	0.1214743204	0	0	1.345	6.8231643	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
0	1.205701387	47.76228003	0.03679246804	0	0	1.345	2.118769596	0	11
