#Ne err_Ne Ne err_Ne
0.00000000000000002 0 0.00000000000000002 0
0.000000000000000006 0 0.000000000000000006 0
0.0000000000000003 0 0.0000000000000003 0
0.00000000000000005 0 0.00000000000000005 0
0.00000000000000003 0 0.00000000000000003 0
0.000000000000000011 0 0.000000000000000011 0
0.00000000000000010 0 0.00000000000000010 0
0.00000000000000010 0 0.00000000000000010 0
0.00000000000000001 0 0.00000000000000001 0
0.00000000000000009 0 0.00000000000000009 0
0.00000000000000022 0 0.00000000000000022 0
0.0000000000000003 0 0.0000000000000003 0
0.00000000000000021 0 0.00000000000000021 0
0.00000000000000009 0 0.00000000000000009 0
0.00000000000000006 0 0.00000000000000006 0
0.000000000000000021 0 0.000000000000000021 0
0.000000000000000008 0 0.000000000000000008 0
