#Ne err_Ne Ne err_Ne
0.0000000000000000010 0.0000000000000000016 0.0000000000000000010 0.0000000000000000016
0.0000000000000000004 0.0000000000000000007 0.0000000000000000004 0.0000000000000000007
0.00000000000000002 0.00000000000000003 0.00000000000000002 0.00000000000000003
0.000000000000000003 0.000000000000000004 0.000000000000000003 0.000000000000000004
0.000000000000000002 0.000000000000000004 0.000000000000000002 0.000000000000000004
0.0000000000000000007 0.0000000000000000010 0.0000000000000000007 0.0000000000000000010
0.000000000000000006 0.000000000000000006 0.000000000000000006 0.000000000000000006
0.000000000000000006 0.000000000000000008 0.000000000000000006 0.000000000000000008
0.000000000000000000 0.000000000000000003 0.000000000000000000 0.000000000000000003
0.000000000000000005 0.000000000000000007 0.000000000000000005 0.000000000000000007
0.000000000000000014 0.000000000000000014 0.000000000000000014 0.000000000000000014
0.000000000000000018 0.000000000000000018 0.000000000000000018 0.000000000000000018
0.000000000000000013 0.000000000000000010 0.000000000000000013 0.000000000000000010
0.000000000000000005 0.000000000000000010 0.000000000000000005 0.000000000000000010
0.000000000000000003 0.000000000000000003 0.000000000000000003 0.000000000000000003
0.0000000000000000013 0.0000000000000000008 0.0000000000000000013 0.0000000000000000008
0.0000000000000000005 0.0000000000000000007 0.0000000000000000005 0.0000000000000000007
